id,name,type,typeCode,bizType,address,gcj02_lng,gcj02_lat,wgs84_lng,wgs84_lat,tel,provinceName,cityName,adName
BV11491337,合群村委总站(公交站),交通设施服务;公交车站;公交车站相关,150700,[],从604路,113.638407,23.78079,113.6332702,23.78356928,[],广东省,广州市,从化区
BV11152719,黄围(合群)(公交站),交通设施服务;公交车站;公交车站相关,150700,[],从604路,113.661697,23.778439,113.6565282,23.78117786,[],广东省,广州市,从化区
BV11474710,黄围(公交站),交通设施服务;公交车站;公交车站相关,150700,[],,113.661593,23.778546,113.6564243,23.78128509,[],广东省,广州市,从化区
BV11116069,合群(公交站),交通设施服务;公交车站;公交车站相关,150700,[],从604路,113.639883,23.781862,113.6347444,23.78463939,[],广东省,广州市,从化区
BV11152766,背荫(公交站),交通设施服务;公交车站;公交车站相关,150700,[],从603路;从604路,113.640786,23.782088,113.6356463,23.78486408,[],广东省,广州市,从化区
BV11152732,秧溪(公交站),交通设施服务;公交车站;公交车站相关,150700,[],从603路;从604路,113.645065,23.78316,113.6399198,23.78592963,[],广东省,广州市,从化区
BV11152753,冲岭路口(公交站),交通设施服务;公交车站;公交车站相关,150700,[],从603路;从604路,113.656957,23.782574,113.6517951,23.78532283,[],广东省,广州市,从化区
BV11152741,达溪(公交站),交通设施服务;公交车站;公交车站相关,150700,[],从603路;从604路,113.669549,23.778064,113.6643679,23.78078789,[],广东省,广州市,从化区
BV11169363,小沙村委站(公交站),交通设施服务;公交车站;公交车站相关,150700,[],从608路,113.653555,23.723372,113.6484021,23.72611114,[],广东省,广州市,从化区
BV11491325,赤树路口站(公交站),交通设施服务;公交车站;公交车站相关,150700,[],从603路,113.683468,23.737227,113.6782681,23.73991341,[],广东省,广州市,从化区
BV11152946,赤村路口(公交站),交通设施服务;公交车站;公交车站相关,150700,[],从603路,113.684779,23.737079,113.6795771,23.73976294,[],广东省,广州市,从化区
BV11491308,山底下社路口站(公交站),交通设施服务;公交车站;公交车站相关,150700,[],从608路,113.65617,23.718589,113.6510136,23.72132232,[],广东省,广州市,从化区
BV11152939,牛轭洞(公交站),交通设施服务;公交车站;公交车站相关,150700,[],从603路,113.689842,23.73612,113.6846329,23.7387945,[],广东省,广州市,从化区
BV11169364,叶新围总站(公交站),交通设施服务;公交车站;公交车站相关,150700,[],从608路,113.653984,23.711435,113.6488313,23.71417061,[],广东省,广州市,从化区
BV11169365,楼山下路口(公交站),交通设施服务;公交车站;公交车站相关,150700,[],从608路,113.657752,23.709375,113.6525939,23.71210334,[],广东省,广州市,从化区
BV11169366,石岭村委(公交站),交通设施服务;公交车站;公交车站相关,150700,[],,113.664632,23.709751,113.6594633,23.71246661,[],广东省,广州市,从化区
BV11116064,团丰(公交站),交通设施服务;公交车站;公交车站相关,150700,[],从604路,113.681806,23.792457,113.6766049,23.7951619,[],广东省,广州市,从化区
BV11169369,苏坑(公交站),交通设施服务;公交车站;公交车站相关,150700,[],,113.67807,23.710955,113.6728801,23.71364529,[],广东省,广州市,从化区
BV09017015,分水岰(公交站),交通设施服务;公交车站;公交车站相关,150700,[],从608路,113.689145,23.713993,113.6839383,23.71666346,[],广东省,广州市,从化区
BV11119596,双塘(公交站),交通设施服务;公交车站;公交车站相关,150700,[],增城51路,113.648455,23.389002,113.6433317,23.39173796,[],广东省,广州市,增城区
BV11632886,双塘村(公交站),交通设施服务;公交车站;公交车站相关,150700,[],增城51路,113.648451,23.388997,113.6433277,23.39173297,[],广东省,广州市,增城区
BV11415566,坳头村(公交站),交通设施服务;公交车站;公交车站相关,150700,[],增城52路,113.632142,23.404593,113.627037,23.4073511,[],广东省,广州市,增城区
BV11632032,濠迳村(公交站),交通设施服务;公交车站;公交车站相关,150700,[],增城52路,113.626011,23.384479,113.6209126,23.38724787,[],广东省,广州市,增城区
BV11555491,里汾村委(公交站),交通设施服务;公交车站;公交车站相关,150700,[],增城52路,113.633186,23.376836,113.6280818,23.37959748,[],广东省,广州市,增城区
BV11632887,里汾村(公交站),交通设施服务;公交车站;公交车站相关,150700,[],增城51路,113.635352,23.375846,113.6302456,23.37860471,[],广东省,广州市,增城区
BV11119593,里汾(公交站),交通设施服务;公交车站;公交车站相关,150700,[],增城51路,113.634891,23.375755,113.6297851,23.37851437,[],广东省,广州市,增城区
BV11415567,濠迳村(公交站),交通设施服务;公交车站;公交车站相关,150700,[],增城52路,113.618121,23.39171,113.613027,23.3944853,[],广东省,广州市,增城区
BV11119586,大田围(公交站),交通设施服务;公交车站;公交车站相关,150700,[],增城51路,113.662704,23.431454,113.6575569,23.43415807,[],广东省,广州市,增城区
BV11119585,龙田(公交站),交通设施服务;公交车站;公交车站相关,150700,[],增城51路,113.660282,23.433889,113.6551385,23.4365973,[],广东省,广州市,增城区
BV11119653,新围村委(公交站),交通设施服务;公交车站;公交车站相关,150700,[],增城51路;增城73路,113.660174,23.433989,113.6550307,23.43669749,[],广东省,广州市,增城区
BV11451059,池岭村(公交站),交通设施服务;公交车站;公交车站相关,150700,[],增城54A路,113.607925,23.411406,113.6028325,23.41418469,[],广东省,广州市,增城区
BV11265006,官塘村总站(公交站),交通设施服务;公交车站;公交车站相关,150700,[],增城11A路,113.61523,23.376484,113.6101383,23.37926428,[],广东省,广州市,增城区
BV11650588,福和市场总站(公交站),交通设施服务;公交车站;公交车站相关,150700,[],增城36路,113.632483,23.364952,113.6273803,23.36771672,[],广东省,广州市,增城区
BV11379607,山塘村(公交站),交通设施服务;公交车站;公交车站相关,150700,[],增城54A路;增城54路,113.607834,23.387001,113.6027431,23.38978365,[],广东省,广州市,增城区
BV11119544,上新(公交站),交通设施服务;公交车站;公交车站相关,150700,[],增城53路,113.664635,23.365164,113.6594894,23.36787517,[],广东省,广州市,增城区
BV11632611,泮霞村(公交站),交通设施服务;公交车站;公交车站相关,150700,[],增城51路,113.633069,23.36316,113.6279658,23.36592431,[],广东省,广州市,增城区
BV11620859,福和车站总站(公交站),交通设施服务;公交车站;公交车站相关,150700,[],增城36路,113.633073,23.363147,113.6279698,23.36591131,[],广东省,广州市,增城区
BV11265005,官塘村委(公交站),交通设施服务;公交车站;公交车站相关,150700,[],增城11A路;增城54A路;增城54路,113.61796,23.371198,113.6128675,23.37397717,[],广东省,广州市,增城区
BV11119547,永福(公交站),交通设施服务;公交车站;公交车站相关,150700,[],增城53路,113.667982,23.365829,113.6628311,23.36853369,[],广东省,广州市,增城区
BV10017066,大涡村(公交站),交通设施服务;公交车站;公交车站相关,150700,[],(停运)乐平01B路;花5B路,113.039961,23.315964,113.0345456,23.31847096,[],广东省,广州市,花都区
BV10441348,杨山村(公交站),交通设施服务;公交车站;公交车站相关,150700,[],721路;723路,113.172031,23.303841,113.1666047,23.30636828,[],广东省,广州市,白云区
BV11627350,杨山村委会(公交站),交通设施服务;公交车站;公交车站相关,150700,[],721路,113.168494,23.302036,113.1630612,23.30455707,[],广东省,广州市,白云区
BV10018888,九潭村(公交站),交通设施服务;公交车站;公交车站相关,150700,[],721路;723路,113.166845,23.301636,113.1614092,23.30415406,[],广东省,广州市,白云区
BV10441349,杨山村委(公交站),交通设施服务;公交车站;公交车站相关,150700,[],723路,113.168056,23.301788,113.1626224,23.30430831,[],广东省,广州市,白云区
BV11627352,两下村委(公交站),交通设施服务;公交车站;公交车站相关,150700,[],721路,113.18197,23.310855,113.1765617,23.31339912,[],广东省,广州市,白云区
BV11627351,峡石村(公交站),交通设施服务;公交车站;公交车站相关,150700,[],721路,113.163711,23.296671,113.1582697,23.29918454,[],广东省,广州市,白云区
BV10018889,峡石村总站(公交站),交通设施服务;公交车站;公交车站相关,150700,[],723路,113.163537,23.296454,113.1580954,23.29896727,[],广东省,广州市,白云区
BV11627353,两上村委(公交站),交通设施服务;公交车站;公交车站相关,150700,[],721路,113.18217,23.314609,113.1767618,23.31715252,[],广东省,广州市,白云区
BV11622853,陆仕水产总站(公交站),交通设施服务;公交车站;公交车站相关,150700,[],花24A路,113.148125,23.317137,113.1426552,23.31961729,[],广东省,广州市,花都区
BV11161665,两下村南(公交站),交通设施服务;公交车站;公交车站相关,150700,[],721路;723路,113.180981,23.304926,113.1755713,23.30746984,[],广东省,广州市,白云区
BV10866342,两潭路口(公交站),交通设施服务;公交车站;公交车站相关,150700,[],472路;721路;825路,113.185686,23.321352,113.1802838,23.32390027,[],广东省,广州市,白云区
BV11488074,神山大道西(公交站),交通设施服务;公交车站;公交车站相关,150700,[],(停运)511路石龙班车,113.185699,23.321402,113.1802968,23.32395028,[],广东省,广州市,白云区
BV11688068,神山(公交站),交通设施服务;公交车站;公交车站相关,150700,[],(停运)511路石龙班车,113.187485,23.317492,113.1820863,23.32004449,[],广东省,广州市,白云区
BV10446697,临时上下点(公交站),交通设施服务;公交车站;公交车站相关,150700,[],(停运)511路石龙班车;825路,113.187618,23.317319,113.1822195,23.31987178,[],广东省,广州市,白云区
BV11484178,朗头村站(公交站),交通设施服务;公交车站;公交车站相关,150700,[],472路;825路,113.189197,23.315143,113.1838015,23.31769916,[],广东省,广州市,白云区
BV10388539,鹤岗村(公交站),交通设施服务;公交车站;公交车站相关,150700,[],,113.171944,23.290681,113.1665184,23.29321172,[],广东省,广州市,白云区
BV11484167,五丰村(公交站),交通设施服务;公交车站;公交车站相关,150700,[],472路;825路,113.182331,23.329058,113.1769222,23.33159822,[],广东省,广州市,白云区
BV11484243,大石岗(公交站),交通设施服务;公交车站;公交车站相关,150700,[],,113.190747,23.309923,113.1853546,23.31248325,[],广东省,广州市,白云区
BV11484175,中八小学(公交站),交通设施服务;公交车站;公交车站相关,150700,[],472路;825路,113.182148,23.330109,113.1767388,23.33264863,[],广东省,广州市,白云区
BV10464432,盘古王公园总站(公交站),交通设施服务;公交车站;公交车站相关,150700,[],,113.155573,23.482001,113.1501044,23.48446806,[],广东省,广州市,花都区
BV11660181,狮岭钟屋(招呼站)(公交站),交通设施服务;公交车站;公交车站相关,150700,[],花25路短线,113.154631,23.477331,113.1491611,23.47979666,[],广东省,广州市,花都区
BV11688981,盘古北路站(公交站),交通设施服务;公交车站;公交车站相关,150700,[],,113.155013,23.474948,113.1495439,23.4774145,[],广东省,广州市,花都区
BV11450304,宝峰北路(公交站),交通设施服务;公交车站;公交车站相关,150700,[],花89路,113.176946,23.474429,113.1715172,23.47693642,[],广东省,广州市,花都区
BV10023916,义坑村(公交站),交通设施服务;公交车站;公交车站相关,150700,[],花89路,113.180023,23.476732,113.1745998,23.47924504,[],广东省,广州市,花都区
BV11346682,狮岭振兴村总站(公交站),交通设施服务;公交车站;公交车站相关,150700,[],715路;夜92路,113.176984,23.474609,113.1715553,23.47711648,[],广东省,广州市,花都区
BV11688980,振兴小学站(公交站),交通设施服务;公交车站;公交车站相关,150700,[],,113.155564,23.471302,113.1500961,23.47376973,[],广东省,广州市,花都区
BV11598667,宝峰路北总站(公交站),交通设施服务;公交车站;公交车站相关,150700,[],狮岭皮革城内环线;狮岭皮革城外环线,113.176263,23.470903,113.1708332,23.47340938,[],广东省,广州市,花都区
BV11689391,永兴市场站(公交站),交通设施服务;公交车站;公交车站相关,150700,[],花23路;花25路;花62路;花81路;花81路短线;花93路;花都-广州,113.159497,23.468134,113.1540363,23.47060909,[],广东省,广州市,花都区
BV11573881,朱屋(公交站),交通设施服务;公交车站;公交车站相关,150700,[],花89路,113.183129,23.473845,113.1777117,23.476364,[],广东省,广州市,花都区
BV10023915,五溪御龙湾(公交站),交通设施服务;公交车站;公交车站相关,150700,[],,113.18648,23.477721,113.1810686,23.48024588,[],广东省,广州市,花都区
BV11689392,振兴村站(公交站),交通设施服务;公交车站;公交车站相关,150700,[],花23路;花25路;花62路;花81路;花81路短线;花93路;花都-广州,113.165482,23.466298,113.1600324,23.46878435,[],广东省,广州市,花都区
BV11348047,团结二队(公交站),交通设施服务;公交车站;公交车站相关,150700,[],715路;夜92路;狮岭皮革城内环线;狮岭皮革城外环线,113.175747,23.468021,113.1703164,23.47052661,[],广东省,广州市,花都区
BV11188269,金狮大道西(公交站),交通设施服务;公交车站;公交车站相关,150700,[],花89路;花都-广州,113.153429,23.467795,113.1479576,23.4702592,[],广东省,广州市,花都区
BV11689395,宝峰路口站(公交站),交通设施服务;公交车站;公交车站相关,150700,[],狮岭皮革城内环线;狮岭皮革城外环线;花23路;花81路;花81路短线,113.172639,23.465855,113.1672028,23.4683549,[],广东省,广州市,花都区
BV11168433,皮具文化园站(公交站),交通设施服务;公交车站;公交车站相关,150700,[],,113.166215,23.464796,113.1607668,23.46728384,[],广东省,广州市,花都区
BV11688983,盘古中路(公交站),交通设施服务;公交车站;公交车站相关,150700,[],,113.155815,23.464878,113.150348,23.46734666,[],广东省,广州市,花都区
BV10700886,阳光路口(金狮大道)(公交站),交通设施服务;公交车站;公交车站相关,150700,[],狮岭皮革城内环线;狮岭皮革城外环线;花23路;花81路短线,113.169983,23.466059,113.1645418,23.46855386,[],广东省,广州市,花都区
BV10023918,平东社(公交站),交通设施服务;公交车站;公交车站相关,150700,[],花89路,113.18998,23.474974,113.184575,23.47750532,[],广东省,广州市,花都区
BV11382869,花城村卫生站(公交站),交通设施服务;公交车站;公交车站相关,150700,[],花17路C,113.295291,23.493155,113.2898995,23.49570877,[],广东省,广州市,花都区
BV10023804,花城(公交站),交通设施服务;公交车站;公交车站相关,150700,[],,113.291884,23.493377,113.2864981,23.49593575,[],广东省,广州市,花都区
BV10016657,永乐村(公交站),交通设施服务;公交车站;公交车站相关,150700,[],,113.291138,23.484718,113.2857538,23.48727822,[],广东省,广州市,花都区
BV10471826,花山城西村(公交站),交通设施服务;公交车站;公交车站相关,150700,[],花83B路,113.287826,23.496215,113.2824461,23.49877919,[],广东省,广州市,花都区
BV11391582,祈福工业园(公交站),交通设施服务;公交车站;公交车站相关,150700,[],机场快线9号线;花17路A,113.286406,23.500052,113.2810279,23.50261789,[],广东省,广州市,花都区
BV11431442,阳升村总站(公交站),交通设施服务;公交车站;公交车站相关,150700,[],花32路,113.31602,23.47556,113.3105909,23.4780794,[],广东省,广州市,花都区
BV11622254,水渭路口(公交站),交通设施服务;公交车站;公交车站相关,150700,[],,113.287095,23.476842,113.2817175,23.47940814,[],广东省,广州市,花都区
BV10432254,祈福工业区(公交站),交通设施服务;公交车站;公交车站相关,150700,[],,113.285326,23.500873,113.2799493,23.50344022,[],广东省,广州市,花都区
BV10432262,永乐村(水渭路口)(公交站),交通设施服务;公交车站;公交车站相关,150700,[],,113.287248,23.477109,113.2818702,23.47967492,[],广东省,广州市,花都区
BV10471819,源和村(公交站),交通设施服务;公交车站;公交车站相关,150700,[],花83B路,113.279219,23.496141,113.2738506,23.49871542,[],广东省,广州市,花都区
BV11382870,狮民村总站(公交站),交通设施服务;公交车站;公交车站相关,150700,[],花17路C,113.315109,23.513555,113.3096792,23.51607453,[],广东省,广州市,花都区
BV10471816,源和村西(公交站),交通设施服务;公交车站;公交车站相关,150700,[],花83B路,113.273793,23.4951,113.2684307,23.49767972,[],广东省,广州市,花都区
BV11688568,南村(公交站),交通设施服务;公交车站;公交车站相关,150700,[],,113.282921,23.469253,113.2775498,23.47182481,[],广东省,广州市,花都区
BV11431440,阳升路口(公交站),交通设施服务;公交车站;公交车站相关,150700,[],,113.325988,23.471933,113.3205388,23.47443384,[],广东省,广州市,花都区
BV10022356,民安村(公交站),交通设施服务;公交车站;公交车站相关,150700,[],,113.278516,23.506536,113.2731477,23.50911082,[],广东省,广州市,花都区
BV10507264,东方村总站(公交站),交通设施服务;公交车站;公交车站相关,150700,[],花17路C;花4路,113.291797,23.461068,113.2864134,23.46362892,[],广东省,广州市,花都区
BV11442875,民安村站2(公交站),交通设施服务;公交车站;公交车站相关,150700,[],花17路A,113.278129,23.511033,113.2727609,23.51360812,[],广东省,广州市,花都区
BV11466556,民安村2(公交站),交通设施服务;公交车站;公交车站相关,150700,[],,113.278155,23.511076,113.2727869,23.51365109,[],广东省,广州市,花都区
BV10023798,珠湖村(公交站),交通设施服务;公交车站;公交车站相关,150700,[],花32路,113.330698,23.471305,113.3252391,23.47379689,[],广东省,广州市,花都区
BV11482313,帽峰山(公交站),交通设施服务;公交车站;公交车站相关,150700,[],758路,113.437756,23.306962,113.4322542,23.30942355,[],广东省,广州市,白云区
BV10020690,吉洞站(公交站),交通设施服务;公交车站;公交车站相关,150700,[],758路,113.432079,23.305569,113.4265675,23.30802268,[],广东省,广州市,白云区
BV11204171,帽峰山总站(高屋村)(公交站),交通设施服务;公交车站;公交车站相关,150700,[],758路,113.450312,23.303898,113.4448373,23.30638321,[],广东省,广州市,白云区
BV11620648,横槎(公交站),交通设施服务;公交车站;公交车站相关,150700,[],758路,113.424275,23.303164,113.4187527,23.30560927,[],广东省,广州市,白云区
BV11182890,陈洞枝峰街口(公交站),交通设施服务;公交车站;公交车站相关,150700,[],732路;827路,113.437444,23.329661,113.4319401,23.33211633,[],广东省,广州市,白云区
BV10388106,陈洞村总站(公交站),交通设施服务;公交车站;公交车站相关,150700,[],826路,113.45203,23.32766,113.4465579,23.33014272,[],广东省,广州市,白云区
BV10018912,陈洞村(公交站),交通设施服务;公交车站;公交车站相关,150700,[],(停运)502路沙田班车;726路;732路;827路,113.451684,23.327934,113.446211,23.33041593,[],广东省,广州市,白云区
BV11655608,良田一小(公交站),交通设施服务;公交车站;公交车站相关,150700,[],(停运)502路沙田班车;726路;732路;827路,113.45628,23.325139,113.4508189,23.32763165,[],广东省,广州市,白云区
BV11371742,坑边路(公交站),交通设施服务;公交车站;公交车站相关,150700,[],,113.449844,23.332257,113.4443663,23.33473407,[],广东省,广州市,白云区
BV11482320,飞鹅村(公交站),交通设施服务;公交车站;公交车站相关,150700,[],758路,113.417396,23.304987,113.4118664,23.30742604,[],广东省,广州市,白云区
BV11633007,高田村口(公交站),交通设施服务;公交车站;公交车站相关,150700,[],726路;732路;827路,113.465321,23.321098,113.4598855,23.32361336,[],广东省,广州市,白云区
BV11182887,光明大窿路口(公交站),交通设施服务;公交车站;公交车站相关,150700,[],732路;827路,113.425269,23.33253,113.4197459,23.33496884,[],广东省,广州市,白云区
BV11333208,茅岗工业区(公交站),交通设施服务;公交车站;公交车站相关,150700,[],726路;826路,113.448681,23.336737,113.4432002,23.33921067,[],广东省,广州市,白云区
BV11627159,华坑村(公交站),交通设施服务;公交车站;公交车站相关,150700,[],(停运)502路沙田班车;726路;732路;827路,113.471137,23.316424,113.4657195,23.3189557,[],广东省,广州市,白云区
BV10389053,光明村(公交站),交通设施服务;公交车站;公交车站相关,150700,[],(停运)502路沙田班车;732路;827路,113.416046,23.335064,113.4105132,23.33749461,[],广东省,广州市,白云区
BV11222152,黄葛坝站(公交站),交通设施服务;公交车站;公交车站相关,150700,[],,113.407122,23.303967,113.4015862,23.3064017,[],广东省,广州市,白云区
BV11114458,钟落潭茅岗村(公交站),交通设施服务;公交车站;公交车站相关,150700,[],726路;826路,113.448516,23.347044,113.4430341,23.349515,[],广东省,广州市,白云区
BV11656584,沙田村(公交站),交通设施服务;公交车站;公交车站相关,150700,[],726路;732路;827路,113.478785,23.316957,113.473392,23.31950966,[],广东省,广州市,白云区
BV11175008,光明冯坎头(公交站),交通设施服务;公交车站;公交车站相关,150700,[],732路;827路,113.409714,23.33642,113.404177,23.33884728,[],广东省,广州市,白云区
BV11655612,茅岗新岗路(公交站),交通设施服务;公交车站;公交车站相关,150700,[],826路,113.448503,23.348872,113.4430209,23.35134257,[],广东省,广州市,白云区
BV10019339,蒲鱼庄(公交站),交通设施服务;公交车站;公交车站相关,150700,[],,113.299777,23.310749,113.2943902,23.31332415,[],广东省,广州市,白云区
BV10019340,白米布(公交站),交通设施服务;公交车站;公交车站相关,150700,[],510路;701路;840路;夜123路;夜94路,113.301181,23.315903,113.2957914,23.31847455,[],广东省,广州市,白云区
BV10381847,横坑(公交站),交通设施服务;公交车站;公交车站相关,150700,[],828路,113.308708,23.315056,113.3033044,23.31761495,[],广东省,广州市,白云区
BV11498902,秀水(公交站),交通设施服务;公交车站;公交车站相关,150700,[],828路,113.302504,23.318711,113.2971118,23.32127966,[],广东省,广州市,白云区
BV10019341,秀水塘(公交站),交通设施服务;公交车站;公交车站相关,150700,[],,113.302289,23.31962,113.2968971,23.32218879,[],广东省,广州市,白云区
BV10381839,凤尾(公交站),交通设施服务;公交车站;公交车站相关,150700,[],828路,113.311185,23.313095,113.3057767,23.31565004,[],广东省,广州市,白云区
BV11552750,流溪半岛总站(公交站),交通设施服务;公交车站;公交车站相关,150700,[],750路,113.296024,23.319227,113.2906431,23.32180585,[],广东省,广州市,白云区
BV10018675,柏塘(公交站),交通设施服务;公交车站;公交车站相关,150700,[],510路;751路;840路;夜123路;夜94路,113.299865,23.303394,113.2944786,23.30597096,[],广东省,广州市,白云区
