"id","name","type","typeCode","bizType","address","gcj02_lng","gcj02_lat","wgs84_lng","wgs84_lat","tel","provinceName","cityName","adName"
"B0FFGLAVI3","停车场","交通设施服务;停车场;公共停车场","150904","[]","岗心路与西环路交叉口西南80米","113.346212","22.917592","113.34075999013623","22.920233686569663","[]","广东省","广州市","番禺区"
"B0H0VMW488","停车场","交通设施服务;停车场;公共停车场","150904","[]","银莲一街与谢石公路交叉口西南120米","113.271332","23.000369","113.26600549353073","23.0030954042591","[]","广东省","广州市","番禺区"
"B0HDJUW6E5","永银大厦停车场","交通设施服务;停车场;公共停车场","150904","[]","石陈路与华佗路交叉口西北100米","113.264857","23.004625","113.25953543105022","23.007353970330527","[]","广东省","广州市","番禺区"
"B0FFGFSIXW","石壁村P5停车场","交通设施服务;停车场;公共停车场","150904","[]","石洲中路附近","113.270908","22.996943","113.26558211170493","22.999671218391132","[]","广东省","广州市","番禺区"
"B0I6SUQUFZ","石三公园停车点","交通设施服务;停车场;公共停车场","150904","[]","华佗路与涌边大街交叉口北100米","113.263813","23.000405","113.25849240719742","23.003136363335905","[]","广东省","广州市","番禺区"
"B0IRZ545JJ","地面停车场","交通设施服务;停车场;公共停车场","150904","[]","石陈横路与石三华盛大街交叉口南80米","113.263322","23.002785","113.25800156043911","23.00551558875345","[]","广东省","广州市","番禺区"
"B0IRS7FIIN","地面停车场","交通设施服务;停车场;公共停车场","150904","[]","石陈横路与石三华盛大街交叉口西南40米","113.263121","23.003326","113.25780064942973","23.006056456353043","[]","广东省","广州市","番禺区"
"B0IUCSU3P4","地面停车场","交通设施服务;停车场;公共停车场","150904","[]","[]","113.270529","22.997362","113.26520342615798","23.00009033042905","[]","广东省","广州市","番禺区"
"B0H1RZ9R22","停车场","交通设施服务;停车场;公共停车场","150904","[]","石三华海路与石韦路交叉口西南20米","113.270186","22.996851","113.26486076569117","22.99957981211035","[]","广东省","广州市","番禺区"
"B0FFGCX522","停车场","交通设施服务;停车场;公共停车场","150904","[]","南境大街184号附近","113.270949","22.995436","113.26562317501339","22.998164837427186","[]","广东省","广州市","番禺区"
"B0FFIDNW2S","正保停车场","交通设施服务;停车场;公共停车场","150904","[]","石壁四村辉记百货旁边","113.270076","22.995100","113.2647509796752","22.997829651345345","[]","广东省","广州市","番禺区"
"B0FFLCLVFG","千盛停车场","交通设施服务;停车场;公共停车场","150904","[]","石韦路与南境大街交叉口南60米","113.270151","22.997507","113.26482575279441","23.000235555079712","13751819185","广东省","广州市","番禺区"
"B0H37SCCMT","智悦精品公寓停车场","交通设施服务;停车场;公共停车场","150904","[]","石三华海路与石韦路交叉口南140米","113.269916","22.995609","113.26459108602177","22.99833855115057","[]","广东省","广州市","番禺区"
"B0IRZ53IUH","广州市番禺华成工贸有限公司地面停车场","交通设施服务;停车场;公共停车场","150904","[]","石陈路与石陈横路交叉口东北20米","113.263980","23.005104","113.25865898517557","23.007833244183846","[]","广东省","广州市","番禺区"
"B0FFK7DZ87","广州南站东停车场","交通设施服务;停车场;公共停车场","150904","[]","石兴大道南臻尚苑西侧约80米","113.272785","22.995091","113.26745746291184","22.99781849373684","[]","广东省","广州市","番禺区"
"B0HG2HZ9HS","奥园越时代大厦停车场","交通设施服务;停车场;公共停车场","150904","[]","石洲中路138号(石壁地铁站C口步行380米)","113.275568","22.995586","113.2702375710793","22.998310798227152","[]","广东省","广州市","番禺区"
"B0FFL9RPC2","广州南站P12停车场","交通设施服务;停车场;公共停车场","150904","[]","石洲西路","113.271413","22.994281","113.2660868251341","22.997009970082495","[]","广东省","广州市","番禺区"
"B0HG2H0RAP","奥园越时代大厦地下停车场","交通设施服务;停车场;公共停车场","150904","[]","石洲中路与886乡道交叉口东260米","113.275672","22.995068","113.27034149361799","22.997792924218427","[]","广东省","广州市","番禺区"
"B0FFGLMSGR","停车场","交通设施服务;停车场;公共停车场","150904","[]","官坑工业三路与大榄地路交叉口东北120米","113.279052","23.010125","113.27371664283085","23.0128400468629","[]","广东省","广州市","番禺区"
"B0FFGLMPTM","停车场(石中三路)","交通设施服务;停车场;公共停车场","150904","[]","石中三路与官坑工业一路交叉口东40米","113.280110","23.008815","113.27477344857898","23.011529482471882","[]","广东省","广州市","番禺区"
"B0FFGLA9RV","友家隐居农庄停车场","交通设施服务;停车场;公共停车场","150904","[]","草怡路与草兴街交叉口西南100米","113.403589","22.917891","113.39807873837378","22.920474823922156","[]","广东省","广州市","番禺区"
"B0IDRHG888","L18号线陇枕停车场","交通设施服务;停车场;公共停车场","150904","[]","南堤东路886号","113.401382","22.917018","113.3958715240833","22.919602161236266","[]","广东省","广州市","番禺区"
"B0IAZZP1VZ","广州地铁十八号线陇枕停车场","交通设施服务;停车场;公共停车场","150904","[]","草河二街与草怡路交叉口西北60米","113.401385","22.917021","113.39587452408952","22.91960515987732","[]","广东省","广州市","番禺区"
"B0FFGLPB22","停车场(岭南电商招商中心北)","交通设施服务;停车场;公共停车场","150904","[]","东环路101、102、103号附近","113.397112","22.913800","113.39160188486264","22.9163860518507","[]","广东省","广州市","番禺区"
"B0HD9C2LJ0","捷径商务中心停车场","交通设施服务;停车场;公共停车场","150904","[]","番禺大道南与南沙大道出口交叉口西100米","113.397914","22.909629","113.39240407543201","22.91221661771094","[]","广东省","广州市","番禺区"
"B0FFGL25X1","恒旺起重停车场","交通设施服务;停车场;公共停车场","150904","[]","大口涌南东街与福梓街交叉口东140米","113.398241","22.905443","113.39273133115788","22.9080322880389","[]","广东省","广州市","番禺区"
"B0FFHULEDA","停车场","交通设施服务;停车场;公共停车场","150904","[]","番禺大道南入口与番禺大道南交叉口西北140米","113.395637","22.916831","113.39012693019143","22.919416163829634","[]","广东省","广州市","番禺区"
"B0IGBCPB55","地面停车场","交通设施服务;停车场;公共停车场","150904","[]","番禺大道南辅路与市南路交叉口西北40米","113.396339","22.915591","113.39082888196363","22.918176491057988","[]","广东省","广州市","番禺区"
"B0H2VCW3EV","明大体育足球俱乐部停车场","交通设施服务;停车场;公共停车场","150904","[]","草河南街与草韵路交叉口西200米","113.397899","22.907890","113.39238919530337","22.910478339690144","[]","广东省","广州市","番禺区"
"B0H0VZZ3EV","停车场","交通设施服务;停车场;公共停车场","150904","[]","番禺大道南辅路与草乐街交叉口东南180米","113.396114","22.918156","113.39060374725702","22.920740480939106","[]","广东省","广州市","番禺区"
"B0H0JUZL7P","乐祈停车场","交通设施服务;停车场;公共停车场","150904","[]","草乐街与番禺大道南辅路交叉口东北300米","113.397814","22.920716","113.39230333032543","22.923299025387266","[]","广东省","广州市","番禺区"
"B0H0FCMWGT","停车场","交通设施服务;停车场;公共停车场","150904","[]","番禺大道南辅路与草乐街交叉口东60米","113.395603","22.919299","113.39009276911732","22.921883144478105","[]","广东省","广州市","番禺区"
"B0FFGKV2TU","停车场","交通设施服务;停车场;公共停车场","150904","[]","大口涌北东街与番禺大道南辅路交叉口西南20米","113.393568","22.920666","113.3880581948764","22.923250241962606","020-34618827","广东省","广州市","番禺区"
"B0HK6S5FMF","东风本田汽车俊达特约销售服务店停车场","交通设施服务;停车场;公共停车场","150904","[]","番禺大道南入口与番禺大道南交叉口东北200米","113.397475","22.917629","113.3919645779797","22.920213380993555","[]","广东省","广州市","番禺区"
"B0H0TSOHSW","广州浩憬风行停车场","交通设施服务;停车场;公共停车场","150904","[]","草乐街与番禺大道南辅路交叉口东北40米","113.395356","22.919876","113.3898457824322","22.922459975414835","[]","广东省","广州市","番禺区"
"B0FFGL0JSH","停车场","交通设施服务;停车场;公共停车场","150904","[]","蚬涌中心路与南堤东路交叉口东南240米","113.391697","22.919432","113.38618792594357","22.922017524357734","[]","广东省","广州市","番禺区"
"B00141J4D8","东晟明珠地下停车场","交通设施服务;停车场;公共停车场","150904","[]","东兴路476号","113.388295","22.928193","113.38278691513487","22.930776616496463","[]","广东省","广州市","番禺区"
"B0FFGC413U","东湖洲花园停车场","交通设施服务;停车场;公共停车场","150904","[]","东湖洲花园","113.416938","22.925299","113.41143404502482","22.92788452121757","[]","广东省","广州市","番禺区"
"B0HKBMVU78","顺景12涌草河店停车场","交通设施服务;停车场;公共停车场","150904","[]","草嘉街与沙龙二街交叉口南120米","113.396000","22.922886","113.39048944624419","22.925468535147406","[]","广东省","广州市","番禺区"
"B0H0VS1IMR","一汽大众特许经销商停车场","交通设施服务;停车场;公共停车场","150904","[]","番禺大道南辅路与番禺大道北入口交叉口西南100米","113.394235","22.919382","113.38872509090889","22.921966539960653","[]","广东省","广州市","番禺区"
"B0IUAR1FN3","地面停车场","交通设施服务;停车场;公共停车场","150904","[]","东导大街与东骏路交叉口北440米","113.465016","22.903985","113.45960796488589","22.906659423791293","[]","广东省","广州市","南沙区"
"B0IRODY5XO","地面停车场","交通设施服务;停车场;公共停车场","150904","[]","东导大街与东骏路交叉口北280米","113.464368","22.902627","113.45895816523057","22.905300352484197","[]","广东省","广州市","南沙区"
"B0IUH7PFZV","地面停车场","交通设施服务;停车场;公共停车场","150904","[]","东骏路与东导大街交叉口东60米","113.464415","22.900197","113.45900546574592","22.90287146834021","[]","广东省","广州市","南沙区"
"B00141K5C7","广州地铁东涌停车场","交通设施服务;停车场;公共停车场","150904","[]","东涌地铁站C口步行70米","113.479106","22.884673","113.47374324046626","22.88739324543284","[]","广东省","广州市","南沙区"
"B0H3VD8GQX","海傍市场停车场","交通设施服务;停车场;公共停车场","150904","[]","海涌路海傍村段与056乡道交叉口南40米","113.467448","22.928893","113.46204549855663","22.931563271557682","[]","广东省","广州市","番禺区"
"B0FFGC41AO","停车场(南荣花园六街)","交通设施服务;停车场;公共停车场","150904","[]","南荣花园五街与南源路交叉口东60米","113.485939","22.938351","113.48059553214966","22.941068760099117","[]","广东省","广州市","番禺区"
"B0IRJUO4G8","地面停车场","交通设施服务;停车场;公共停车场","150904","[]","亚运南路与M90乡道交叉口西南360米","113.474663","22.936458","113.46928236053411","22.939144381049246","[]","广东省","广州市","番禺区"
"B0FFG6EPSA","东涌镇政府停车场","交通设施服务;停车场;公共停车场","150904","[]","吉祥南路与东兴三路交叉口南80米","113.455305","22.883674","113.44987146064393","22.8863335663177","[]","广东省","广州市","南沙区"
"B00141IHOH","停车场(深沙中桥)","交通设施服务;停车场;公共停车场","150904","[]","深沙上路附近","113.507485","22.945928","113.50221617599868","22.948707135468716","[]","广东省","广州市","番禺区"
"B0I29CJFT7","海傍水乡乐园南门停车场","交通设施服务;停车场;公共停车场","150904","[]","石碁镇海傍村1队、4队、7队、9队海傍水乡乐园","113.474148","22.937613","113.46876564179937","22.940297476510676","[]","广东省","广州市","番禺区"
"B0FFHMZEEA","锦绣新城北区停车场","交通设施服务;停车场;公共停车场","150904","[]","东涌镇民安路72号锦绣新城","113.453095","22.885958","113.44765566186751","22.888611799004707","[]","广东省","广州市","南沙区"
"B0FFGC41BU","停车场(裕丰新村一街)","交通设施服务;停车场;公共停车场","150904","[]","裕丰新村一街与裕丰东街交叉口西100米","113.493479","22.942558","113.48816126266958","22.945296388279463","[]","广东省","广州市","番禺区"
"B0G0RCDMBQ","亚运城广场室内停车场","交通设施服务;停车场;公共停车场","150904","[]","兴亚三路与康体路交叉口东160米","113.476399","22.941918","113.47102357040364","22.94460688136024","[]","广东省","广州市","番禺区"
"B0I62AFEVG","地面停车场","交通设施服务;停车场;公共停车场","150904","[]","亚运南路与兴亚五路交叉口西南100米","113.483614","22.940614","113.47826250304368","22.943324007893082","[]","广东省","广州市","番禺区"
"B0IU7RIMHU","地面停车场","交通设施服务;停车场;公共停车场","150904","[]","[]","113.506077","22.910572","113.50080559267286","22.91336176966599","[]","广东省","广州市","番禺区"
"B0HAFRX8BW","电力广场停车场","交通设施服务;停车场;公共停车场","150904","[]","市南路与励业路交叉口西北60米","113.465268","22.883933","113.45986205467129","22.886616231438722","[]","广东省","广州市","南沙区"
"B0FFHKG3Y8","中国工商银行广州南沙东涌支行停车场","交通设施服务;停车场;公共停车场","150904","[]","东涌镇市南路150-152号中国工商银行(东涌支行)","113.455008","22.888394","113.44957337253449","22.89105099899653","[]","广东省","广州市","南沙区"
"B0IAGA3R0R","东涌市场立体停车场","交通设施服务;停车场;公共停车场","150904","[]","祥和街与东兴一路交叉口南20米","113.458016","22.886436","113.45258944681177","22.889100617701803","[]","广东省","广州市","南沙区"
"B0IU37F691","地面停车场","交通设施服务;停车场;公共停车场","150904","[]","石化公路与明经东门涌路交叉口西南100米","113.467229","23.009886","113.46182037291008","23.012520990189852","[]","广东省","广州市","番禺区"
"B0IR755ZRR","地面停车场","交通设施服务;停车场;公共停车场","150904","[]","龙泽路与金轩三路交叉口东北480米","113.482946","23.010281","113.47758757478172","23.012959131188136","[]","广东省","广州市","番禺区"
"B0I2LAWJQE","生态地面停车场","交通设施服务;停车场;公共停车场","150904","[]","左里安定大街与石化公路交叉口西北120米","113.467553","23.011744","113.4621452199583","23.014379025172424","[]","广东省","广州市","番禺区"
"B0I1NU9EBZ","地面停车场","交通设施服务;停车场;公共停车场","150904","[]","龙泽路与龙昊大道交叉口东220米","113.481348","23.013059","113.47598403875831","23.015731318075943","[]","广东省","广州市","番禺区"
"B0IDXSNN2C","广东番禺艾利包装有限公司地面停车场","交通设施服务;停车场;公共停车场","150904","[]","石化公路与阳光三路交叉口东北40米","113.463645","22.998367","113.45822660375511","23.00099788345221","[]","广东省","广州市","番禺区"
"B0H3GH3N4J","水牛山公园停车点","交通设施服务;停车场;公共停车场","150904","[]","包公庙路与岗村街交叉口东200米","113.459624","23.006950","113.45419367714543","23.009567409707806","[]","广东省","广州市","番禺区"
"B0FFFZCYK2","官桥服务区停车场","交通设施服务;停车场;公共停车场","150904","[]","官桥服务区与G0425广澳高速交叉口西北460米","113.457477","22.988268","113.45204211229503","22.990888470967782","[]","广东省","广州市","番禺区"
"B0I1BSTK3Y","时代广汽动力电池有限公司地面停车场","交通设施服务;停车场;公共停车场","150904","[]","龙泽路与龙昊大道交叉口东260米","113.481759","23.013096","113.47639640778851","23.015769484705913","[]","广东省","广州市","番禺区"
"B0IRUC6V4D","地面停车场","交通设施服务;停车场;公共停车场","150904","[]","金轩三路西北侧","113.490373","23.009862","113.48503996480333","23.012562165800585","[]","广东省","广州市","番禺区"
"B0I12AA2PF","许氏大宗祠停车点","交通设施服务;停车场;公共停车场","150904","[]","化龙镇潭山村左里祠堂大街5号许氏大宗祠","113.456603","23.002954","113.45116479025242","23.00556612653711","[]","广东省","广州市","番禺区"
"B0HRV7TPGO","水牛山公园停车场","交通设施服务;停车场;公共停车场","150904","[]","包公庙路2号水牛山公园","113.459704","23.006978","113.45427389565826","23.009595587138964","[]","广东省","广州市","番禺区"
"B0FFGCHE4I","官桥服务区停车场","交通设施服务;停车场;公共停车场","150904","[]","官桥服务区与G0425广澳高速交叉口北460米","113.458674","22.988727","113.45324231179121","22.99135004948968","[]","广东省","广州市","番禺区"
"B0HA658Z7O","卡度尼大厦停车场","交通设施服务;停车场;公共停车场","150904","[]","化龙镇卡度尼大厦(石化公路东)","113.470225","23.018844","113.46482487599093","23.021482969435013","[]","广东省","广州市","番禺区"
"B0IDXSL7SY","地面停车场","交通设施服务;停车场;公共停车场","150904","[]","金盛一路与石化公路交叉口东南20米","113.455016","22.995832","113.44957412069819","22.99844363990903","[]","广东省","广州市","番禺区"
"B0IDFDIQ58","明峰科技创新园地面停车场","交通设施服务;停车场;公共停车场","150904","[]","腾达东路与腾达横路交叉口北180米","113.464283","22.986771","113.45886723682094","22.989408484739116","[]","广东省","广州市","番禺区"
"B0IDXR4ZKD","明峰科技创新园地面停车场","交通设施服务;停车场;公共停车场","150904","[]","腾达东路与腾达横路交叉口北180米","113.464277","22.986772","113.45886121930937","22.98940946928278","[]","广东省","广州市","番禺区"
"B0FFFW8AOS","沙地停车场","交通设施服务;停车场;公共停车场","150904","[]","石楼镇西门路18号莲花山旅游区","113.501499","22.988076","113.49620634505631","22.99081903973061","[]","广东省","广州市","番禺区"
"B0I1MMBEXE","小鹏汇天试制工厂停车场","交通设施服务;停车场;公共停车场","150904","[]","石化公路与永兴街交叉口北180米","113.468491","23.021720","113.46308537853865","23.02435315611796","[]","广东省","广州市","番禺区"
"B0IGUDX48B","大地农庄地面停车场","交通设施服务;停车场;公共停车场","150904","[]","M42乡道与295县道交叉口东南80米","113.456472","23.015787","113.45103257332322","23.018393281395262","[]","广东省","广州市","番禺区"
"B0IDFZEMU7","德道创客工场停车场","交通设施服务;停车场;公共停车场","150904","[]","南村镇兴业大道启捷三路8号","113.409582","23.003264","113.40406787033677","23.00581253195208","[]","广东省","广州市","番禺区"
"B0H1T7K6QN","南村镇工业园永东M区地下停车场","交通设施服务;停车场;公共停车场","150904","[]","启捷三路西北30米","113.408848","23.002680","113.40333357449887","23.00522855580236","[]","广东省","广州市","番禺区"
"B0IUZZ4V6U","德道创客工场停车场","交通设施服务;停车场;公共停车场","150904","[]","南村镇兴业大道启捷三路8号","113.410470","23.003241","113.40495631412806","23.00578985083825","[]","广东省","广州市","番禺区"
"B0I6XUE6CV","东兴工业区地面停车场","交通设施服务;停车场;公共停车场","150904","[]","南村东线路与南村东兴路交叉口北180米","113.399036","23.002755","113.39351964359979","23.00530276953286","[]","广东省","广州市","番禺区"
