name,type,typecode,address,pname,cityname,adname,gcj02_lon,gcj02_lat,wgs84_lon,wgs84_lat
芮禾家早教托育园,科教文化服务;培训机构;培训机构,141400,布岭路里享家T9栋306房,广东省,广州市,黄埔区,113.565361,23.196567,113.5602433,23.199381
芮禾家早教托育园(珠江嘉园店),科教文化服务;培训机构;培训机构,141400,来安四街86号,广东省,广州市,黄埔区,113.557653,23.198059,113.5525192,23.20086013
卓越教育托管中心,科教文化服务;培训机构;培训机构,141400,岗丰大道与中心村东路交叉口西340米,广东省,广州市,增城区,113.591782,23.153986,113.5867015,23.15683872
飞屋牧童托育园(南岗佳纷天地店),科教文化服务;学校;幼儿园,141204,佳纷天地二楼,广东省,广州市,黄埔区,113.548815,23.103404,113.5436661,23.10622504
圣约翰早教,科教文化服务;培训机构;培训机构,141400,永宁街道创盈路9号,广东省,广州市,增城区,113.595897,23.18872,113.5908166,23.19156028
启萌园儿童托育早教中心,科教文化服务;培训机构;培训机构,141400,新塘镇东方名都一期1521号,广东省,广州市,增城区,113.593377,23.123956,113.5882995,23.12682103
全优加(新塘广场分校),科教文化服务;培训机构;培训机构|公司企业;公司;公司,141400|170200,新塘镇解放北路113号新星未来教育城2楼,广东省,广州市,增城区,113.614798,23.11609,113.6097236,23.11895251
托普教育(增城校区),科教文化服务;培训机构;培训机构,141400,汽车城大道华兴市场广发银行2楼,广东省,广州市,增城区,113.601174,23.137916,113.5960989,23.1407756
优加教育托管中心,生活服务;生活服务场所;生活服务场所,70000,新塘白江小学(校前路东),广东省,广州市,增城区,113.597682,23.114034,113.5926073,23.1169035
朗朗托管教育中心,科教文化服务;培训机构;培训机构,141400,荷花路与桂花路交叉口西南40米,广东省,广州市,增城区,113.613842,23.11516,113.6087679,23.11802355
金鹰教育托管班,科教文化服务;培训机构;培训机构,141400,黄埔东路2879号34栋,广东省,广州市,黄埔区,113.523984,23.087827,113.5187622,23.09059324
育凡教育托管,科教文化服务;培训机构;培训机构,141400,青年路东盛楼228号602室,广东省,广州市,黄埔区,113.531078,23.064055,113.5258806,23.06685048
小雪人托育中心,科教文化服务;培训机构;培训机构,141400,进港大道与珠电路交叉口西南约80米,广东省,广州市,南沙区,113.552744,22.799035,113.5476249,22.80198919
蓝蝶国际托育园南沙悠方园,科教文化服务;培训机构;培训机构,141400,翠瑜街与柳园路交叉口西120米,广东省,广州市,南沙区,113.521848,22.798473,113.5166382,22.80135218
小鹿安迪托育早教中心,科教文化服务;培训机构;培训机构,141400,南沙街道听海街5街91011号,广东省,广州市,南沙区,113.58375,22.74182,113.5786894,22.74483335
十牛托育(金洲瞳心园),科教文化服务;培训机构;培训机构,141400,中大城创景街5号101(金洲地铁站A口步行240米),广东省,广州市,南沙区,113.537726,22.793361,113.5325667,22.79628402
飞屋牧童双语托育(南沙万达中心),科教文化服务;培训机构;培训机构,141400,南沙万达广场二楼,广东省,广州市,南沙区,113.532995,22.79437,113.5278213,22.79728078
自然树儿童之家(广州南沙金茂湾托育园),科教文化服务;培训机构;培训机构,141400,黄阁镇金茂湾T3栋140号,广东省,广州市,南沙区,113.518846,22.780641,113.5136273,22.78351773
菲格留学教育托管照相复印,科教文化服务;培训机构;培训机构,141400,南沙街富力华庭五街(富力唐宁B区北门145商铺),广东省,广州市,南沙区,113.590395,22.764794,113.5853389,22.7678034
悠悠家蒙特梭利托育中心,科教文化服务;培训机构;培训机构,141400,丰庭花园,广东省,广州市,南沙区,113.538896,22.789696,113.5337404,22.79262312
小星星早期托育中心,科教文化服务;培训机构;培训机构,141400,新垦镇红褔西一巷7号,广东省,广州市,南沙区,113.60117,22.641491,113.5961271,22.64453337
贝安斯国际托育早教中心,科教文化服务;培训机构;培训机构,141400,钟升路48号钟兴商业广场F2,广东省,广州市,白云区,113.402181,23.379611,113.3966388,23.382028
care for kidz卡尔国际托育园,科教文化服务;培训机构;培训机构,141400,悦景路48号,广东省,广州市,天河区,113.430562,23.142043,113.4250594,23.14454997
纽诺托育·早教,科教文化服务;培训机构;培训机构,141400,开创大道与科翔路交叉口南180米,广东省,广州市,黄埔区,113.452942,23.178422,113.4474824,23.18095353
蒂芭卜蒙氏早教托育中心,科教文化服务;培训机构;培训机构,141400,香雪二路与汇星路交叉口西北60米,广东省,广州市,黄埔区,113.47784,23.175525,113.4724535,23.17812028
广州澳学童心圆托育中心,科教文化服务;培训机构;培训机构,141400,开创大道3330号,广东省,广州市,黄埔区,113.447168,23.186243,113.441694,23.1887598
蒂芭卜托育中心(东荟城店),科教文化服务;培训机构;培训机构,141400,瑞和路万科东荟城北门二街76号,广东省,广州市,黄埔区,113.500368,23.161979,113.4950597,23.16464593
贝贝伴国际早教·托育中心,科教文化服务;培训机构;培训机构,141400,保利中誉广场副座3楼(大沙东地铁站A口步行320米),广东省,广州市,黄埔区,113.458061,23.107553,113.4526196,23.11012394
金鹰宝贝国际托育中心,科教文化服务;培训机构;培训机构,141400,石化路219号文冲同创汇二楼,广东省,广州市,黄埔区,113.469565,23.106958,113.4641569,23.1095578
大沙东托育园,科教文化服务;学校;幼儿园,141204,石化小区东南门西80米,广东省,广州市,黄埔区,113.458547,23.107866,113.4531069,23.11043795
狮子王贝贝国际托育(户外花园旗舰店),科教文化服务;培训机构;培训机构,141400,萝岗科学城开创大道锐丰广场9栋3层全层,广东省,广州市,黄埔区,113.502254,23.17285,113.4969516,23.17551847
智慧城托育中心,科教文化服务;培训机构;培训机构,141400,凌塘环村路与凌塘村上街东交叉口西北40米,广东省,广州市,天河区,113.401048,23.17024,113.3955202,23.17271808
飞屋牧童托育园(萝岗锐丰店),科教文化服务;培训机构;培训机构,141400,荔红路锐丰中心7栋一楼,广东省,广州市,黄埔区,113.501352,23.173292,113.4960464,23.17595758
尚勤学托育中心,科教文化服务;培训机构;培训机构,141400,-高唐软件园高唐路凌塘村新街16-3号,广东省,广州市,天河区,113.401179,23.170182,113.3956512,23.1726601
金太阳托育中心,科教文化服务;科教文化场所;科教文化场所,140000,新岑五路云峰商务酒店,广东省,广州市,天河区,113.40109,23.170265,113.3955622,23.17274307
爱乐祺·国际托育早教中心(黄埔分中心),科教文化服务;培训机构;培训机构,141400,澳葡街115号201-205,广东省,广州市,黄埔区,113.458917,23.100297,113.4534784,23.10287294
艾肯迪托育中心,科教文化服务;培训机构;培训机构,141400,水西路萝岗和苑H11栋一楼,广东省,广州市,黄埔区,113.479334,23.188212,113.4739515,23.19080679
飞屋牧童托育园(中海康城店),科教文化服务;培训机构;培训机构,141400,中海康城风信街5号,广东省,广州市,天河区,113.403951,23.131945,113.3984262,23.13443809
子优教育课后托育中心,科教文化服务;培训机构;培训机构,141400,宦溪北路与桃园西路交叉口东80米,广东省,广州市,天河区,113.409356,23.117025,113.403834,23.11952519
提分王AI科技教育中心(优托邦·奥体超级Mall店),科教文化服务;科教文化场所;科教文化场所,140000,奥体南路12号优托邦·奥体超级MallF2,广东省,广州市,天河区,113.416726,23.131025,113.4112078,23.13352308
柚米国际教育中心(优托邦奥体旗舰店),科教文化服务;培训机构;培训机构,141400,奥体南路12号3期优托邦购物中心F2,广东省,广州市,天河区,113.415048,23.130247,113.4095285,23.13274437
全国青少年科普创新教育基地(优托邦奥体旗舰店),科教文化服务;培训机构;培训机构,141400,奥体南路12号优托邦F2,广东省,广州市,天河区,113.413896,23.13039,113.4083757,23.13288668
黄岗教育托管辅导中心,科教文化服务;培训机构;培训机构,141400,育英路31号,广东省,广州市,天河区,113.411,23.126899,113.4054781,23.12939576
可乐托管教育,科教文化服务;培训机构;培训机构,141400,怡园小区西街20栋,广东省,广州市,黄埔区,113.450577,23.102233,113.4451168,23.10478971
飞卓托管教育,科教文化服务;培训机构;培训机构,141400,怡园西街16号101室,广东省,广州市,黄埔区,113.450133,23.102092,113.4446717,23.10464786
怪兽充电(英卓思国际教育中心优托邦奥体店),生活服务;共享设备;充电宝,72101,奥体南路小Q儿童城2楼(必胜客楼上),广东省,广州市,天河区,113.414801,23.130188,113.4092813,23.13268525
广东奥林匹克会爱奇体育俱乐部(优托邦奥体店),体育休闲服务;运动场馆;运动场所,80100,奥体南路12号(优托邦购物中心迪卡侬对面),广东省,广州市,天河区,113.410496,23.134512,113.4049733,23.13700551
来电(米娜凯威国际礼仪艺术教育奥体优托邦校区),生活服务;共享设备;充电宝,72101,奥体南路12号优托邦当季2层D220,广东省,广州市,天河区,113.417388,23.131313,113.4118703,23.13381141
秋石托育,科教文化服务;培训机构;培训机构,141400,莲港大道与建设路交叉口东北20米,广东省,广州市,番禺区,113.489107,22.969007,113.4837723,22.97172103
托育辅导中心,科教文化服务;培训机构;培训机构,141400,富怡小区3区东门旁,广东省,广州市,番禺区,113.439761,22.958965,113.4342869,22.96156283
熊猫宝贝早教托育中心,科教文化服务;培训机构;培训机构,141400,石楼镇莲港大道22号一街701栋,广东省,广州市,番禺区,113.486949,22.967528,113.481607,22.97023628
鲸喜哆哆婴幼儿托育中心,科教文化服务;培训机构;培训机构,141400,石楼镇沙浦东路66号,广东省,广州市,番禺区,113.490018,22.970682,113.4846864,22.97339802
阳光教育托管中心,科教文化服务;培训机构;培训机构,141400,水门路25号三楼化龙镇水门路25号,广东省,广州市,番禺区,113.45577,23.037426,113.4503273,23.04002136
蓓蕾托育园,科教文化服务;学校;幼儿园,141204,建设路与西门中路交叉口西40米,广东省,广州市,番禺区,113.501874,22.974268,113.4965836,22.97701812
英莱恩国际早教托育,科教文化服务;科教文化场所;科教文化场所,140000,石楼镇乐羊羊路55号天峯F2商铺5梯104-106号,广东省,广州市,番禺区,113.494104,22.947802,113.4887881,22.95054004
精英教育托管服务中心,科教文化服务;培训机构;培训机构,141400,市莲路与岗中路交叉口西北160米,广东省,广州市,番禺区,113.480951,22.966821,113.4755888,22.96951213
育德堂托管,科教文化服务;培训机构;培训机构,141400,市莲路与南荔东路交叉口西60米,广东省,广州市,番禺区,113.468841,22.96195,113.4634405,22.96460986
卓盛教育托管中心招生,科教文化服务;科教文化场所;科教文化场所,140000,沙浦东路与沙浦东路五街交叉口西南20米,广东省,广州市,番禺区,113.49008,22.97056,113.4847486,22.97327626
贝贝亲教育托管辅导社,科教文化服务;培训机构;培训机构,141400,石楼镇建设路秀明街5号,广东省,广州市,番禺区,113.48874,22.969688,113.483404,22.97240065
儒雅教育托管中心,科教文化服务;培训机构;培训机构,141400,石基镇富怡路17号,广东省,广州市,番禺区,113.439157,22.958079,113.4336818,22.96067622
向日葵宝贝托育园(东涌校区),科教文化服务;培训机构;培训机构,141400,东涌镇民康路9号2楼,广东省,广州市,南沙区,113.456992,22.886028,113.4515627,22.88869043
童心教育早教·托育,科教文化服务;培训机构;培训机构,141400,大龙街道傍雁路东湖洲花园3区1号楼首层,广东省,广州市,番禺区,113.417092,22.932963,113.4115877,22.9355454
广州市朵加婴幼儿托育有限公司,科教文化服务;培训机构;培训机构,141400,大岗镇兴业路23号5栋308铺,广东省,广州市,南沙区,113.40672,22.804162,113.4012183,22.80679047
小青苗灵性教育(广州旗舰园),科教文化服务;培训机构;培训机构,141400,黄阁万科南方公园S510,广东省,广州市,南沙区,113.500402,22.806887,113.4951175,22.80969992
全优加(金海岸分校),科教文化服务;培训机构;培训机构,141400,大龙街金海岸兴泰东路傍江西村1号,广东省,广州市,番禺区,113.406495,22.932866,113.4009844,22.93544391
太和早教佳杰儿0-3岁婴幼儿托育,科教文化服务;培训机构;培训机构,141400,大源街米龙村建业路52号湖景苑2层,广东省,广州市,白云区,113.362997,23.291163,113.3574907,23.29363118
育英托管中心,科教文化服务;培训机构;培训机构,141400,太和镇石湖村前路25号育英托管,广东省,广州市,白云区,113.345979,23.285973,113.3405023,23.28847036
新摇幼托教育中心,科教文化服务;培训机构;培训机构,141400,太和镇谢家庄荫兰西六街1号,广东省,广州市,白云区,113.358696,23.303383,113.3531956,23.30585424
亲呀呀精致智慧托育(岭南新世界园),科教文化服务;培训机构;培训机构,141400,集福街37号岭南新世界2D18栋201房,广东省,广州市,白云区,113.291853,23.234069,113.2864847,23.23667903
昂谷资优蒙氏国际托育早教,科教文化服务;培训机构;培训机构,141400,岭南新世界74号205房,广东省,广州市,白云区,113.294834,23.23432,113.2894609,23.2369256
稚德托育中心,科教文化服务;科教文化场所;科教文化场所,140000,良城北路28号101铺(良田卫生院对面),广东省,广州市,白云区,113.377033,23.356028,113.3715044,23.35846286
环球教育雅思托福培训中心(白云封闭学院),科教文化服务;培训机构;培训机构,141400,大源北路康和山庄康和路10号,广东省,广州市,白云区,113.357764,23.256897,113.3522683,23.25938323
全优加早教(华发四季店),科教文化服务;培训机构;培训机构,141400,观云街1号103,广东省,广州市,白云区,113.29731,23.229972,113.291933,23.23257528
春田花花托管教育辅导中心,购物服务;花鸟鱼虫市场;花卉市场|科教文化服务;培训机构;培训机构,060501|141400,良田良狮路35号(良田二小新校区西侧200米十字路口陆安百货2层),广东省,广州市,白云区,113.394107,23.346792,113.3885678,23.3492171
全优加早教·托育(天河富力院士庭校),科教文化服务;培训机构;培训机构,141400,东莞庄路38号富力院士庭三楼,广东省,广州市,天河区,113.335975,23.151296,113.3305272,23.15385798
托育早教,科教文化服务;培训机构;培训机构,141400,天河北路与天景街交叉口西南60米,广东省,广州市,天河区,113.337985,23.141121,113.3325339,23.14368321
Cub land卡比园(天河北中心),科教文化服务;培训机构;培训机构,141400,龙口西路与天河北路交叉口北40米,广东省,广州市,天河区,113.335964,23.142006,113.3305169,23.14457165
稚慧宝贝国际托育早教中心,科教文化服务;培训机构;培训机构,141400,沾益直街168号,广东省,广州市,天河区,113.3301,23.147962,113.3246644,23.15053644
礼德园国际托育中心,科教文化服务;培训机构;培训机构,141400,天河区林和东路218号三层,广东省,广州市,天河区,113.328608,23.146583,113.3231756,23.14916083
抱抱熊托育中心,科教文化服务;培训机构;培训机构,141400,龙口西路198号,广东省,广州市,天河区,113.336907,23.137576,113.3314583,23.14014164
迪凯沃全英文托育园,科教文化服务;培训机构;培训机构,141400,天寿路辅路与天润路交叉口西南40米,广东省,广州市,天河区,113.332227,23.142919,113.3267874,23.14549137
全优加早教(五山校区),科教文化服务;培训机构;培训机构,141400,茶山路251-261号五山新天地二层205-209,广东省,广州市,天河区,113.354696,23.15094,113.3492127,23.15346877
全优加精品早教托育(华景新城校区),科教文化服务;培训机构;培训机构,141400,华景北路187、189号二层201铺自编03商铺,广东省,广州市,天河区,113.360728,23.141754,113.3552354,23.14427693
南湖光孕未来国际托育中心,科教文化服务;培训机构;培训机构,141400,天河北路235号(林和西地铁站D口步行120米),广东省,广州市,天河区,113.325115,23.141996,113.3196901,23.14458231
比特家托育中心(远洋店),科教文化服务;培训机构;培训机构,141400,远洋天骄b2栋209,广东省,广州市,天河区,113.336275,23.17417,113.3308251,23.17672263
威斯康国际托育中心,科教文化服务;培训机构;培训机构,141400,陶育路82号暨南商务中心首层,广东省,广州市,天河区,113.344763,23.129313,113.3392994,23.13186746
汇景新城国际幼儿园(托育馆),科教文化服务;学校;幼儿园,141204,五山街道汇景南路64号潮皇食府3楼,广东省,广州市,天河区,113.367888,23.147248,113.3623846,23.14975873
智托帮国际高质量托育中心(珠江俊园校区),科教文化服务;培训机构;培训机构,141400,枫叶路3号101-02铺,广东省,广州市,天河区,113.366712,23.136733,113.3612109,23.13924944
方圆培乐思托育中心,科教文化服务;培训机构;培训机构,141400,体育西路46号办公楼1-4层,广东省,广州市,天河区,113.321994,23.1295,113.3165764,23.13209723
星宝童会托育早教园,科教文化服务;培训机构;培训机构,141400,水荫路118号,广东省,广州市,天河区,113.310943,23.144906,113.3055466,23.14751756
布鲁姆国际早教托育中心,科教文化服务;培训机构;培训机构,141400,黄埔大道中148号海景中心首层,广东省,广州市,天河区,113.355002,23.124298,113.34952,23.12683687
小马快跑(天河环贸天地早教中心),科教文化服务;培训机构;培训机构,141400,天河北路239号环贸中心商场3层306商铺,广东省,广州市,天河区,113.326079,23.141808,113.3206521,23.14439254
比泡乐儿国际托育(珠江新城园区),科教文化服务;培训机构;培训机构,141400,平苑街202号2层(潭村地铁站B口步行160米),广东省,广州市,天河区,113.345716,23.115742,113.3402515,23.11830025
童希社托育TOPC,科教文化服务;培训机构;培训机构,141400,云鹤南街七巷1号1层(动物园地铁站B口步行290米),广东省,广州市,越秀区,113.306491,23.13593,113.3011038,23.13855298
几米稚家家庭共享托育,科教文化服务;培训机构;培训机构,141400,岑村华南御景园A17栋1层,广东省,广州市,天河区,113.379504,23.169993,113.3739858,23.17248195
优贝乐国际儿童早教中心(华景校区),科教文化服务;培训机构;培训机构,141400,华景新城景邮路8号115房,广东省,广州市,天河区,113.3638,23.138728,113.358303,23.14124766
糖弥儿国际托育中心,科教文化服务;培训机构;培训机构,141400,东风东路860号锦城教育城2层204室,广东省,广州市,越秀区,113.311223,23.131135,113.305827,23.13375154
Peter托育中心,科教文化服务;培训机构;培训机构,141400,华逸锦轩大厦西北门旁,广东省,广州市,越秀区,113.309497,23.124256,113.3041048,23.1268784
希蒙国际托育中心(金东环中心),科教文化服务;培训机构;培训机构,141400,环市东路476号金东环大厦二楼,广东省,广州市,越秀区,113.305439,23.133819,113.3000539,23.13644463
广州熹乐婴托育中心,科教文化服务;培训机构;培训机构,141400,寺右新马路南二街三巷8号101房,广东省,广州市,越秀区,113.311952,23.117785,113.3065554,23.12040563
全优加(隽悦园校),科教文化服务;培训机构;培训机构,141400,天府路161号隽园商务中心,广东省,广州市,天河区,113.361874,23.131134,113.3563804,23.13365947
