标题,行政区,地标,具体位置,地址,建筑面积,万/月,元每平方米每天,等级,百度地图经度,百度地图纬度,GCJ02经度,GCJ02纬度
铺面出租 广州市天河区 花城大道16号 102商铺 旺铺出租,天河,沙河,临街门面,木哈汉堡,122.0,3.4,9.29,"""餐饮""",113.32327075881244,23.124679485668609,113.32979633633485,23.130457967161644
出租天河龙洞地铁站旁临街商铺及写字楼办公室111-900㎡,天河,龙洞,临街门面,广汕一路,111.0,1.28,3.84,"""道路""",113.38990283948469,23.197602199663675,113.39636081001783,23.20389962135024
天河棠东地铁站D出口0距离，人流旺多处棠东，独栋旺铺，可外摆,天河,棠下,商业街店铺,广东省广州市天河区泰安北路38号,1300.0,14.98,3.84,"""门址""",113.39535232002862,23.13715064686959,113.40176671456007,23.143477088013968
骏景食街旺铺转让   新疆伊秀特色餐厅转让，去年刚装修好,天河,棠下,商业街店铺,新疆伊秀清真餐厅(棠下店),360.0,3.98,3.69,"""餐饮""",113.35802242609886,23.144288128778176,113.36454880854376,23.150085628899736
龙口西商业街旺铺转让，豪华装修，配套证照齐全,天河,龙口西,商业街店铺,太平洋保险大厦-正门,80.0,5.5,22.92,"""商务大厦""",113.34099261973796,23.14763209191797,113.34755014716377,23.15329011376591
低价转让宠物店临街旺铺,天河,员村,临街门面,员村,85.0,8500.0,3.33,"""乡镇""",113.36436616977768,23.121018947625467,113.37086886597018,23.126916510337929
?铺处在天河体育西和珠江新城商圈，监街?铺，周边写字楼多，也可做餐饮,天河,体育西路,商业街店铺,洪景图文,180.0,2.5,4.63,"""生活服务""",113.32700456566343,23.13388651157677,113.33353931946212,23.139618327942484
转让（有稳定客源，租金便宜，东圃美容院转让）,天河,东圃,临街门面?1层,东圃商业大厦-C座,70.0,2700.0,1.29,"""商圈""",113.41569687372022,23.12432511045114,113.42213090347188,23.13055294399933
网红风装修宠物店转让，也可做美容美甲等,天河,东圃,商业街店铺?1层,四季里商业街,70.0,1.0,4.76,"""城市""",113.27143134445974,23.135336306695007,113.27784997152557,23.141638642942163
天河黄村主街道进村出入口 适合杀猪粉螺蛳粉重庆小面麻辣烫水饺,天河,黄村,商业街店铺?1层,粤安工业园(商业),50.0,1.6,10.67,"""工业园区""",113.4155133499046,23.131641499558236,113.42194609231484,23.137871555141403
天河区 中山大道西创意园底商面积40至800平任选旁边肯德基,天河,棠下,写字楼配套?1层,大舜商务中心(商业),90.0,4.32,16.0,"""商务大厦""",113.38804765894609,23.132132529082829,113.39447193982191,23.13840425265813
天河北雄馨广场A栋202单元513平方 128元一平 精装修,天河,龙口西,写字楼配套?2层,雄馨广场-广州市天河区,513.0,6.57,4.27,"""区县""",113.36850942427998,23.13035783510465,113.37499524166586,23.13632732049535
东圃一横路超大展示面15米适合各种快餐粉面餐饮等,天河,东圃,商业街店铺?1层,天河东泷创意社区(商业),90.0,2.5,9.26,"""商务大厦""",113.40780885303973,23.12853966308132,113.41422564706285,23.134847857037973
天河岑村大房东招租健身茶楼火锅公寓培训教育等业态二楼现成厨房,天河,岑村,临街门面?3层,华南御景园商铺,1050.0,5.25,1.67,"""地产小区""",113.3852419813477,23.177160011581333,113.39170752674072,23.183406699829509
珠江新城高端CBD花城汇美食广场商铺物业招租人流不断高端消费,天河,珠江新城中,临街门面?1层,花城汇,30.0,1.2,13.33,"""购物""",113.33117112495049,23.12563341523678,113.33771413328637,23.131325213334866
林和东路沿街商铺转租 适合烧腊粉面小吃简餐斩料咖啡等,天河,天河北,写字楼配套?1层,林和东路商铺,60.0,1.7,9.44,"""道路""",113.33484165242155,23.15111088043083,113.3413997927745,23.156781405627954
天河区9000方招养老院 展厅 酒店 餐饮 会所,天河,龙洞,商业街店铺?1-3层,龙洞牌坊,9000.0,67.5,2.5,"""村庄""",113.37427304226064,23.199912028639063,113.38077461369436,23.205990974557854
岗顶 石牌东路商业街适合粉面快餐小炒奶茶木桶饭快餐等,天河,石牌,商业街店铺?1层,石牌东路商铺,50.0,1.7,11.33,"""道路""",113.34967267638638,23.136285270020886,113.35621482741692,23.141984123113717
珠江新城 西区 四面采光 商铺出租,天河,珠江新城西,商业街店铺?1层,合景国际金融广场,1400.0,756.0,180.0,"""商务大厦""",113.3283288476458,23.122244372901663,113.334867657229,23.127962246272653
珠江新城中区 带外摆位招餐饮 汽车4S 银行等,天河,珠江新城中,临街门面?1层,保利威座大厦(商业),700.0,21.0,10.0,"""商务大厦""",113.33363774337745,23.12734869413511,113.34018390300963,23.133023424539937
珠江新城 餐饮旺铺 实用率高 招餐饮美容,天河,珠江新城中,商业街店铺?1-3层,领峰园(商业),60.0,4.5,25.0,"""NoClass""",113.33535058993229,23.127813415952067,113.34189845917892,23.13347946260647
珠江新城花城汇写字楼门面 一手业主出租 免进场费 人均消费高,天河,珠江新城中,临街门面?1层,富力盈凯大厦(商业),50.0,1.3,8.67,"""商务大厦""",113.32840241886705,23.13186200610436,113.33493990475106,23.137578822155203
天河北路一线临街旺铺，写字楼高端小区集中，医美口腔美容,天河,龙口西,商业街店铺?1层,天河北,193.0,7.8,13.47,"""商圈""",113.33788924369368,23.145899974074678,113.34444506917102,23.151559341503409
体育西临街旺铺人流量大客源稳定地理位置优越宜百业进驻,天河,体育西路,社区底商?1层,体育西路商铺,85.0,2.7,10.59,"""道路""",113.20568472352839,23.486919609677448,113.21221697157691,23.492667000471657
棠下10万人城中村出入口沿街旺铺 适合奶茶早餐 小吃便利店等,天河,棠东,临街门面?1层,棠下丰乐牌坊社区棠东丰乐路商铺,45.0,8000.0,5.93,"""地产小区""",113.39324750038888,23.134841301066805,113.39966341830778,23.14115656884219
天河区珠江新城西区金穗路街铺宜餐饮咖啡便利店烘焙店,天河,珠江新城西,社区底商?1层,保利108公馆商铺,76.0,5.2,22.81,"""地产小区""",113.32403413883455,23.121666809144086,113.33056288458484,23.12743524853053
天河北1200方招餐饮 医美 眼科口腔 会所 潮菜 日料,天河,林和,商业街店铺?1层,中国市长大厦(商业),1200.0,11.0,3.06,"""宾馆""",113.32921691247266,23.147773152604257,113.3357638725739,23.15348353946254
便利店转让，转角位，位置优越，上班必经之路,天河,棠东,商业街店铺?1层,丰乐荟生活超市(棠东丰乐路店),20.0,6800.0,11.33,"""地产小区""",113.39324750038888,23.134841301066805,113.39966341830778,23.14115656884219
直租可以办证！外卖厨房档口！天河车陂科韵路棠下美团餐饮商铺,天河,棠东,商业街店铺?1层,棠下丰乐牌坊社区棠东丰乐路商铺,25.0,4000.0,5.33,"""地产小区""",113.39324750038888,23.134841301066805,113.39966341830778,23.14115656884219
天河洗村美容美甲店转让！周边商圈成熟 多学校住宅 人流大,天河,猎德,商业街店铺?1层,兴盛路,40.0,2.7,22.5,"""道路""",113.29045979074911,23.349001744393399,113.29689109406583,23.355290072402956
珠江新城首层商业旺铺 欢迎来电了解,天河,黄埔大道西,商业街店铺?1层,太阳新天地,300.0,21.0,23.33,"""购物""",113.3507379768903,23.12939885902669,113.35727709685773,23.13510715652047
石牌桥天河南二路 可明火餐饮街铺 300平 租金12万含税,天河,体育中心,商业街店铺?1层,天河花园大厦(商业),300.0,13.0,14.44,"""地产小区""",113.33881620514912,23.137083517223986,113.34536721916375,23.142740425371227
东圃大马路沿街旺铺  适合品牌餐饮 消费力强,天河,东圃,临街门面?1层,东圃大马路商铺,90.0,2.8,10.37,"""道路""",113.30606317779119,23.33781002161884,113.31255108903767,23.343880056024419
天河区华景新城纯一楼物业整体打包招商，产权清晰物业方正！！！,天河,汇景新城,商业街店铺?1层,华景新城(天河)华景北路商铺,2200.0,24.2,3.67,"""地产小区""",113.36852703106797,23.146154019441917,113.37501938691975,23.152125161911383
广州市成熟商圈肉菜市场招租,天河,东圃,商业街店铺?1层,东圃农贸综合市场,2000.0,1800.0,0.03,"""NoClass""",113.40630059808896,23.123596415645769,113.41271646213186,23.129914514906518
石牌东路 头段茶饮小食旺铺出租！,天河,石牌,商业街店铺?1层,石牌东路-道路-广州市天河区,20.0,2.2,36.67,"""区县""",113.36850942427998,23.13035783510465,113.37499524166586,23.13632732049535
天河珠村市场入口处旺铺转让！此地段人流无忧,天河,珠村,临街门面?1层,珠村农贸市场-广州市天河区,140.0,3.5,8.33,"""NoClass""",113.43012069579753,23.123880748348215,113.4366025345705,23.129874806201099
珠江新城高档小区临街商铺 400方使用 复式 可停车,天河,珠江新城东,社区底商?1-4层,珠光新城御景潭村路商铺,216.06,9.5,14.66,"""地产小区""",113.35330641200359,23.121829002529169,113.35984178136086,23.127564556592735
东圃一横路超大展示面15米适合各种快餐粉面餐饮等,天河,东圃,商业街店铺?1层,天河东泷创意社区(商业),90.0,2.5,9.26,"""商务大厦""",113.40780885303973,23.12853966308132,113.41422564706285,23.134847857037973
天河区 棠东BRT站！村口位置 适合奶茶烘焙汤粉面小吃麻辣烫,天河,棠下,商业街店铺?1层,骏唐广场,50.0,1.6,10.67,"""购物""",113.38994874289623,23.132255743143465,113.39636927666438,23.13854591124561
写字楼配套美食广场，500个公共区域座位。白领消费人群。,天河,珠江新城中,档口摊位?1层,花城汇购物中心-广州市天河区,30.0,1.5,16.67,"""购物""",113.33117112495049,23.12563341523678,113.33771413328637,23.131325213334866
天河核心商圈。石牌东路。临街商铺。适合各类品牌奶茶，小吃等。,天河,石牌,临街门面?1层,石牌东路-道路-广州市天河区,30.0,1.8,20.0,"""区县""",113.36850942427998,23.13035783510465,113.37499524166586,23.13632732049535
石牌东路 头段茶饮小食旺铺出租！,天河,石牌,商业街店铺?1层,石牌东路-道路-广州市天河区,20.0,2.2,36.67,"""区县""",113.36850942427998,23.13035783510465,113.37499524166586,23.13632732049535
天河珠村市场入口处旺铺转让！此地段人流无忧,天河,珠村,临街门面?1层,珠村农贸市场-广州市天河区,140.0,3.5,8.33,"""NoClass""",113.43012069579753,23.123880748348215,113.4366025345705,23.129874806201099
珠江新城高档小区临街商铺 400方使用 复式 可停车,天河,珠江新城东,社区底商?1-4层,珠光新城御景潭村路商铺,216.06,9.5,14.66,"""地产小区""",113.35330641200359,23.121829002529169,113.35984178136086,23.127564556592735
天河岑村大房东招租健身茶楼火锅公寓培训教育等业态二楼现成厨房,天河,岑村,临街门面?3层,华南御景园商铺,1050.0,5.25,1.67,"""地产小区""",113.3852419813477,23.177160011581333,113.39170752674072,23.183406699829509
珠江新城高端CBD花城汇美食广场商铺物业招租人流不断高端消费,天河,珠江新城中,临街门面?1层,花城汇,30.0,1.2,13.33,"""购物""",113.33117112495049,23.12563341523678,113.33771413328637,23.131325213334866
捡漏了 珠村(喜姐炸串)店低价转让  急转，急转，不要转让费,天河,珠村,临街门面?1层,有家靓货(广州珠村南门社新街三巷8号店)-广州市天河区,25.0,1.39,18.53,"""NoClass""",113.4297008278023,23.12456665070796,113.43618093191299,23.130568146475456
岗顶石牌村10万人社区外沿街商铺招租 先到先得,天河,龙怡路,临街门面?1层,石牌东路商铺,70.0,1.7,8.1,"""道路""",113.34967267638638,23.136285270020886,113.35621482741692,23.141984123113717
智慧城C口餐饮店铺租金不贵上下两层周围都是店D,天河,小新塘,商业街店铺?1-2层,荷利越南餐室-广州市天河区,113.0,2.06,6.08,"""餐饮""",113.40934702156395,23.17119287556304,113.41579650543364,23.177495378819207
招租石牌东路一楼临街商铺，靠近地铁口医院商业步行街小区,天河,石牌,商业街店铺?1层,石牌东路-道路-广州市天河区,70.0,1.5,7.14,"""区县""",113.36850942427998,23.13035783510465,113.37499524166586,23.13632732049535
东圃大马路靓铺出租，位置好发展空间大消费能力强,天河,东圃,购物百货中心?2层,东圃购物中心,80.0,1.1,4.6,"""购物""",113.409189368947,23.1269200457251,113.41560852277672,23.13321769981077
天河东站CBD 宜百业旺铺出租 可餐饮,天河,林和,商业街店铺?3层,广州东站广场(商业),3400.0,57.8,5.67,"""休闲娱乐""",113.33130843719086,23.150097724687297,113.33786110781884,23.155790351086659
证件齐全快至三天开业！业主直租可明火大丰窝天河棠下外卖厨房,天河,棠下,商业街店铺?1层,乐天棠德广场,20.0,1900.0,3.17,"""购物""",113.3883281099262,23.1382300337313,113.39475345462243,23.14450499379496
合伙人矛盾!意见不合体育西路沿街商铺适合杀猪粉日料烘焙螺蛳粉,天河,体育西路,商业街店铺?1层,体育西路商铺,60.0,2.8,15.56,"""道路""",113.20568472352839,23.486919609677448,113.21221697157691,23.492667000471657
科韵路地铁口信息港科技园写字楼出租75方,天河,科韵路,写字楼配套?4层,广州信息港(商业),75.0,9000.0,4.0,"""商务大厦""",113.37967977726028,23.13159047601938,113.38612656383713,23.137751598606735
天河区骏景美发店转让！商业圈附近多小区 生意稳定 人流量大,天河,棠东,临街门面?1层,格森沙龙(骏景店)-广州市天河区,77.0,2.0,8.66,"""休闲娱乐""",113.39287703919669,23.130058976296188,113.39929282252919,23.13637177148738
包办证！房东直租！闪电厨房天河车陂东圃棠下美团外卖档口商铺,天河,棠下,临街门面?1层,棠韵大厦(商业),30.0,4000.0,4.44,"""商务大厦""",113.38241474441709,23.138417297152093,113.38885500964699,23.14461954194796
珠江新城 高德置地 CBD 宜百业旺铺出租,天河,珠江新城中,写字楼配套?1层,高德置地,700.0,21.0,10.0,"""商圈""",113.33323242793149,23.125008933292415,113.33977856152733,23.130686194177025
天河区珠江新城西区带明火餐饮功能裙楼全层2046方,天河,猎德,写字楼配套?2层,珠江新城CBD商业步行街,2046.0,35.0,5.7,"""商圈""",113.33991222770148,23.12490341043514,113.34646269850316,23.130559537506728
村口牌坊主人流街道，9米超大展示面旺铺，低价转让，先到先得！,天河,棠东,商业街店铺?1层,顺景苑中山大道棠东东南路商铺,100.0,3.0,10.0,"""地产小区""",113.3930116951926,23.132110262470304,113.39942741559546,23.138423948108249
天河黄村主街道进村出入口 适合杀猪粉螺蛳粉重庆小面麻辣烫水饺,天河,黄村,商业街店铺?1层,粤安工业园(商业),50.0,1.6,10.67,"""工业园区""",113.4155133499046,23.131641499558236,113.42194609231484,23.137871555141403
首层旺铺775平低价出租 可做餐饮教育培训家政书法棋牌沐足等,天河,天河客运站,写字楼配套?1层,天河·新天地-广州市天河区,775.0,3.88,1.67,"""购物""",113.35046399370985,23.1776499587794,113.35703898691551,23.183362880444358
十几万人的棠东全新商业街改造完成现启动招商各位老板来电联系,天河,棠东,临街门面?1层,棠下丰乐牌坊社区棠东丰乐路商铺,90.0,4.3,15.93,"""地产小区""",113.39324750038888,23.134841301066805,113.39966341830778,23.14115656884219
客运站首层旺铺578平租金50起 餐饮酒吧密室舞蹈娱乐场所,天河,天河客运站,写字楼配套?1层,银龙商务大厦(商业),578.0,2.89,1.67,"""商务大厦""",113.34261325270798,23.17397817607827,113.34919521907725,23.179644003523376
CBD珠江新城 带外摆餐饮 580方商业出租,天河,珠江新城西,写字楼配套?1层,富力盈信大厦,580.0,12.0,6.9,"""商务大厦""",113.32846062906407,23.13105741300128,113.33499817032633,23.136773626191038
8万人的城中村上社牌坊龙头铺位，户型方正，上下班必经之路,天河,天河公园,临街门面?1层,棠营名牌商业城,60.0,1.5,8.33,"""城市""",113.27143134445974,23.135336306695007,113.27784997152557,23.141638642942163
珠江新城 CBD 1390平方 明火餐饮商铺出租,天河,珠江新城中,写字楼配套?2层,华夏路商铺,1390.0,30.58,7.33,"""道路""",113.32780783045019,23.126560441958618,113.33434426708013,23.132283479990055
广州旺商业步行街旺铺直租 10几万大学生聚集 适合各类餐饮,天河,龙洞,临街门面?1层,龙洞步行街,60.0,1.5,8.33,"""道路""",113.37309500441525,23.200781806014115,113.37960032807261,23.206840070301579
天河智慧城独栋15000方 独立大堂 赠送露台带厨房,天河,天河智慧城,写字楼配套?5层,时代E-PARK(天河商业),13800.0,103.5,2.5,"""工业园区""",113.39581997787696,23.142790994214037,113.40223684224611,23.149119930724497
天河区台铃电动车行店 周边小区住宅多 人气旺 口碑好老客户多,天河,龙怡路,临街门面?1层,广业环保科技产学园-广州市天河区,68.0,2.08,10.2,"""工业园区""",113.34858096570045,23.149995046286798,113.35513372036219,23.15568674732556
广州天河东圃商圈物业招商，餐饮医疗美容会所等欢迎咨询,天河,东圃,购物百货中心?2层,东圃购物中心,706.0,9.88,4.67,"""购物""",113.409189368947,23.1269200457251,113.41560852277672,23.13321769981077
8毛电！包办证！天河区岗顶石牌桥五山华师外卖堂食商铺直租！,天河,岗顶,商业街店铺?1层,岗顶百脑汇商铺,30.0,6000.0,6.67,"""购物""",113.34579181692344,23.140096674319616,113.35234114833365,23.145768698906
天河岑村大房东招租健身茶楼火锅公寓培训教育等业态二楼现成厨房,天河,岑村,临街门面?3层,华南御景园商铺,1050.0,5.25,1.67,"""地产小区""",113.3852419813477,23.177160011581333,113.39170752674072,23.183406699829509
珠江新城高端CBD花城汇美食广场商铺物业招租人流不断高端消费,天河,珠江新城中,临街门面?1层,花城汇,30.0,1.2,13.33,"""购物""",113.33117112495049,23.12563341523678,113.33771413328637,23.131325213334866
广州旺商业步行街旺铺直租 10几万大学生聚集 适合各类餐饮,天河,龙洞,临街门面?1层,龙洞步行街,60.0,1.5,8.33,"""道路""",113.37309500441525,23.200781806014115,113.37960032807261,23.206840070301579
天河智慧城独栋15000方 独立大堂 赠送露台带厨房,天河,天河智慧城,写字楼配套?5层,时代E-PARK(天河商业),13800.0,103.5,2.5,"""工业园区""",113.39581997787696,23.142790994214037,113.40223684224611,23.149119930724497
天河区台铃电动车行店 周边小区住宅多 人气旺 口碑好老客户多,天河,龙怡路,临街门面?1层,广业环保科技产学园-广州市天河区,68.0,2.08,10.2,"""工业园区""",113.34858096570045,23.149995046286798,113.35513372036219,23.15568674732556
广州天河东圃商圈物业招商，餐饮医疗美容会所等欢迎咨询,天河,东圃,购物百货中心?2层,东圃购物中心,706.0,9.88,4.67,"""购物""",113.409189368947,23.1269200457251,113.41560852277672,23.13321769981077
8毛电！包办证！天河区岗顶石牌桥五山华师外卖堂食商铺直租！,天河,岗顶,商业街店铺?1层,岗顶百脑汇商铺,30.0,6000.0,6.67,"""购物""",113.34579181692344,23.140096674319616,113.35234114833365,23.145768698906
地标性路段旗舰店天河城百货体育西地铁商铺出租,天河,体育西路,商业街店铺?1层,体育西路商铺,322.0,12.3,12.73,"""道路""",113.20568472352839,23.486919609677448,113.21221697157691,23.492667000471657
林和东首层商铺。教育音乐琴房，花店图文，书吧，宠物，美容,天河,天河北,社区底商?1层,林和东路商铺,70.0,1.55,7.38,"""道路""",113.33484165242155,23.15111088043083,113.3413997927745,23.156781405627954
珠江新城临街铺 花城大道边 地铁口旁 门前可停车,天河,珠江新城东,商业街店铺?1层,富力盈盛广场(商业),128.2,6.4,16.64,"""NoClass""",113.35044162590266,23.123843358051017,113.35698229801567,23.129549083066324
非中介！可办证！天河体育中心体育西正佳直租美团外卖堂食,天河,体育西路,社区底商?1层,体育西路商铺,35.0,6500.0,6.19,"""道路""",113.20568472352839,23.486919609677448,113.21221697157691,23.492667000471657
天河万人学校食堂招商真实价格炸鸡麻辣香锅关东煮螺蛳粉,天河,珠吉,社区底商?1层,珠吉路-道路-广州市天河区,30.0,1.0,11.11,"""区县""",113.36850942427998,23.13035783510465,113.37499524166586,23.13632732049535
莲溪村口工地附近快餐店转让，营业额高，众多公寓，人流无忧。,天河,东圃,社区底商?1层,莲溪大楼-广州市天河区,70.0,7500.0,3.57,"""商务大厦""",113.43106616234647,23.114748395325756,113.43755635781193,23.120726622307637
天河北3300方招棋牌沐足 医疗 餐饮 证券金融 娱乐可分租,天河,天河北,商业街店铺?3层,广州东站(商业),3340.0,50.1,5.0,"""火车站""",113.33106212182011,23.155822667249358,113.33761986777337,23.1615183618579
天河东路20米超宽门面首层旺铺招商适合银行医美金融,天河,龙口西,写字楼配套?1层,朗润广场,465.0,22.0,15.77,"""地产小区""",113.34061820600154,23.141818483226996,113.34717163255881,23.14747538031619
天河区 中山大道西创意园底商面积40至800平任选旁边肯德基,天河,棠下,写字楼配套?1层,大舜商务中心(商业),90.0,4.32,16.0,"""商务大厦""",113.38804765894609,23.132132529082829,113.39447193982191,23.13840425265813
中山大道西棠下一线商业旺铺100一1000方,天河,棠下,商业街店铺?1层,大舜商务中心,1000.0,12.0,4.0,"""商务大厦""",113.38804765894609,23.132132529082829,113.39447193982191,23.13840425265813
东圃大马路临街旺铺出租物业直租,天河,东圃,购物百货中心?1层,东圃购物中心,91.0,1.09,4.0,"""购物""",113.409189368947,23.1269200457251,113.41560852277672,23.13321769981077
天河太古汇临街800方招医美 银行 眼科口腔 汽车展厅,天河,龙口西,临街门面?1层,太古汇商铺,800.0,38.0,15.83,"""购物""",113.33896083233617,23.14018415687486,113.34551327447925,23.145841197766456
珠江新城 中区 25米门面 350平方街铺 百业佳宜,天河,黄埔大道西,临街门面?1-2层,海乐路商铺,350.0,8.9,8.48,"""道路""",113.34480233340455,23.13008381890838,113.35134994509433,23.135750478673978
天河区岗顶地铁口石牌东路800方适合沐足教育餐饮有天然气,天河,石牌,临街门面?2层,阳光都会广场商铺,1500.0,15.0,3.33,"""地产小区""",113.35012856643255,23.134661925459328,113.3566694215948,23.140364703386806
招租天河岗顶地铁口一楼临街商铺，靠近写字楼大学医院百脑汇商场,天河,岗顶,临街门面?1层,岗顶-地铁站-广州市天河区,30.0,1.1,12.22,"""购物""",113.34575022537836,23.13994937450214,113.35229952562652,23.145621163398415
发展商直租，马场路太阳新天地招餐饮美容零售,天河,黄埔大道西,购物百货中心?4层,太阳新天地,239.0,3.59,5.0,"""购物""",113.3507379768903,23.12939885902669,113.35727709685773,23.13510715652047
食堂档口招商 一二楼有位置 随时看 特色小吃加盟入驻 无租金,天河,岗顶,档口摊位?1-3层,华南师范大学(广州校区石牌校园)-广州市天河区,26.0,2600.0,3.33,"""购物""",113.35910928593504,23.135626014569689,113.36562800184027,23.141438603085747
写字楼出租，位于龙山工业园，停车方便 租金便宜,天河,龙洞,商业街店铺?1层,迎龙路199号,430.0,1.55,1.2,"""门址""",113.37236414305257,23.209037596606409,113.37886618526834,23.21508176890758
天河北华阳小学旁场地招租，舞蹈，瑜伽，编程，珠心算，中医,天河,天河北,社区底商?2层,林和东路商铺,200.0,2.0,3.33,"""道路""",113.33484165242155,23.15111088043083,113.3413997927745,23.156781405627954
天河一路商铺，高端消费，招居酒屋快餐米粉餐厅餐饮不限,天河,体育西路,写字楼配套?1层,天河南一路商铺,80.0,2.8,11.67,"""道路""",113.33015986376619,23.136141372324326,113.3367016697989,23.1418417239273
