标题,行政区,地标,具体位置,地址,建筑面积,万/月,元每平方米每天,等级,百度地图经度,百度地图纬度,GCJ02经度,GCJ02纬度
带客户转让，接手就，圆你的老板梦！机不可失时不再来！,增城,新塘,商业街店铺?1层,广州环宇国际五金建材展贸城,49.0,1700.0,1.16,"""购物""",113.64391570032119,23.159642646977795,113.65034730942125,23.165976363363105
新塘镇烘培蛋糕店转让,增城,新塘,临街门面,益万家超市,45.0,1500.0,1.11,"""购物""",113.56542383098793,23.111997581437536,113.57196241695047,23.117749042413949
保利中航城二期底商，,增城,中新镇,社区底商?1层,保利中航城,56.09,9800.0,5.82,"""地产小区""",113.67810835208894,23.279121218926769,113.68463621766952,23.284980557978625
转让增城凤凰城东门商业街临街门面,增城,凤凰城,临街门面?1-3层,坤倩美颜健康荟SPA,300.0,3.0,3.33,"""休闲娱乐""",113.59712655954394,23.142712319619887,113.60365447927619,23.148496472062495
城中村主街道铺面转让行业不限,增城,新塘,临街门面?1层,水南大道西,80.0,5500.0,2.29,"""道路""",113.56291804998901,23.110557010706349,113.56945116009548,23.1163416523586
位于新塘凤凰古站，位置中心。环境优美，交通方便,增城,凤凰城,商业街店铺,凤凰古站,294.0,3.54,4.01,"""乡镇""",113.39308472743054,23.204513712113628,113.39953383036468,23.210834740958395
宵夜店转让，门前是商业广场,增城,新塘,临街门面,头号三文鱼-火炙寿司,290.0,1.65,1.9,"""餐饮""",113.2646261412406,23.174050519686433,113.27109110255322,23.18028873149231
顺欣广场的采耳店、小区口 所有车辆必经路,增城,新塘,社区底商?1-2层,顺欣广场,260.0,7000.0,0.9,"""地产小区""",113.63033448881197,23.152180018832284,113.6367659364746,23.15847658906028
这里是4万学生的大学旺铺,增城,荔城,档口摊位,华商学院,60.0,1.0,5.56,"""教育""",113.78484645003808,23.26168369578837,113.79131180590859,23.267771413569525
工厂人流量大一个人一万多一个月包含6000押金在转让费里面,增城,增城,商业街店铺,东坑二横路,28.0,2000.0,2.38,"""道路""",113.61549025975615,23.131352032231946,113.62195103582333,23.13744469107095
营业中地铁口店铺转让,增城,新塘,社区底商?1层,新塘镇,101.0,1.76,5.81,"""乡镇""",113.62662790061792,23.125609747268265,113.63305576252948,23.1318665472085
地处十字路口繁华路段，人流量大对面周围全是服装厂，住宿t,增城,新塘,商业街店铺?1层,七夕公寓(东坑一横街店),75.0,3200.0,1.42,"""道路""",113.61616093464967,23.132134440023284,113.62261945889495,23.138238530502094
翡翠绿洲森林半岛社区一楼带大院子转租或者转让,增城,凤凰城,社区底商?1层,翡翠绿洲森林半岛,110.0,3800.0,1.15,"""地产小区""",113.56704706904391,23.141714967627406,113.57358510503582,23.147446400141229
公寓酒店出租房转让！,增城,荔城,写字楼配套?6层,万达广场(广州增城店),1100.0,3.0,0.91,"""购物""",113.82203800491934,23.281587053942837,113.82860907826661,23.287247862663958
，园区唯一出入口,增城,永和,商业街店铺?1层,誉山国际一区13期誉璟公寓,62.0,1.12,6.0,"""地产小区""",113.60127547337095,23.19553357508218,113.607824946306,23.201387083467478
住宅配置商铺已开业，独享社区商业圈,增城,永和,社区底商?1层,誉山国际五区学府里,40.1,2206.0,1.83,"""地产小区""",113.61577286666949,23.179028512122529,113.62226861729399,23.18513333330115
美宜佳 店铺带证转让,增城,新塘,临街门面?1层,欧美国际大厦,70.0,6500.0,3.1,"""商务大厦""",113.61249512952577,23.13571931582387,113.61896736203846,23.141759904569168
个人转让增城新塘中面馆,增城,新塘,临街门面?1层,特色面馆,30.0,2800.0,3.11,"""城市""",113.27143134445974,23.135336306695007,113.27784997152557,23.141638642942163
转让(桌球室生意转让),增城,永和,其他,天天桌球室,300.0,3000.0,0.33,"""生活服务""",113.60474023772179,23.206739469355008,113.6112717080163,23.21264935213697
出租黄铺区沙步农贸市场档位店铺（租金便宜，人流旺）,增城,新塘,临街门面?1层,沙步农贸批发市场,40.0,2500.0,2.08,"""NoClass""",113.53230195938771,23.092882820084399,113.53875369791339,23.0991566206322
因家里有事，现转让营业中的便利店,增城,新塘,社区底商,中森茗苑,100.0,2900.0,0.97,"""地产小区""",113.63238253554349,23.134174228625296,113.63879944837308,23.14048447305628
新塘菜市场菜档，鱼档菜档转让，人流量大,增城,新塘,档口摊位?1层,发达岭综合农贸市场,25.0,2500.0,3.33,"""NoClass""",113.3636813016571,23.122284090184626,113.37018581608902,23.128169938525958
停车方便，周围很多厂房,增城,增城,商业街店铺,宁西收费站,80.0,3000.0,1.25,"""收费区/收费站""",113.67058728920914,23.21083141342095,113.67709848009722,23.216822776847235
五千户大楼盘 环境优美 六个包厢 一个大厅 非常适合商务宴请,增城,新塘,商业街店铺?1层,啜品·老酒·老茶·老朋友(新塘馆),500.0,2.5,1.67,"""购物""",113.59995999478257,23.10960802319836,113.60648533586138,23.115435083155476
人流量大，周边有大小工厂十几家，生意稳定,增城,荔城,档口摊位,新塘大敦开发区,120.0,4600.0,1.28,"""NoClass""",113.66257602101268,23.130691007461075,113.66903013565816,23.13681625713305
五千户大楼盘小区门口头铺非常适合小两口经营,增城,永和,商业街店铺?1层,广州增城万科城,80.0,6500.0,2.71,"""地产小区""",113.61652196363402,23.246337045345304,113.62297937384419,23.25244725709266
两千户楼盘小区大门口必经之地便利店适合小两口经营,增城,朱村,商业街店铺,美宜佳(万科金色里程店),50.0,5400.0,3.6,"""地产小区""",113.20438559410028,23.167639028070999,113.21094076347701,23.173408295121815
五千户大楼盘小区门口必经之地便利店适合两小口小家庭经营,增城,新塘,商业街店铺,金茂万科都会四季,80.0,6400.0,2.67,"""商务大厦""",113.53037455508613,22.789248413061384,113.53680556330832,22.79553787661598
本人经营12年了，无限续期，一手房东,增城,新塘,商业街店铺?1层,黄沙头村,221.0,8800.0,1.33,"""村庄""",113.6603692436976,23.155460982077576,113.66683106603984,23.161624792025138
妈妈要回家帮看小孩了不做了，空铺或整店转让。,增城,新塘,商业街店铺,地王广场(解放北路店),25.0,2310.0,3.08,"""购物""",113.62146345241222,23.122946735567696,113.6279059938836,23.129135545739133
可做餐饮，办公室，沐足，厂房,增城,新塘大道西,其他?2层,优雅住宿,120.0,1.0,2.78,"""宾馆""",113.5738758078674,23.11259471498588,113.58042960317356,23.118268917338474
能，教会一整套与90%以上便利店不同的进货渠道,增城,新塘,临街门面?1层,水南大道东,50.0,2800.0,1.87,"""道路""",113.56291804998901,23.110557010706349,113.56945116009548,23.1163416523586
麻辣烫香锅和牛肉拌饭,增城,荔城,商业街店铺?2层,广州华商职业学院,60.0,9000.0,5.0,"""教育""",113.79053200526995,23.262757998987828,113.79701856602165,23.26874534630714
路口位置，位置优越，附近多家公寓出租房,增城,新塘,临街门面?1层,卫山东一路/卫山北三路(路口),70.0,4000.0,1.9,"""道路""",113.61597040405106,23.126651256957478,113.62242976908714,23.13275215414859
因本人另有发展，无奈转让,增城,永和,社区底商?1层,领鲜坊生鲜店(花漫里店),60.0,5000.0,2.78,"""地产小区""",113.60582512128583,23.200312704911967,113.6123570224569,23.206242227767836
急转！转让费3.8万！新塘久裕，交通方便，人流量大,增城,新塘,临街门面?1层,久裕路57号,120.0,5000.0,1.39,"""门址""",113.65881957686286,23.128158544211698,113.66526173184799,23.134342976973529
租于一手原房东，经营 了16年！有意者可前来面谈,增城,新塘,商业街店铺?1层,花园路67,240.0,8600.0,1.19,"""门址""",113.66069200486723,23.12581696971214,113.66714038505947,23.131972759225815
旺铺转让，低价转让处理,增城,中新镇,商业街店铺?1层,中新镇,45.0,8500.0,6.3,"""乡镇""",113.6277497045384,23.29492169715768,113.6342075065005,23.301197656483969
清货公司便利店超市清货公司,增城,新塘,商业街店铺?1层,广州增冠汽车用品有限公司,155.0,8500.0,1.83,"""NoClass""",113.80941151250582,23.3131568131059,113.81599030149666,23.3188704860861
商业街酒吧一条街美发店转让,增城,新塘,商业街店铺,新塘太阳城,90.0,5500.0,2.04,"""商圈""",113.61449008640166,23.1273387236509,113.62095451637645,23.133414169139497
东汇城人气商圈，繁华购物中心，东南首层，客源稳定，回头客多。,增城,增城,商业街店铺?1层,东汇城,100.0,1.5,5.0,"""购物""",113.82524486575835,23.28981986298967,113.83182175315649,23.295493154568367
"地铁口出口处商业街美发店转让,",增城,新塘,商业街店铺?1层,新塘大道西,99.0,1.71,5.76,"""道路""",113.6252758609953,23.12242580102096,113.63170803012236,23.128666614096838
快剪店，客源稳定，每个月营业额一万二左右，中介勿扰，谢谢,增城,新塘,购物百货中心?1层,诚信金源百货(上邵店),25.0,1200.0,1.6,"""购物""",113.64792250221656,23.16214103321342,113.65436110093778,23.16845350773984
旺铺转让！地段人流密集，因个人回家发展转让,增城,新塘,临街门面?1层,东坑五横路与富华路交叉口,30.0,3800.0,4.22,"""村庄""",113.29786461289598,23.45741678707791,113.30432548727744,23.463619062566356
无需转让费，公司直招快递承包区招商,增城,新塘,社区底商?1-2层,新塘广场,70.0,2000.0,0.95,"""购物""",113.6197458922777,23.1231080133977,113.6261936738843,23.12927076877399
转让增城新塘临街门面,增城,新塘,临街门面?2层,东进东路5号,300.0,5400.0,0.6,"""门址""",113.60681235904096,23.1283662611938,113.61330435969482,23.134305665194274
增城荔城街养生馆美容院等招租，已装修好，直接进场营业,增城,荔城,商业街店铺?1层,格曼轻居酒店(广州挂绿广场店),100.0,4500.0,1.5,"""宾馆""",113.83080600567715,23.30640001770385,113.83738427475322,23.31211568415367
万人高校食堂，人流稳定，营业额稳定,增城,凤凰城,档口摊位?1层,广州商学院,20.0,3000.0,5.0,"""教育""",113.57541388656108,23.309277385976487,113.58200138514563,23.31495045384623
增城新塘中心出租一楼180平方商铺适合仓库 电脑机,增城,新塘,商业街店铺?1层,新塘,180.0,2376.0,0.44,"""乡镇""",113.413897837276,23.158222856131148,113.4203441385435,23.164476547393183
增城新塘大道东商圈一楼150平出租 适合小型加工厂,增城,新塘大道东,商业街店铺?1层,新塘大道东,150.0,2025.0,0.45,"""道路""",113.6252758609953,23.12242580102096,113.63170803012236,23.128666614096838
增城石滩附近出租一楼118平方 水电齐全,增城,石滩,商业街店铺?1层,石滩镇,118.0,1522.2,0.43,"""乡镇""",113.80090393051528,23.173914055189298,113.80745454865719,23.17973221355752
增城新塘大道西附近马路边一楼180平方出租，水电齐全,增城,新塘大道西,商业街店铺?1层,新塘大道西,180.0,2484.0,0.46,"""道路""",113.6252758609953,23.12242580102096,113.63170803012236,23.128666614096838
增城中新镇商圈主道边一楼150平出租 有现成装修,增城,中新镇,商业街店铺?1层,中新镇,150.0,1845.0,0.41,"""乡镇""",113.6277497045384,23.29492169715768,113.6342075065005,23.301197656483969
增城永和中心一楼150平适合物流快递仓储,增城,永和,商业街店铺?1层,永和镇,150.0,2115.0,0.47,"""城市""",113.27143134445974,23.135336306695007,113.27784997152557,23.141638642942163
增城朱村附近一楼120平出租 水电齐全交通方便,增城,朱村,商业街店铺?1层,朱村村,120.0,1512.0,0.42,"""村庄""",113.17417216624877,23.379413880481346,113.18060321341481,23.385660572129365
增城荔城中心出租120平米一楼房子，可做生产,增城,荔城,商业街店铺?1层,荔城,120.0,1476.0,0.41,"""区县""",119.01948169064262,25.43975447880629,119.0259450870211,25.44592449764341
增城凤凰城附近一楼100平方出租可做五金吸塑设备,增城,凤凰城,商业街店铺?1层,碧桂园凤凰城,100.0,1410.0,0.47,"""城市""",113.27143134445974,23.135336306695007,113.27784997152557,23.141638642942163
临街商铺直租，无中介转让费,增城,新塘,临街门面?1-2层,解放路,30.0,2200.0,2.44,"""道路""",113.35906014862364,22.940384297921108,113.36561461936084,22.946203452370538
新塘镇奥园康威包装材料店转让，,增城,新塘,临街门面?1-2层,桂昌包装材料,55.0,1600.0,0.97,"""NoClass""",113.64025124265555,23.15905909916557,113.64668080590433,23.165399793639236
出租增城荔城增江商业街店铺,增城,荔城增江,商业街店铺?1层,誉山国际五区,57.51,4000.0,2.32,"""地产小区""",113.61577286666949,23.179028512122529,113.62226861729399,23.18513333330115
增城新塘奥园誉峯小区门口  商业街旺铺共8间680平方,增城,永和,商业街店铺?2层,奥园誉峯精品小区,680.0,3.0,1.47,"""城市""",113.27143134445974,23.135336306695007,113.27784997152557,23.141638642942163
临街商铺出租适合百业.200平米,增城,新塘,临街门面?1层,东进东路5号,200.0,1.43,2.38,"""门址""",113.60681235904096,23.1283662611938,113.61330435969482,23.134305665194274
新塘小区门口经营五年多的美容院转让,增城,新塘,临街门面?1层,新塘,100.0,5200.0,1.73,"""乡镇""",113.413897837276,23.158222856131148,113.4203441385435,23.164476547393183
新塘地铁口附近物业直租做各行各业，可任意分租,增城,新塘,临街门面?1层,新塘,2000.0,6.0,1.0,"""乡镇""",113.413897837276,23.158222856131148,113.4203441385435,23.164476547393183
"因要管理其他店铺,急需转让",增城,新塘,临街门面?1层,万和超市,50.0,3500.0,2.33,"""购物""",113.6169803689356,23.129469814520765,113.6234359784267,23.135587649219507
人流中心，美食街工厂区中心，旺铺,增城,新塘,商业街店铺?1层,丝慕造型(新塘大敦店),79.0,2250.0,0.95,"""NoClass""",113.66257602101268,23.130691007461075,113.66903013565816,23.13681625713305
出租增城万达广场商铺,增城,荔城,写字楼配套?1层,万达广场(广州增城店),106.0,1.2,3.77,"""购物""",113.82203800491934,23.281587053942837,113.82860907826661,23.287247862663958
房东直租，无转让费！增城万科城4092户大型小区，可分租！,增城,永和,社区底商?1层,广州增城万科城,120.0,1.5,4.17,"""地产小区""",113.61652196363402,23.246337045345304,113.62297937384419,23.25244725709266
大型工厂.工地.学校,增城,永和,社区底商?1层,宁西街太新南路,68.0,3500.0,1.72,"""道路""",113.66776032177018,23.218097936623577,113.67425412046656,23.224138232269813
临近大润发，周边小区多客流量大，新装修转让，出租，合作都可以,增城,新塘,商业街店铺,时尚广场,100.0,1.2,4.0,"""地产小区""",113.61104616273865,23.134961770884649,113.61752342272516,23.14097657444611
奶茶店铺面转让，因为要回老家,增城,新塘,商业街店铺,广州市公安局增城区分局大敦派出所-西南门,40.0,6000.0,5.0,"""NoClass""",113.66265848545848,23.130325431763475,113.66911286803668,23.136449315876246
增城区新塘镇，旺铺转让,增城,新塘,商业街店铺?1层,上邵大道/邵白路(路口),120.0,5800.0,1.61,"""道路""",113.64657809819077,23.165423494019465,113.65301817361139,23.17174552900981
带租转让三角摊位 装让费6.8万,增城,新塘,临街门面?1层,牛仔城美食夜市,200.0,3000.0,0.5,"""购物""",113.37265546352936,22.943731222004858,113.37916448016346,22.949782114923143
业主直租，免转让、中介费。,增城,石滩,商业街店铺?1层,中国共产党天园街翠湖社区支部委员会,60.0,3800.0,2.11,"""政府机构""",113.58108533839645,22.750733132346516,113.58764303012502,22.756390845942506
太阳城附近转角中便利店装让,增城,新塘,商业街店铺?1层,卫山北三路,45.0,3200.0,2.37,"""道路""",113.61597040405106,23.126651256957478,113.62242976908714,23.13275215414859
长20米.宽15米，一栋六层，一楼二楼可扩大,增城,永和,商业街店铺,永和街,200.0,2.5,4.17,"""道路""",113.40763044956549,22.770631254933027,113.41404791927057,22.776940748179546
串意十足烧烤店全国,增城,新塘,商业街店铺,碧发广场,130.0,1.0,2.56,"""休闲娱乐""",113.61452979150519,23.12904133913884,113.6209939148234,23.135117439664769
家具店生意转让，现在出租或者，有精装修，可以当仓库，办公室等,增城,荔城,临街门面,荔城街三联路,1000.0,1.0,0.33,"""道路""",113.83924971814594,23.331478746660204,113.84579552349998,23.3372982362447
四通八达、位置显眼，地段繁华,增城,新塘,商业街店铺?1层,发达岭农贸市场(南门),42.0,5200.0,4.13,"""NoClass""",113.6286357032626,23.138267170730633,113.63506042822076,23.144545845754754
转让增城新塘购物百货中心-明来百货 平台勿扰 非中介,增城,新塘,购物百货中心?1-2层,敏捷·锦绣天伦1期,110.0,3600.0,1.09,"""地产小区""",113.64415797331714,23.13198065077097,113.65057072219303,23.138309567478176
新塘官湖地铁口整店带货源转让-明来百货店,增城,新塘,商业街店铺?1-2层,明来百货,140.0,3800.0,0.9,"""购物""",113.6435290696298,23.13340354765419,113.6499415626795,23.139734748001535
广州二十四小时自动微超 无需人员看管 生意稳定 开店简单,增城,广园东,临街门面?1层,广东省广州市增城区观荔路3号,20.0,700.0,1.17,"""门址""",113.82843007743459,23.28923589450113,113.83500235877406,23.29492900259723
铺位位于科慧花园小区门口,增城,朱村,临街门面?1层,科慧花园,62.0,6200.0,3.33,"""地产小区""",113.67894395587403,23.284148030990918,113.68547970741382,23.2899949606705
住宅，商业街人流大，靠近夏埔市场，两个超市中间，地铁13号线,增城,新塘,商业街店铺?1层,河南烩面馆(南碱路店),100.0,4400.0,1.47,"""餐饮""",113.57313910751891,23.110159712827575,113.57969407110997,23.115838720121994
转让日营业额3000+增城新塘商业街店铺,增城,新塘,商业街店铺?1层,珍姐湛江烧腊(东区店),50.0,2000.0,1.33,"""地产小区""",113.34485587241291,23.13781629196131,113.35140507628111,23.143483519065584
旺铺低价转让价格面议,增城,新塘,临街门面,创新南路,70.0,4125.0,1.96,"""道路""",113.6688300239711,23.13067846158451,113.67530618969524,23.136695352983595
临街地铁口美容美发店转让，价格面议,增城,新塘,临街门面?1层,广园东东方名都,110.0,7800.0,2.36,"""地产小区""",113.59901336043646,23.131483555495554,113.60553157575396,23.137294165505183
旺铺出租增城永和商业街店铺,增城,永和,商业街店铺?1层,誉山国际五区,100.0,4000.0,1.33,"""地产小区""",113.61577286666949,23.179028512122529,113.62226861729399,23.18513333330115
出租增城永和商业街店铺,增城,永和,商业街店铺?1层,梦想盒子艺术中心(保利店),57.51,2800.0,1.62,"""教育""",113.62453709454414,23.196547462608217,113.6310075495173,23.2027863519743
酒店式公寓．日租，月租，长租，短租,增城,新塘,其他,长风公寓,500.0,1.5,1.0,"""地产小区""",113.62510823718719,23.158030885816769,113.63155681678158,23.16427287203305
新塘大道西主干道汽修厂转让（所有证件齐全）,增城,新塘,商业街店铺?1层,新塘大道西,260.0,1.16,1.49,"""道路""",113.6252758609953,23.12242580102096,113.63170803012236,23.128666614096838
荔城十字路口拐角处大门面餐饮店转让（价格面议）,增城,荔城,商业街店铺?1层,荔城,268.0,3.5,4.35,"""区县""",119.01948169064262,25.43975447880629,119.0259450870211,25.44592449764341
业主直租！合生湖山国际新出临街旺铺,增城,广园东,商业街店铺?1层,钱大妈(湖山国际店),50.0,7500.0,5.0,"""购物""",113.57465688450806,23.13270007718667,113.58120418184579,23.13836864861932
增城广场附近城市露营中心,增城,荔城,商业街店铺?1层,增城区,700.0,2500.0,0.12,"""区县""",113.81754566889598,23.266592400631393,113.82410223904444,23.272251176865617
