标题,行政区,地标,具体位置,地址,建筑面积,万/月,元每平方米每天,等级,百度地图经度,百度地图纬度,GCJ02经度,GCJ02纬度
江南西路超宽15米门面七字单边位旺铺转让,海珠,江南西,商业街店铺,江南西小区江南西路商铺,281.0,9.0,10.68,"""地产小区""",113.27485029522959,23.100138281857264,113.28128335646177,23.106465798619685
广州海珠麻辣香锅外卖店整转！位于地铁口租金便宜，住宅密集人流,海珠,琶洲,商业街店铺?2层,万胜围-地铁站-广州市海珠区,88.0,1.04,3.93,"""NoClass""",113.39641905782138,23.104327841090499,113.40284655619284,23.11066117088371
海珠区黄飞鸿热灸理疗馆人口密集 商圈成熟消费人群广人流大,海珠,东晓南,临街门面?1层,金碧花园-广州市海珠区,62.0,7000.0,3.76,"""地产小区""",113.29408283653076,23.075127901953814,113.30055048861616,23.081383343455845
广州市老城区全新肉菜市场招租,海珠,沥滘,商业街店铺?1层,沥滘村农贸市场,1500.0,1500.0,0.03,"""NoClass""",113.32326087745183,23.068435156901086,113.32982469243146,23.0742215941577
江南西外卖城，免办证，排污油烟已装，价格美丽，欢迎咨询,海珠,前进路,社区底商?1层,金谷广场,28.0,4800.0,5.71,"""购物""",113.28289417191604,23.10800255095258,113.28931766888063,23.114336878484257
江南西路正路面宽门面餐饮旺铺转让适合各行各业,海珠,江南西,商业街店铺,江南西路商铺,530.0,6.3,3.96,"""道路""",113.27712660139113,23.10100655381085,113.2835570484255,23.10734233568354
东晓南一线地铁口大型小区街铺，美容美发中医养生简餐必选！,海珠,东晓南,商业街店铺?1-2层,东晓南路1259号,160.0,3.6,7.5,"""门址""",113.30237680147111,23.07628309931605,113.30886844328998,23.082418976606804
（出租）精酿茶饮餐馆酒吧 173.5平方 临街门面商铺,海珠,东晓南,临街门面?1层,海珠智汇科技园(商业),173.53,2.52,4.83,"""工业园区""",113.29593801706936,23.081330008780875,113.30240776571719,23.087561567029146
免收中介费，宝岗大道美食招商，宜烧烤粤菜火锅茶楼,海珠,宝岗,临街门面?1层,宝岗大道-地铁站-广州市海珠区,200.0,1.0,1.67,"""道路""",113.27200688879981,23.101800858116304,113.27844171950359,23.108110968911629
630平方 适合生鲜超市 直租,海珠,工业大道南,临街门面?1层,包原味(富全街店)-广州市海珠区,630.0,4.35,2.3,"""餐饮""",113.28857254070383,23.073770378454875,113.29502939277336,23.080080492267585
老家工厂打工的同学突然换了新车，原来是做了这个副业,海珠,官洲,社区底商?1层,广东省广州市海珠区大松岗2号,20.0,800.0,1.33,"""门址""",113.27753793548402,23.106463539662007,113.28396268464054,23.11279922514016
海珠区（零食凯蒂食品店）整体转！老客户多 营业额可观 人流大,海珠,东晓南,临街门面?1层,百汇天地(商业),45.0,7500.0,5.56,"""商务大厦""",113.29103228085045,23.070683897628184,113.29749388337007,23.076972614269985
海珠区上渡路下渡路滨江东路一线街铺鹭江地铁商铺出租,海珠,上渡路,社区底商?1层,上渡路商铺,280.0,7.0,8.33,"""道路""",113.3145924089445,23.10754126493757,113.32110137948048,23.113458770991309
乐峰广场太古仓商圈 大面积旺铺出租,海珠,沙园,写字楼配套,乐峰广场,12000.0,216.0,6.0,"""商圈""",113.26662307438864,23.094223443655879,113.27307593956454,23.100484436332704
江燕路大门面靓铺（物业直租）人流量大小区集中,海珠,江燕路,临街门面?1层,燕汇广场-餐饮处(燕汇广场店),331.0,2.8,2.82,"""购物""",113.28403699618545,23.08856432618982,113.29048031711246,23.09489886535592
江泰路地铁 精装公寓 家私家电齐全 拎包入住 租金优惠！,海珠,晓港,社区底商?7层,泰宁东街-23号楼-广州市海珠区,60.0,2800.0,1.56,"""区县""",113.32353998097368,23.08898129664783,113.33009576578388,23.094762140621076
旺！旺！旺！江南西商场旁外卖铺招租，手续齐全,海珠,江南西,商业街店铺?1层,金谷广场,48.0,8000.0,5.56,"""购物""",113.28289417191604,23.10800255095258,113.28931766888063,23.114336878484257
江南西路地铁口珍珠铺型适合冷饮小食快餐咖啡蛋糕烘焙等,海珠,江南西,商业街店铺?1层,江南西路商铺,29.0,2.5,28.74,"""道路""",113.27712660139113,23.10100655381085,113.2835570484255,23.10734233568354
精装修餐饮店铺接手直接营业价格实惠D,海珠,东晓南,商业街店铺?1层,盈熙广场-广州市海珠区,530.0,4.8,3.02,"""购物""",113.293928148322,23.079931655031435,113.30039352576087,23.086188554854105
海珠553方联排精装修独栋。摄影，展厅，服装设计，展厅，电商,海珠,广州大道南,社区底商?1层,海珠同创汇(商业),553.0,7.19,4.33,"""区县""",113.32353998097368,23.08898129664783,113.33009576578388,23.094762140621076
急急急！急租！价格优惠，靓丽仓库,海珠,东晓南,社区底商?1层,宝通街-道路-广州市海珠区,26.6,1500.0,1.88,"""区县""",113.32353998097368,23.08898129664783,113.33009576578388,23.094762140621076
D海珠江南西棋牌室转让！D,海珠,江南西,临街门面?1层,棋胜会棋牌(江南西店)-广州市海珠区,480.0,3.0,2.08,"""休闲娱乐""",113.27410622877592,23.09854466228344,113.2805416980183,23.104868735700387
夫妻创业的项目 人流大 位置好 少 快包教技术,海珠,滨江西,档口摊位?1-3层,中山大学(广州校区南校园)-广州市海珠区,22.0,2700.0,4.09,"""教育""",113.30486447891907,23.102914604697515,113.31134308682005,23.109004301259846
业主直租！可以办证！闪电外卖厨房海珠区东晓南江泰路昌岗美团,海珠,东晓南,写字楼配套?2层,盈熙商贸中心(商业),25.0,4500.0,6.0,"""商务大厦""",113.29379744009137,23.08012627889386,113.30026240242585,23.08638470206457
乐峰广场附近茶饮旺铺招租，门面靓，地铁出口位置，人流量超高！,海珠,沙园,购物百货中心?1层,乐峰广场,30.0,3.5,38.89,"""商圈""",113.26662307438864,23.094223443655879,113.27307593956454,23.100484436332704
海珠赤岗生鲜店转让！围绕工业区，住宅区，人流密集,海珠,赤岗,临街门面?1层,粤湘西-广州市海珠区,70.0,1.43,6.81,"""区县""",113.32353998097368,23.08898129664783,113.33009576578388,23.094762140621076
艺苑南路路头位置，餐饮旺铺出租，人流旺！！,海珠,客村,临街门面?1层,艺苑南路,50.0,2.9,19.33,"""道路""",113.32858504437717,23.097685765205669,113.33514469328351,23.103405202078969
地铁口300米，意式网红街区260平方，诚招展厅，茶饮轰趴馆,海珠,赤岗,商业街店铺?1层,T28PARK公园里-广州市海珠区,260.0,2.08,2.67,"""商务大厦""",113.29095718250984,23.069601218458634,113.29741864792195,23.075890663983505
物业直租，地铁口127平方临街旺铺可明火，诚招火锅，鸡煲等,海珠,江南西,商业街店铺?1层,T28PARK公园里-广州市海珠区,127.0,1.02,2.67,"""商务大厦""",113.29095718250984,23.069601218458634,113.29741864792195,23.075890663983505
东晓南商圈，小区学校密集，地铁口临街商铺，诚招美容，教育培训,海珠,沥滘,临街门面?1层,T28PARK公园里-广州市海珠区,210.0,1.68,2.67,"""商务大厦""",113.29095718250984,23.069601218458634,113.29741864792195,23.075890663983505
地铁口300米，金碧商圈，精装烘琣店转租，无转让费，即租即用,海珠,昌岗,商业街店铺?1层,T28PARK公园里-广州市海珠区,133.0,1.06,2.67,"""商务大厦""",113.29095718250984,23.069601218458634,113.29741864792195,23.075890663983505
金碧商圈，创意园集群，临街商铺，诚招装修装饰展厅,海珠,江燕路,社区底商?1层,T28PARK公园里-广州市海珠区,266.0,2.13,2.67,"""商务大厦""",113.29095718250984,23.069601218458634,113.29741864792195,23.075890663983505
海珠区地铁口临近商铺，143方，诚招面食馆，轻食等,海珠,工业大道南,商业街店铺?1层,T28PARK公园里(商业),143.0,1.29,3.0,"""商务大厦""",113.29095718250984,23.069601218458634,113.29741864792195,23.075890663983505
东晓南商圈，路口位临街商铺，人流大，可明火，无入场费转让费,海珠,客村,社区底商?1层,T28PARK公园里-广州市海珠区,194.0,1.55,2.67,"""商务大厦""",113.29095718250984,23.069601218458634,113.29741864792195,23.075890663983505
物业直租，十字路口临街商铺，方正无梁柱，诚招健身瑜伽,海珠,赤岗,临街门面?1层,T28PARK公园里-广州市海珠区,216.0,1.73,2.67,"""商务大厦""",113.29095718250984,23.069601218458634,113.29741864792195,23.075890663983505
地铁口临街商铺，127平方精装商铺，带厨房带上下水，即租即用,海珠,东晓南,商业街店铺?1层,T28PARK公园里-广州市海珠区,127.0,1.02,2.67,"""商务大厦""",113.29095718250984,23.069601218458634,113.29741864792195,23.075890663983505
无转让费，正门口位置194平方，无柱户型方正，诚招瑜伽轰趴馆,海珠,中大,商业街店铺?1层,T28PARK公园里-广州市海珠区,194.0,1.55,2.67,"""商务大厦""",113.29095718250984,23.069601218458634,113.29741864792195,23.075890663983505
地铁口，物业直租，网红街区194方，方正无梁柱，健身瑜伽,海珠,昌岗,商业街店铺?1层,T28PARK公园里-广州市海珠区,194.0,1.55,2.67,"""商务大厦""",113.29095718250984,23.069601218458634,113.29741864792195,23.075890663983505
新出网红打卡，佛罗伦萨风格，194方，可做奶茶，泰式按摩,海珠,工业大道南,商业街店铺?1层,T28PARK公园里(商业),194.0,1.84,3.17,"""商务大厦""",113.29095718250984,23.069601218458634,113.29741864792195,23.075890663983505
免租期三个月，海珠区仑头工业区临街一楼商铺,海珠,官洲,商业街店铺?1层,粤科华南检测技术装备园(商业),77.0,6160.0,2.67,"""NoClass""",113.37768552523083,23.086483277468916,113.38417114121828,23.09261908142142
业主直租！可以办证！闪电外卖厨房海珠区东晓南江泰路昌岗美团,海珠,东晓南,写字楼配套?2层,盈熙商贸中心(商业),25.0,4500.0,6.0,"""商务大厦""",113.29379744009137,23.08012627889386,113.30026240242585,23.08638470206457
乐峰广场附近茶饮旺铺招租，门面靓，地铁出口位置，人流量超高！,海珠,沙园,购物百货中心?1层,乐峰广场,30.0,3.5,38.89,"""商圈""",113.26662307438864,23.094223443655879,113.27307593956454,23.100484436332704
海珠赤岗生鲜店转让！围绕工业区，住宅区，人流密集,海珠,赤岗,临街门面?1层,粤湘西-广州市海珠区,70.0,1.43,6.81,"""区县""",113.32353998097368,23.08898129664783,113.33009576578388,23.094762140621076
艺苑南路路头位置，餐饮旺铺出租，人流旺！！,海珠,客村,临街门面?1层,艺苑南路,50.0,2.9,19.33,"""道路""",113.32858504437717,23.097685765205669,113.33514469328351,23.103405202078969
餐饮旺地江南西400方起招火锅 川菜 烧烤 日料 椰子鸡,海珠,江南西,临街门面?3层,江南西站地铁(商业),410.0,13.0,10.57,"""乡镇""",108.28443207353958,22.80621750502378,108.29098525202569,22.811996048530383
明火！直租！闪电外卖厨房海珠区东晓南江泰路昌岗美团外卖档口！,海珠,江南西,商业街店铺?1层,江南西站地铁(商业),25.0,4500.0,6.0,"""乡镇""",108.28443207353958,22.80621750502378,108.29098525202569,22.811996048530383
海珠湾艺术园区508方带精装，摄影婚纱设计服装客户,海珠,南洲,其他?3层,BIG海珠湾艺术园区(商业),508.0,4.32,2.83,"""工业园区""",113.30127170603309,23.06161663423252,113.3077589169781,23.06777023422073
海珠工业大道1325方招教育 口腔 中医 医美 棋牌 健身,海珠,工业大道南,临街门面?2层,石溪村商铺,1325.0,8.61,2.17,"""村庄""",113.87766485496195,23.394135956893675,113.88408927486717,23.400473822937444
江燕路万科里江泰地铁海富花园首层临街旺铺出租,海珠,江燕路,购物百货中心?1层,万科里,265.0,3.0,3.77,"""购物""",113.28573912407809,23.08882028505267,113.29218378860414,23.095147119532986
宝岗大道20米展示面街铺，品牌连锁广告 推广,海珠,滨江西,商业街店铺?1层,宏宇广场群楼商铺,85.0,3.0,11.76,"""地产小区""",113.26959089613152,23.107317477071655,113.2760242915268,23.11360655878771
海珠区晓园路 大型市场出入口门面 适合早餐烘焙生鲜等,海珠,昌岗,临街门面?1层,晓园花苑商铺,20.0,1.0,16.67,"""地产小区""",113.28813488625953,23.091818938264074,113.29457994032535,23.0981300950072
免收中介费，前进路多个大型社区入口，宜烘焙便利店,海珠,前进路,临街门面?1层,前进路-道路-广州市海珠区,102.0,2.6,8.5,"""区县""",113.32353998097368,23.08898129664783,113.33009576578388,23.094762140621076
江南西路紫字内街旺铺出租，门面宽，有大外摆，设备齐！！！,海珠,江南西,临街门面?1层,江南西路商铺,107.0,2.65,8.26,"""道路""",113.27712660139113,23.10100655381085,113.2835570484255,23.10734233568354
外卖城 专业管理 可办证 手续齐全 欢迎咨询,海珠,前进路,商业街店铺?1层,金谷广场,30.0,5000.0,5.56,"""购物""",113.28289417191604,23.10800255095258,113.28931766888063,23.114336878484257
D海珠客村剧本杀转让！D,海珠,赤岗,其他?1-2层,月影假面实景剧本馆-广州市海珠区,600.0,4.6,2.56,"""区县""",113.32353998097368,23.08898129664783,113.33009576578388,23.094762140621076
海珠华洲路餐饮店转让！周边多市场 工厂等人流大 可空转 不限,海珠,华洲,商业街店铺?1-2层,华洲路-道路-广州市海珠区,330.0,1.05,1.06,"""区县""",113.32353998097368,23.08898129664783,113.33009576578388,23.094762140621076
业主直租免进场费无管理费海珠东晓南热门商圈可明火纯外卖旺铺,海珠,东晓南,写字楼配套?1层,海珠智汇科技园(商业),20.0,2900.0,4.83,"""工业园区""",113.29593801706936,23.081330008780875,113.30240776571719,23.087561567029146
海珠区东晓南地铁二号线侨港路美食街餐饮商铺出租,海珠,新港西,社区底商?1层,东晓南路商铺,400.0,7.5,6.25,"""道路""",113.29649478682426,23.086055743794995,113.30296286322245,23.092279218276294
物业直租，浪险夜市网红街区，带排烟可明火，诚招特色餐饮,海珠,工业大道南,商业街店铺?1层,T28PARK公园里(商业),128.0,1.02,2.67,"""商务大厦""",113.29095718250984,23.069601218458634,113.29741864792195,23.075890663983505
江南西临街头段，小吃茶饮旺铺！一手业主直租，条件可谈,海珠,江南西,商业街店铺?1层,江南西紫字小区商铺,35.0,3.0,28.57,"""城市""",113.27143134445974,23.135336306695007,113.27784997152557,23.141638642942163
江南大道临街一线餐饮街明火餐饮旺铺，川湘粤菜火锅必选！,海珠,江南大道中,商业街店铺?1-2层,江南大道南社区,450.0,7.5,5.56,"""地产小区""",113.28524494760433,23.125090941943208,113.29165921945445,23.131414193409936
海珠区客村全天人流旺的街铺，无可厚非，性价比,海珠,客村,临街门面?1层,客村花园商铺,50.0,2.5,16.67,"""地产小区""",113.32969038189951,23.096035641374536,113.3362538559898,23.10174481966294
海珠东晓南路 餐馆大排档125至320平方教育培训,海珠,东晓南,商业街店铺?1层,海珠智汇科技园(商业),125.0,1.88,5.0,"""工业园区""",113.29593801706936,23.081330008780875,113.30240776571719,23.087561567029146
海珠 沙园 地铁口旁旺铺转让D,海珠,沙园,临街门面?1层,龙凤街凤凰新村凤凰四街43号楼-广州市海珠区,78.0,2.0,8.55,"""地产小区""",113.26726644079466,23.098945977649817,113.27371306455757,23.10521323109425
黄埔古港石基村临街商铺物业直租,海珠,琶洲,临街门面?1层,黄埔古港石基村,55.0,1.2,7.27,"""村庄""",113.39819698408613,23.093901981125133,113.40463416198529,23.100241913564579
江南西旺临街旺铺出租，门面靓，人流高，靠近写字楼！！,海珠,江南西,临街门面?1-2层,江南西站地铁(商业),100.0,8.0,26.67,"""乡镇""",108.28443207353958,22.80621750502378,108.29098525202569,22.811996048530383
江南西可明火餐饮铺！门面宽！带外摆！,海珠,江南西,商业街店铺?1层,青柳大街-道路-广州市海珠区,100.0,2.0,6.67,"""区县""",113.32353998097368,23.08898129664783,113.33009576578388,23.094762140621076
海珠区东晓南 靓丽实惠仓库 人流量超广,海珠,东晓南,社区底商?1层,侨诚花园宝通街小区-广州市海珠区,24.4,1500.0,2.05,"""地产小区""",113.2964902952967,23.07630171804298,113.30296384819329,23.08252636626875
免租期三个月 官洲仑头商业街商铺220 17600元,海珠,官洲,商业街店铺?1层,粤科华南检测技术装备园(商业),220.0,1.76,2.67,"""NoClass""",113.37768552523083,23.086483277468916,113.38417114121828,23.09261908142142
江南西路地铁二号线单价一百元便宜商铺出租百业佳宜,海珠,江南西,购物百货中心?1层,富力海珠城(商业),100.0,2.9,9.67,"""购物""",113.28032295205567,23.101721494382283,113.28675189229478,23.10806092691831
地铁附近！实惠大面积仓库，交通便利,海珠,东晓南,社区底商?1层,侨诚花园宝通街小区-广州市海珠区,65.3,4500.0,2.3,"""地产小区""",113.2964902952967,23.07630171804298,113.30296384819329,23.08252636626875
地铁站附近人流量密集临街铺,海珠,昌岗,社区底商?1层,翠城花园商铺,116.0,1.74,5.0,"""地产小区""",113.27742456932869,23.08936161378785,113.28386628981363,23.09570047258085
江泰地铁口南泰路临街超宽广告位旺铺带精装出租,海珠,昌岗,临街门面?1层,南泰路商铺,265.0,3.5,4.4,"""道路""",113.20616716119727,23.342566632336774,113.21271698527332,23.348311726124359
海珠区太古仓码头622方招餐吧 酒吧 名酒展厅 威士忌吧,海珠,沙园,临街门面?1层,太古仓商铺,622.0,7.0,3.75,"""购物""",113.25912743355475,23.094575572220934,113.2656010594866,23.10073296417879
临街餐饮旺铺，带装修，可明火，意向快餐粉面低成本投入,海珠,东晓南,临街门面?1层,东晓南-地铁站-广州市海珠区,127.0,1.02,2.67,"""NoClass""",113.2973279651845,23.080132050067186,113.3038022247703,23.08634482730098
年底特惠，意式网红街区，10至2000平方，低至68元起,海珠,南洲,临街门面?1层,T28PARK公园里-广州市海珠区,194.0,1.32,2.27,"""商务大厦""",113.29095718250984,23.069601218458634,113.29741864792195,23.075890663983505
地铁口，金碧商圈，网红街区194平方带上下水，诚招健身瑜伽等,海珠,南洲,商业街店铺?1层,T28PARK公园里-广州市海珠区,194.0,1.55,2.67,"""商务大厦""",113.29095718250984,23.069601218458634,113.29741864792195,23.075890663983505
物业直租，浪险夜市网红街区，带排烟可明火，诚招特色餐饮,海珠,工业大道南,商业街店铺?1层,T28PARK公园里(商业),128.0,1.02,2.67,"""商务大厦""",113.29095718250984,23.069601218458634,113.29741864792195,23.075890663983505
江泰地铁口南泰路临街超宽广告位旺铺带精装出租,海珠,昌岗,临街门面?1层,南泰路商铺,265.0,3.5,4.4,"""道路""",113.20616716119727,23.342566632336774,113.21271698527332,23.348311726124359
佛罗伦萨风格，194平方，适合行业   奶茶  花艺 美容店,海珠,广州大道南,商业街店铺?1层,海珠同创汇(商业),194.0,1.55,2.67,"""区县""",113.32353998097368,23.08898129664783,113.33009576578388,23.094762140621076
海珠区太古仓码头622方招餐吧 酒吧 名酒展厅 威士忌吧,海珠,沙园,临街门面?1层,太古仓商铺,622.0,7.0,3.75,"""购物""",113.25912743355475,23.094575572220934,113.2656010594866,23.10073296417879
琶洲新村商业区铺物业直租,海珠,琶洲,临街门面?1层,琶洲1号,150.0,5.1,11.33,"""餐饮""",113.38972982584353,23.107516335004588,113.39616277169978,23.113806963102826
海珠石溪佛罗伦萨小镇，临街商铺，216方，诚招火锅店，鸡煲,海珠,工业大道南,临街门面?1层,一号汇创(商业),216.0,1.73,2.67,"""NoClass""",113.62124408620675,23.13037162729362,113.6276859579793,23.136556924251026
滨江东425方招各类教育，舞蹈，瑜伽，牙科口腔，中医，健身,海珠,滨江东,社区底商?2层,江畔华庭商铺,425.0,5.1,4.0,"""地产小区""",113.32136482401255,23.110400614086843,113.32789353594876,23.116207973764128
业主直租海珠东晓南可明火大丰窝美团饿了么外卖厨房旺铺直租,海珠,客村,写字楼配套?2层,海珠智汇科技园(商业),20.0,2900.0,4.83,"""工业园区""",113.29593801706936,23.081330008780875,113.30240776571719,23.087561567029146
海珠 昌岗  早餐中餐甜品 出租D,海珠,昌岗,其他?1层,昌岗-地铁站-广州市海珠区,42.0,8500.0,6.75,"""乡镇""",113.2924150425215,23.0949456511064,113.29886501366659,23.101217256482899
年底免租，网红咖啡厅转租，无转让费，咖啡茶饮可合作营业,海珠,工业大道南,写字楼配套?2层,T28创展中心(商业),78.0,6240.0,2.67,"""商务大厦""",113.33641440570789,23.13775074118889,113.34296459458422,23.143413030878109
赤岗小学临街餐饮店铺转让租金可谈D,海珠,赤岗,临街门面?1层,赤岗小学(赤岗东路)-广州市海珠区,132.0,1.8,4.55,"""道路""",113.33630993277711,23.09781142132238,113.34288017715338,23.1034781956331
滨江东 一线临街 一拖二楼 除餐饮外,海珠,滨江东,临街门面?1-2层,来电(德伦口腔滨江精品院)-广州市海珠区,600.0,8.5,4.72,"""医疗""",113.31351210673857,23.108404087032786,113.32001643579031,23.114340223620915
诚招教育培训运动家居娱乐餐饮医美等,海珠,客村,商业街店铺?1-5层,新港中路,1500.0,12.0,2.67,"""道路""",113.33130511346046,23.101939474451055,113.33786537307199,23.107633705480994
160方商铺可外摆清吧，日韩料理，餐饮，花店，西餐，音乐餐厅,海珠,江南西,社区底商?1层,江南西站地铁(商业),160.0,3.2,6.67,"""乡镇""",108.28443207353958,22.80621750502378,108.29098525202569,22.811996048530383
东晓南地铁口一拖二旺铺商业产权,海珠,东晓南,商业街店铺?1-2层,东晓南,2200.0,19.8,3.0,"""NoClass""",113.2973279651845,23.080132050067186,113.3038022247703,23.08634482730098
江南大道中市二宫地铁全首层前进路超市明火餐饮商铺出租,海珠,江南大道中,社区底商?1层,市二宫小区商铺,450.0,9.5,7.04,"""地产小区""",113.27557900065905,23.11239603085409,113.28199966777997,23.11872437658382
国有物业（带车位）滨江东路720号志富商业街听涛雅苑临街底商,海珠,滨江东,社区底商?1层,听涛雅苑商铺,36.0,1.3,12.04,"""地产小区""",113.3132000354045,23.108074764381074,113.31970355591825,23.11401643277379
