标题,行政区,地标,具体位置,地址,建筑面积,万/月,元每平方米每天,等级,百度地图经度,百度地图纬度,GCJ02经度,GCJ02纬度
转让！微凤凰品质生活馆，租金便宜只需1000元，居民多人气旺,花都,新区,临街门面?1层,新华莲塘润龙大街,50.0,1000,0.67,"""生活服务""",113.27015278622781,23.13733060067761,113.27657422803179,23.143622523360123
临街商铺酒店餐饮教育培训行业,花都,花城街,临街门面?1层,金宝酒店,1200.0,3.6,1,"""宾馆""",113.24084655711052,23.41354352859303,113.24739170121706,23.419389507735496
大型社区底商超市转让生意稳定房租可谈D,花都,镜湖大道,社区底商?1层,朗悦君廷-广州市花都区,235.0,1.9,2.7,"""地产小区""",113.25701821221802,23.35903573219703,113.26347658882503,23.365154405309427
花都6年烧烤老店诚心转让 客源稳定 可外摆D,花都,旧区,商业街店铺?1层,凤华路7号-,90.0,8600,3.19,"""门址""",113.2113126973771,23.39629482676509,113.21787197306125,23.40198894646232
花都餐饮低价整转，月营23万附近是学校，小区住宅环绕人流大,花都,花城街,临街门面?1层,芙蓉苑-广州市花都区,80.0,4500,1.88,"""区县""",113.22657580629208,23.411161504875748,113.23315272294109,23.416843995327235
花都区花山镇冷饮店 带二层阁楼 人流量大 稳定客源 装修崭新,花都,花山,临街门面?1层,客来香木桶饭-广州市花都区,56.0,4500,2.68,"""餐饮""",113.28224999703504,23.45893222458439,113.28868120192303,23.465269942211387
花都镜湖大道母婴游泳馆转让（目前也在招工）！周边都是大型住宅,花都,镜湖大道,临街门面?1层,云峰花园-广州市花都区,117.0,6180,1.76,"""地产小区""",113.25224093368699,23.384737294066534,113.25871868186226,23.390774169088649
一部手机即可管理一家无人自助售货店，全程扶持，轻松开店,花都,炭步,临街门面?1层,广东省广州市花都区花都牡丹街,20.0,700,1.17,"""区县""",113.22657580629208,23.411161504875748,113.23315272294109,23.416843995327235
80平带阁楼商业街店铺，配套服务齐全！欢迎骚扰！,花都,建设路,商业街店铺,金满城,80.0,5300,2.21,"""NoClass""",113.2065677578444,23.409145816807649,113.21313034505696,23.41488865317032
花都湖正门220方商铺出租，带隔间,花都,旧区,商业街店铺?8层,美都商务(商业),220.0,1.28,1.94,"""商务大厦""",113.23581002760939,23.38917413604295,113.24234697758472,23.394942155102279
广州花都外卖店转让！周边客源稳定人流密 外卖日80150单,花都,花东,临街门面?1层,哈喽窑鸡(花都店)-广州市花都区,40.0,2200,1.83,"""餐饮""",113.20620385428242,23.399910497514925,113.21275642916359,23.405655681524768
花都炭步市场附近临街奶茶店旺铺转让，有三层独栋，可做餐饮,花都,炭步,临街门面?1-3层,南街路-道路-广州市花都区,70.0,6500,3.1,"""区县""",113.22657580629208,23.411161504875748,113.23315272294109,23.416843995327235
花都理工大学门口经营中旺铺转让（行业不限）D,花都,狮岭,商业街店铺?1层,广州城市理工学院-广州市花都区,77.0,9500,4.11,"""教育""",113.1790421499084,23.440750952826308,113.18552054227756,23.446938679443023
骏威小学附近物业直租教培月子中心商务酒店,花都,雅瑶,临街门面?2-4层,享当鲜-广州市花都区,600.0,1.8,1,"""区县""",113.22657580629208,23.411161504875748,113.23315272294109,23.416843995327235
金满城临街商铺 办公室汽修美容物流招租,花都,花城街,写字楼配套?1-2层,金满城,200.0,1.25,2.08,"""NoClass""",113.2065677578444,23.409145816807649,113.21313034505696,23.41488865317032
花都镜湖大道烘焙店转让！属于小区商铺，带店内设备整转,花都,镜湖大道,临街门面?1层,朗悦君廷-广州市花都区,90.0,6800,2.52,"""地产小区""",113.25701821221802,23.35903573219703,113.26347658882503,23.365154405309427
花都区宵夜店转让！三门面 大型住宅区环绕入住率高 稳定客源,花都,铁路西,临街门面?1层,雅居乐锦城花漾集茶碑路商铺,200.0,2,3.33,"""地产小区""",113.19672295827215,23.42234248793394,113.20326521732538,23.42822913233972
花都秀全街小吃店转让！店铺精装修， 商业街商铺,花都,秀全,临街门面?1层,雅居乐汇通广场-广州市花都区,35.0,5500,5.24,"""NoClass""",113.19490236249568,23.428835251837407,113.20143975510503,23.43475308503057
免收中介费！花都新华商业街品牌林立，超低租金,花都,建设路,商业街店铺?1层,新中路商铺,600.0,面议,建筑面积,"""道路""",113.21640528114203,23.377758862971363,113.22295618270457,23.383421497011914
广州花都超市整转，租金便宜日营可观，周边住宅密集客源稳定,花都,花城街,临街门面?1层,曙光路-道路-广州市花都区,67.0,4520,2.25,"""区县""",113.22657580629208,23.411161504875748,113.23315272294109,23.416843995327235
花都区猪脚饭店转让商业步行街，租金便宜，有外摆空间接手可营业,花都,花城街,商业街店铺?1层,凤凰商业步行街-广州市花都区,60.0,2100,1.17,"""区县""",113.22657580629208,23.411161504875748,113.23315272294109,23.416843995327235
花都宝华路名扬大厦二楼养生馆（1万）转让!租金便宜，可空转,花都,建设路,临街门面?1层,名扬大厦-广州市花都区,100.0,3000,1,"""商务大厦""",113.23731046730222,23.399120474602165,113.24385284946341,23.404910820294569
花都区源和农家乐饭店低价租！周边游玩地段多 人流量大 显眼,花都,花山,临街门面?1层,客家乡味农庄-广州市花都区,500.0,6250,0.42,"""地产小区""",113.20721606493074,23.373006656392325,113.21375170835515,23.378736325851734
新档口出租免进场费 无需装修直接入驻 特色小吃加盟 日均五千,花都,镜湖大道,档口摊位?1-3层,广东第二师范学院(花都校区)-广州市花都区,25.0,1900,2.53,"""教育""",113.19178254746055,23.41108398536336,113.19829983222326,23.417054558644979
花都区文具店转让！周边涵盖着许多楼盘和学校，周边没有竞争,花都,新区,临街门面?1层,花都尚品雅居二期-广州市花都区,61.0,5000,2.73,"""地产小区""",113.18376795553373,23.432366050622215,113.19026485638959,23.438478917075199
商铺出租，办公展厅直播仓储均可,花都,建设路,商业街店铺?1层,金满城,40.0,2500,2.08,"""NoClass""",113.2065677578444,23.409145816807649,113.21313034505696,23.41488865317032
花都临街商铺出租，创意办公室，直播间，茶叶市场,花都,花城街,写字楼配套?1层,金满城,80.0,5000,2.08,"""NoClass""",113.2065677578444,23.409145816807649,113.21313034505696,23.41488865317032
无人便利店，不需要人工看守，工作开店两不误，好操作方便管理,花都,狮岭,社区底商?1层,广东省广州市花都区碧秀路,20.0,600,1,"""道路""",113.23441648627224,23.401164342311838,113.24096881397614,23.40691715664047
花都临街教育培训机构，近学校，居民家属区,花都,花城街,写字楼配套?2-4层,凤凰北路38号,900.0,2.7,1,"""门址""",113.6435463170956,23.171288062144755,113.6499889175165,23.17762535864854
花都区五华云吞店转让 位置优越 装修精美 周边人流密集老客多,花都,新区,临街门面?1层,正果云吞(花城路店)-广州市花都区,60.0,6000,3.33,"""餐饮""",113.2150107516688,23.39536324014137,113.22157384739717,23.401034145726127
品牌茶业茶具店，金满城商铺招租了！位置超棒，快看过来！,花都,建设路,商业街店铺?1层,金满城,40.0,2500,2.08,"""NoClass""",113.2065677578444,23.409145816807649,113.21313034505696,23.41488865317032
金满城茶文化街，临街店铺年终招租！,花都,建设路,临街门面?1层,金满城,80.0,5000,2.08,"""NoClass""",113.2065677578444,23.409145816807649,113.21313034505696,23.41488865317032
小型临街店面招租，简单布置即可入驻！,花都,旧区,临街门面?1层,金满城,40.0,2500,2.08,"""NoClass""",113.2065677578444,23.409145816807649,113.21313034505696,23.41488865317032
花都金满城临街商铺出租 带装修 简单布置即。,花都,花城街,写字楼配套?1层,金满城,80.0,5000,2.08,"""NoClass""",113.2065677578444,23.409145816807649,113.21313034505696,23.41488865317032
金满城商圈 40平精装修商铺 采光好 即租即用,花都,旧区,临街门面?1层,金满城,40.0,2500,2.08,"""NoClass""",113.2065677578444,23.409145816807649,113.21313034505696,23.41488865317032
茶酒业旺铺招租，筑梦金满城！,花都,旧区,商业街店铺?1层,金满城,80.0,5000,2.08,"""NoClass""",113.2065677578444,23.409145816807649,113.21313034505696,23.41488865317032
精美复古式装修店面，欢迎入驻！,花都,旧区,临街门面?1层,金满城,40.0,2500,2.08,"""NoClass""",113.2065677578444,23.409145816807649,113.21313034505696,23.41488865317032
茶文化街临街商铺招租 房型方正 采光佳 价格实惠,花都,建设路,写字楼配套?1-2层,金满城,40.0,2500,2.08,"""NoClass""",113.2065677578444,23.409145816807649,113.21313034505696,23.41488865317032
40至200平方茶业街旺铺招租！（可单间或整租）,花都,旧区,临街门面?1层,金满城,40.0,2500,2.08,"""NoClass""",113.2065677578444,23.409145816807649,113.21313034505696,23.41488865317032
精装升级2.0版本商铺！茶酒不分家！（单间或整租）,花都,新区,临街门面?1层,金满城,40.0,10,83.33,"""NoClass""",113.2065677578444,23.409145816807649,113.21313034505696,23.41488865317032
花都金满城商圈 精装修40平商铺出租 可茶业办公仓储,花都,新区,临街门面?1-2层,金满城,40.0,2650,2.21,"""NoClass""",113.2065677578444,23.409145816807649,113.21313034505696,23.41488865317032
40平方低调奢华小商铺招租！便利店养生馆商业办公等均可！,花都,旧区,商业街店铺?1层,金满城,40.0,2500,2.08,"""NoClass""",113.2065677578444,23.409145816807649,113.21313034505696,23.41488865317032
交叉路口临街店面招租，欢迎致电！,花都,新区,临街门面?1-2层,金满城,40.0,2500,2.08,"""NoClass""",113.2065677578444,23.409145816807649,113.21313034505696,23.41488865317032
商铺适宜汽车4S店，二手车，其他行业也适合,花都,花城街,商业街店铺?1层,金辉百货(芙蓉大道店),3000.0,16.5,1.83,"""购物""",113.22563698720392,23.444243964509849,113.23221866375049,23.44992195441839
转让经营中汽修厂，另有发展,花都,建设路,临街门面?1层,建设北路138号,380.0,1.8,1.58,"""门址""",113.21190423155521,23.402539727089903,113.21847082184289,23.408230687769174
位于白云机场北出口，交通方便,花都,花东,其他,三凤村东兴庄一街,350.0,9000,0.86,"""道路""",113.32527523772673,23.443141306544399,113.33184080842053,23.44890059756588
直租 花都雅宝600平方商铺 教育培训直播办公等 即租即用,花都,秀全,其他?1层,恒河沙物业管理公司雅宝仓,600.0,1.8,1,"""NoClass""",113.29205033048456,23.25152730876971,113.2984744767284,23.257797738808706
融创天瑞小区门口，居民区人流量稳定,花都,花城街,商业街店铺?1层,紫娇东街,30.0,6000,6.67,"""道路""",113.23091668800652,23.4278125433343,113.2374952555958,23.433530874209294
办公楼底商商铺（适合做早餐及烧腊）,花都,花东,社区底商?1层,品晟烧味店,120.0,1.1,3.06,"""餐饮""",113.26117152774204,23.412063546733987,113.26764431171962,23.418253548450808
村集体经济的房子好用,花都,狮岭,临街门面?1-2层,启源电脑绣花厂(平东社东街店),50.0,1035,0.69,"""NoClass""",113.19298061751883,23.477186704620804,113.19947622604468,23.483130741857445
一幢二层带有宽敞的后院，设备齐全，,花都,新区,商业街店铺,名晟烧腊店,85.0,3100,1.22,"""餐饮""",113.25084505675548,23.400535514363246,113.25734250068118,23.40655065591065
旺铺转让，小孩要回老家读书,花都,狮岭,临街门面?1层,康健东路18号,80.0,5600,2.33,"""门址""",113.18866183411993,23.461396088678229,113.19515547630954,23.467419564913244
学校2万人左右，周边无餐饮街，食堂位置,花都,花都,档口摊位?1层,广东工业大学大学城校区工学三号馆,20.0,1,16.67,"""教育""",113.39959744237572,23.045704807207508,113.40603408782234,23.052046102491695
PZJ广州市160平欢茶饮品店铺转|奶茶店转让,花都,山前大道,临街门面?1层,云山大道63号,100.0,4000,1.33,"""门址""",113.22699432682905,23.393267954473328,113.23355309045539,23.398949401674949
广州市160平欢茶饮品店铺转让|茶饮品店铺转让|餐饮店转让,花都,花山,临街门面?1层,云山大道63号,160.0,4000,0.83,"""门址""",113.22699432682905,23.393267954473328,113.23355309045539,23.398949401674949
高档小区门口、离地铁口几百米大型小区人流量多（个人房源）,花都,旧区,商业街店铺?1层,天马河壹号,80.0,4300,1.79,"""地产小区""",113.1904193688496,23.38312098745995,113.19690576593404,23.389110403483035
商业大道旺铺出租，主业放租免中介。,花都,旧区,临街门面?1层,商业大道,70.0,4500,2.14,"""道路""",113.2580286262553,23.40268018334281,113.26450271349913,23.40881941302239
出租花都近岐山蔬菜批发市场临街门面,花都,秀全,临街门面?1层,恒河沙物业公司,50.0,2500,1.67,"""NoClass""",113.16501510937472,23.374308942172417,113.17142829958026,23.38063285636501
出租花都秀全近岐山批发市场的门面100方,花都,秀全,临街门面?1层,花岐大街6号,100.0,4600,1.53,"""门址""",113.16503945345404,23.374127487093518,113.17145262666881,23.380451280368438
电商、公司办公，宽敞明亮，私家停车位,花都,新区,社区底商,佳佳幼儿园,100.0,2800,0.93,"""教育""",113.2439201094119,23.39328818692233,113.25043533269865,23.39918046051164
转让花都新区临街门面,花都,新区,临街门面?1层,百莲凯美容养生养发SPA馆(联乡路店),120.0,5000,1.39,"""休闲娱乐""",113.25071947364524,23.38630672851801,113.25720396064509,23.392316866626364
个人转让花都新区临街门面,花都,新区,临街门面?1-2层,田美上庄一街,170.0,1,1.96,"""道路""",113.23049574204467,23.406516471204747,113.23706217570175,23.4122281516895
个人花都区曙光路包原味骏壹万邦店转让,花都,新区,临街门面?1层,曙光路80号,50.0,7000,4.67,"""门址""",113.23530994093216,23.41055428128435,113.24186907053078,23.416320127988788
房东直租全新家私家电人可办公可注册清塘地铁站,花都,新区,写字楼配套?1层,绿地空港国际中心1栋,70.0,2500,1.19,"""楼号""",113.26896468736071,23.376412243634478,113.2753874488453,23.382693070145
旺铺出租   交通便利    配套完善   房东直租,花都,花东,商业街店铺?1层,乐学儿童成长中心,292.0,1.75,2,"""教育""",113.36438710029606,23.461288100318617,113.37090616904296,23.467189309471605
中地铁口公寓转让，全新装修，地铁口不到100米，位置好。,花都,花都,其他?1-7层,新华街道,1000.0,1.7,0.57,"""乡镇""",113.22001655912149,23.37605589058075,113.22656807630334,23.381712388191155
城市理工学院校内店，在校学生25000左右,花都,狮岭,商业街店铺?1层,广州城市理工学院,55.0,1,6.06,"""教育""",113.1790421499084,23.440750952826308,113.18552054227756,23.446938679443023
城市理工学院校内店，在校学生25000左右,花都,狮岭,商业街店铺,广州城市理工学院,55.0,1,6.06,"""教育""",113.1790421499084,23.440750952826308,113.18552054227756,23.446938679443023
手撕鸡档带技术转让，有更好发展，不做这行了，,花都,镜湖大道,档口摊位,石塘村委会(镜湖大道南),1.0,300,10,"""NoClass""",113.25158535032601,23.35559543785127,113.25806526516596,23.361620663984206
40平方左右，档口十仓库，年销售额500/600万左右,花都,花都,档口摊位,广州市花都雅瑶综合批发市场,40.0,5000,4.17,"""NoClass""",113.22472053592294,23.372617701433908,113.2312691190348,23.3782843447112
临街铺面  道路宽敞   交通便利   环境优雅,花都,花东,商业街店铺?1层,乐学儿童成长中心,276.0,1.66,2,"""教育""",113.36438710029606,23.461288100318617,113.37090616904296,23.467189309471605
方正，免转让费，实用，临街，好用，超实用,花都,花东,商业街店铺?1层,象山酒庄,300.0,6500,0.72,"""购物""",113.3419600947719,23.445378607495049,113.34854363201834,23.451043178013948
在一手房东租过来的。。,花都,镜湖大道,临街门面?1层,东莞一队一巷,120.0,2750,0.76,"""道路""",113.25632714578942,23.37313122125441,113.26278501401358,23.37923774695355
便利店低价转让，欢迎上门洽谈,花都,新区,临街门面,好又佳超市(茶园店),50.0,1500,1,"""购物""",113.21751603590474,23.40471545547053,113.22409044331484,23.410379661022586
花都雅居乐锦城，四个大型小区，购物中心。独立厕所，厨房阁楼,花都,秀全,临街门面?1层,扶顺堂(雅居乐店),55.5,4200,2.52,"""休闲娱乐""",113.19603171218246,23.420969135166037,113.2025709716068,23.42686726822466
临街商铺（本店新装修）特殊情况转让,花都,镜湖大道,临街门面?1层,裕足堂,60.0,3900,2.17,"""休闲娱乐""",113.30249951000372,23.280623780392977,113.30897342067382,23.286753996910709
急转花都狮岭岭南工业区（穆丝美尚美容）旺铺转让,花都,狮岭,临街门面?1层,岭南工业区,35.0,1833,1.75,"""城市""",113.27143134445974,23.135336306695007,113.27784997152557,23.141638642942163
6年老店 设备齐全 位置优越 有意详谈,花都,镜湖大道,社区底商?1层,云峰花园-一期,95.0,6000,2.11,"""地产小区""",113.25320113244628,23.38388399015449,113.25967479403593,23.38993764943436
可以做美容院，歺饮美食。,花都,秀全,商业街店铺?1层,重庆人家餐馆,145.0,5000,1.15,"""餐饮""",113.16949963014017,23.41252542623753,113.1759498465342,23.418826266092915
美容养生馆转让，私人原因要离开花都，忍痛割爱转让此店,花都,花都,商业街店铺?1层,舒心阁,70.0,3500,1.67,"""休闲娱乐""",113.23435531166702,23.39042269374387,113.24089716084683,23.39617257242603
位置好，铺租便宜，个人原因忍痛转让,花都,秀全,社区底商?1层,万科天景花园,32.0,3100,3.23,"""地产小区""",113.18885523929616,23.379524590181704,113.1953338367851,23.38554137860593
五星店铺包教运营女仆店转让，奶茶街人流量大，客源稳定交通便利,花都,新区,商业街店铺?3层,宝华路91号,150.0,4600,1.02,"""门址""",113.2359256395285,23.39886136130504,113.24247164572417,23.404632829993934
档口位于商业街主街道学校，人民医院后面为商业步行街,花都,狮岭,商业街店铺,康政西路,60.0,6250,3.47,"""道路""",113.16386896137493,23.469207147835104,113.1702909136758,23.475537814111889
东方文德森岛湖旁 独栋商业 不分租,花都,狮岭,临街门面,东方文德森岛湖,6750.0,20.25,1,"""地产小区""",113.19896503899376,23.436266124107516,113.2055153836694,23.44211634295122
快餐饭店低价转让暴利,花都,花东,商业街店铺?1层,凤凰商业步行街,108.0,6500,2.01,"""城市""",113.27143134445974,23.135336306695007,113.27784997152557,23.141638642942163
宾馆转让，全新空调，,花都,狮岭,其他,狮岭(国际)皮革皮具城(宝峰南路店),2000.0,1.67,0.28,"""购物""",113.1823462972341,23.453936642787704,113.18882496208947,23.46007036910558
因小孩回家读书 4年店转让营业中 客源稳定  非诚勿扰,花都,新区,临街门面,广州市花都区莲塘润龙里,32.0,1400,1.46,"""地产小区""",113.2484900590313,23.39898913531821,113.25499456686127,23.40496208874665
副业!创意园区临街商铺，可外摆好停车，灯光夜市,花都,狮岭,商业街店铺?1层,上智1号创意园,70.0,3988,1.9,"""NoClass""",113.18906400549662,23.472717049466199,113.19554845839514,23.478731175856077
锦颐雅居小区一楼商铺,花都,新区,社区底商?1层,锦颐雅居,122.0,9500,2.6,"""地产小区""",113.21509357543678,23.420497585869599,113.22167874137647,23.426172647158475
锦颐雅居小区一层商铺,花都,新区,社区底商?1层,锦颐雅居,560.0,2.8,1.67,"""地产小区""",113.21509357543678,23.420497585869599,113.22167874137647,23.426172647158475
本店已经经营7年，位置好，人流大，客源稳定，,花都,狮岭,临街门面?1层,合成市场,60.0,1800,1,"""NoClass""",113.18803778128235,23.458806995496084,113.19453178591621,23.46484207492326
旺铺直租、地铁口、房东直租，,花都,新区,临街门面?1层,花都广场(地铁A出口),65.0,3500,1.79,"""商圈""",113.22753061521832,23.405055977194715,113.23410056663323,23.410743419357453
转让商铺。另有发展。,花都,狮岭,商业街店铺?1层,民容路,70.0,2100,1,"""道路""",113.17527384812584,23.470359805501777,113.18171466929566,23.476594322988004
出租或转让十字路口多门面停车场汽修美容店,花都,秀全,临街门面?1层,万科天景花园-南门,500.0,9500,0.63,"""地产小区""",113.18885523929616,23.379524590181704,113.1953338367851,23.38554137860593
旺铺低价转让，房租便宜，人流量大，带小孩回老家发展,花都,狮岭,临街门面,西瓜岭,60.0,1410,0.78,"""NoClass""",113.39454716880029,23.667931724431854,113.40099850228133,23.674262199225287
清货公司免费上门评估高价承接超市、百货、商场等短期清货,花都,建设路,购物百货中心?1层,建设路,200.0,3800,0.63,"""道路""",113.84467728003544,23.292517021891979,113.85120844552093,23.29842550805105
合成临街铺面，人流量大，生意稳定，可外摆,花都,狮岭,档口摊位,顺昌平价百货(祥丰北路店),25.0,1000,1.33,"""购物""",113.1744899867381,23.458647040231715,113.18094029833206,23.46489373166852
ZY教育2900方  租金：12万/可分租,花都,花城街,临街门面?1层,精英教育(龙珠路),2900.0,12,1.38,"""道路""",113.22148250388274,23.40376626825223,113.22805634064594,23.409428419702409
ZY教育2900方  租金：12万/可分租,花都,花城街,临街门面?1层,精英教育(龙珠路),2900.0,12,1.38,"""道路""",113.22148250388274,23.40376626825223,113.22805634064594,23.409428419702409
出租花都雅瑶政府旁商铺（可作工作室办公室小仓库送二层2房）,花都,旧区,临街门面?1-2层,镇前路28,60.0,1600,0.89,"""门址""",113.22608613995875,23.364995692959338,113.23263378667615,23.370669212375384
铺面出租 MDL出租 步行街商圈,花都,旧区,商业街店铺?1-2层,秀全大道32号,500.0,5.8,3.87,"""门址""",113.2153542636957,23.383272991285659,113.22190730392049,23.388940237132393
建设路和秀全路交界旺铺,花都,旧区,商业街店铺?1层,麦当劳(秀全大道餐厅),37.0,1.2,10.81,"""乡镇""",113.15133355714009,23.366605256414695,113.15775127297172,23.372906376152235
营业中稳定客源大多是老板。小区7000多户，有12年成熟小区,花都,秀全,临街门面,雅居乐锦城,56.0,4300,2.56,"""地产小区""",113.19672295827215,23.42234248793394,113.20326521732538,23.42822913233972
13万方写字楼商圈临街旺铺,花都,新区,临街门面?1-2层,2025PARK产业园,1600.0,9.6,2,"""NoClass""",113.24682603790517,23.378496105902994,113.25331995937387,23.384436254537193
新区旺铺，大小可分租,花都,新区,临街门面?1层,广州花都希尔顿欢朋酒店,600.0,8.1,4.5,"""宾馆""",113.23491531532176,23.416115279550323,113.24147984171242,23.421877035312929
邻街道工业园和住宅楼旁,花都,狮岭,临街门面?1层,群生大药房(迳口路店),120.0,6800,1.89,"""医疗""",113.1745883511914,23.454724179630568,113.18104287648731,23.460970484625027
营业中发廊转让 十年老店 大型超市一楼 位置好,花都,新区,购物百货中心,大华市场,80.0,4500,1.88,"""NoClass""",113.21291877779784,23.410133849426847,113.21949414691875,23.4158193392208
花都炭步附近一楼120平出租 水电齐全交通方便,花都,炭步,商业街店铺?1层,炭步镇,120.0,2232,0.62,"""乡镇""",113.11235455395566,23.347865685249589,113.11890260532029,23.353593287178133
花都镜湖大道商圈一楼150平出租 适合小型加工厂,花都,镜湖大道,商业街店铺?1层,镜湖大道南,150.0,2925,0.65,"""道路""",113.25519034016692,23.389292549278609,113.2616610899917,23.3953816025183
花都旧区附近马路边一楼180平方出租，水电齐全,花都,旧区,商业街店铺?1层,花都旧区,180.0,3564,0.66,"""地产小区""",113.21143270837912,23.383224544675327,113.21798084155702,23.388915399018189
花都狮岭商圈主道边一楼150平出租 有现成装修,花都,狮岭,商业街店铺?1层,狮岭镇,150.0,2745,0.61,"""乡镇""",113.1580058111438,23.46698674694006,113.16442878776913,23.473322919147127
花都建设路中心出租一楼180平方商铺适合仓库,花都,建设路,商业街店铺?1层,建设路,180.0,3456,0.64,"""道路""",113.84467728003544,23.292517021891979,113.85120844552093,23.29842550805105
花都花山附近出租一楼118平方 水电齐全,花都,花山,商业街店铺?1层,花山,118.0,2230.2,0.63,"""区县""",118.49960562874881,31.725472572000724,118.50621410319585,31.731120714596327
货品设备齐全，价格可谈,花都,雅瑶,商业街店铺,自由人花园,96.0,6000,2.08,"""地产小区""",113.2313289204049,23.34981338693339,113.23787737501178,23.355529738525477
位居四角围驾照附近，周边大量工业区,花都,炭步,临街门面?1层,炭步民安北路,200.0,7500,1.25,"""道路""",113.13419721174575,23.3691372081163,113.14066236174024,23.375207156375497
宠物店转让，小区底商，地铁口,花都,花城街,社区底商?1-2层,大运家园,160.0,8300,1.73,"""地产小区""",113.24213607466968,23.407708152595544,113.24867187111006,23.41357377803035
便利商店配套冰淇淋批发,花都,旧区,临街门面,天贵路88号,67.0,6160,3.06,"""门址""",113.2299210061796,23.401328347838694,113.23648331005754,23.40703374909339
融创社区肉菜市场环境卫生整洁，配套设施齐全,花都,花城街,档口摊位,广东省广州市花都区,1400.0,2000,0.05,"""区县""",113.22657580629208,23.411161504875748,113.23315272294109,23.416843995327235
一楼商铺，未装修，临街第二排,花都,旧区,临街门面?1层,田美村,130.0,3000,0.77,"""村庄""",113.64943147581173,23.366131272011385,113.65585056245128,23.372427539513184
路边整栋出租可做任何行业,花都,花东,临街门面,元岗村,560.0,5000,0.3,"""村庄""",113.34518707765433,23.490621928463356,113.35173539238592,23.496290300515029
路边整栋出租可做任何行业,花都,花东,其他?1-2层,元岗村,560.0,500,0.03,"""村庄""",113.34518707765433,23.490621928463356,113.35173539238592,23.496290300515029
广州花都区，因家庭原因，无法经营，配套设施齐全，可带技术转让,花都,狮岭,临街门面?1层,华夏大药房(平东社新村九巷),100.0,2750,0.92,"""医疗""",113.19480759126441,23.48037156261267,113.20130798957574,23.486283423930528
复式共145方，二楼4个独立美容房，一楼一个洗护房，会客厅。,花都,花城街,临街门面,东悦雅苑-1期,145.0,2500,0.57,"""地产小区""",113.20762757868472,23.409761172060035,113.21419315929099,23.415492336995784
周边商业、住宅、学校（可空铺）,花都,狮岭,购物百货中心?1层,东福百货广场(康政路店),12.0,4680,13,"""NoClass""",113.16640694393142,23.468913947359128,113.17283164951043,23.475232694233527
