标题,行政区,地标,具体位置,地址,建筑面积,万/月,元每平方米每天,等级,百度地图经度,百度地图纬度,GCJ02经度,GCJ02纬度
173方一楼商铺仓库出租可注册办公，展厅，液晶电子，服装类,番禺,大石,写字楼配套,德智创意园A2区(商业),173.0,9888.0,1.91,"""NoClass""",113.32012004206779,23.02258508052737,113.3266394549722,23.028410105008406
广晟商业街旺铺出租 公寓楼下铺 105平 地铁口必经路,番禺,华南碧桂园,购物百货中心?1层,广晟万博城(商业),85.0,1.28,5.0,"""NoClass""",113.35648821011887,23.01027414768481,113.36301347599177,23.016049152336945
市桥377平园林式老房子出租诚邀私房菜 国学茶艺 酒庄进驻,番禺,市桥,商业街店铺,西坊大院文化创意园(商业),377.0,67.86,60.0,"""地产小区""",113.36375927457533,22.943262960528576,113.3702997630532,22.949157521091509
市桥362方 独栋整租 带2个入户花园 带天台 不限行业,番禺,市桥,商业街店铺,西坊大院文化创意园(商业),362.0,2.17,2.0,"""地产小区""",113.36375927457533,22.943262960528576,113.3702997630532,22.949157521091509
地铁口沿街铺位142方 精装复式可做网约车 瑜伽舞蹈室 培训,番禺,南浦,写字楼配套?1层,凹凸凹创意园(商业),142.0,1.21,2.83,"""NoClass""",113.40230394704584,23.006945605820947,113.40871607676766,23.013279414302589
938大平层 临近市桥地铁站 可做婚纱摄影 轻医美等,番禺,市桥,商业街店铺?3层,西坊大院文化创意园(商业),938.0,5.44,1.93,"""地产小区""",113.36375927457533,22.943262960528576,113.3702997630532,22.949157521091509
市桥独栋瓦房400方 可做餐饮 展厅等业态,番禺,市桥,商业街店铺,西坊大院文化创意园(商业),350.0,2.1,2.0,"""地产小区""",113.36375927457533,22.943262960528576,113.3702997630532,22.949157521091509
番禺洛溪如意路靓铺业主直租,番禺,洛溪,临街门面,如意路,340.0,10.0,9.8,"""道路""",113.15426298081396,23.466732641348398,113.16068897117863,23.473055501062889
番禺南村塘步东第1靓位，全新装修，租金极低，年限长。欢迎考察,番禺,番禺,商业街店铺?1-2层,普德大厦,300.0,1.5,1.67,"""商务大厦""",113.3497349289582,23.019925825684529,113.35627819762115,23.025625548109333
市桥核心地段 60平方小型旺铺 免佣直租（还有多家商铺可选）,番禺,市桥,写字楼配套?1层,友利园(商业),60.0,5400.0,3.0,"""工业园区""",113.36782725107592,22.945750851252755,113.37435418481334,22.951716112535949
可做健身室棋牌直播基地剧本杀馆音乐餐吧等,番禺,市桥,社区底商?1层,番禺公园汇(商业),86.0,1.12,4.34,"""地产小区""",113.37189316147385,22.97061149157173,113.37839559413206,22.97664702518844
一楼面积95平方，现在至二月底免租金。,番禺,市桥,临街门面,镰沧日语(市桥校区),95.0,6500.0,2.28,"""教育""",113.37032229462906,22.95937993064822,113.37683841745276,22.965389170310936
番禺广场石岗步行街带装修上下两层，旺铺转让,番禺,番禺广场,社区底商?1层,石岗步行街,50.0,6000.0,4.0,"""城市""",113.27143134445974,23.135336306695007,113.27784997152557,23.141638642942163
证照齐全，位于番禺区市桥创盈创意园区内,番禺,市桥,写字楼配套,创盈创意园,55.0,2300.0,1.39,"""NoClass""",113.3804664994277,22.94754639370149,113.38695007312211,22.95372754279678
番禺宾馆园林式办公室带办公家具岀租  急转,番禺,市桥,写字楼配套,番禺宾馆,100.0,2500.0,0.83,"""宾馆""",113.37324951296292,22.948180456291469,113.37975736947148,22.95424199659272
市桥望江商铺 环境优美 适合酒吧饮品店进驻 近路边商铺客流大,番禺,桥南,写字楼配套?1层,淘商城临街商铺,321.0,1.61,1.67,"""购物""",113.37450480508216,22.936350505007373,113.38100353110932,22.94243298376468
淘商城创意园 商铺出租 户型方正实用面积大 可做仓储电商仓库,番禺,市桥,写字楼配套?1层,淘商城-电子商务创意产业园-广州市番禺区,116.0,4640.0,1.33,"""NoClass""",113.37463802378923,22.936337025545084,113.38113627447412,22.942421807383817
地铁口，摩洛哥小镇，60至198方，可做婚纱，工作室等,番禺,万博,临街门面?1层,番禺万达金街,80.0,8000.0,3.33,"""购物""",113.82203800491934,23.281587053942837,113.82860907826661,23.287247862663958
159方一楼商铺出租，商圈成熟，大马路上，物业直租,番禺,市桥,商业街店铺?1层,德智时光里,159.0,9000.0,1.89,"""NoClass""",113.35223401488612,22.950285129845559,113.35880881611338,22.956016456166798
市桥黄编外卖城 可 排污排烟一应俱全 欢迎咨询,番禺,市桥,临街门面,黄编168商业中心,35.0,2000.0,1.9,"""购物""",113.37638262291958,22.953480639393989,113.382879313826,22.959596107011224
万博地标商铺 35至500平方均有 价格90一平起 仅剩少量,番禺,华南碧桂园,商业街店铺?1层,广晟万博城(商业),35.0,3150.0,3.0,"""NoClass""",113.35648821011887,23.01027414768481,113.36301347599177,23.016049152336945
美食广场商铺业主直租，实用率高，可明火，人流量大，车位充足,番禺,市桥北,写字楼配套?1层,聚龙广场(商业),180.0,1.44,2.67,"""购物""",113.37869710706528,22.974693412225098,113.38517217049493,22.98084409456154
沙湾独栋临街1500方商业楼一一业主直租,番禺,桥南,临街门面,敏建·锦绣世家-广州市番禺区,1514.63,4.54,1.0,"""地产小区""",113.35396486994218,22.91570029135972,113.36051166706959,22.921446273221556
广州番禺美容养生馆整转，周边商圈成熟人流量大 店铺3层楼,番禺,大石,商业街店铺?1层,美心商贸城-广州市番禺区,30.0,1700.0,1.89,"""地产小区""",113.40561375369625,22.944472466254756,113.41206665950134,22.950801892680674
"番禺区钟村街道餐饮店转让！带阁楼 人流密集 门头大气 ,装修",番禺,钟村,临街门面?1层,猫熊煮茶(毓秀东路店)-广州市番禺区,87.0,6000.0,2.3,"""餐饮""",113.3227061737996,22.98338405810955,113.3292452809269,22.98917349842373
桥南商业街 临街商业旺铺 低价免佣直租（租金面议）,番禺,桥南,商业街店铺?1层,华景新城(番禺)商铺,36.3,9583.2,8.8,"""地产小区""",113.37235237525039,22.93239064657719,113.37885576721229,22.938434828725389
105新地广场 临街靓铺 大面积价格美丽,番禺,大石,临街门面?1层,美堡保险柜(大石专卖店)-广州市番禺区,180.0,2.6,4.81,"""购物""",113.31894101608633,23.026470008475227,113.32545943490504,23.032314016321445
500间房的公寓楼下商铺可做复式231方诚邀餐饮展厅美业企业,番禺,南村镇,社区底商?1层,一号小镇创意产业园(商业),231.0,2.31,3.33,"""工业园区""",113.36020800340391,22.99837201392235,113.36672576937714,23.004201929164016
只有一席，临江298方，适合商业，餐饮，各类潮流先锋业态,番禺,新造,商业街店铺?1层,良仓新造(商业),298.0,1.79,2.0,"""乡镇""",113.42387343013046,23.041917299171045,113.43035359811644,23.048024990327926
市桥地铁站旁，核心商圈，临街外卖店，可明火，包可办证,番禺,市桥,写字楼配套?1层,富华中路商铺,30.0,2300.0,2.56,"""道路""",113.37200248525437,22.952998601472559,113.37851463980701,22.95903811704874
市桥362方三层独栋旺铺转租 带花园带天台可做露营咖啡茶馆F,番禺,市桥,商业街店铺,西坊大院文化创意园(商业),362.0,2.17,2.0,"""地产小区""",113.36375927457533,22.943262960528576,113.3702997630532,22.949157521091509
旺铺出租，地跌7号线万博站A出口800米。,番禺,万博,商业街店铺?1-2层,德智创意主场(商业),90.0,4500.0,1.67,"""NoClass""",113.35351293244027,23.00401392534643,113.36004673340392,23.00975170689679
万博新项目24小时场招餐吧 KTV 餐饮 会所 日料 展厅,番禺,华南碧桂园,临街门面?1-4层,广晟万博城(商业),500.0,8.0,5.33,"""NoClass""",113.35648821011887,23.01027414768481,113.36301347599177,23.016049152336945
番禺市桥美容院转让！近地铁口 周边商圈密集 人流大,番禺,市桥,商业街店铺?1层,蜜雪冰城(光明北路店)-广州市番禺区,90.0,1.4,5.19,"""餐饮""",113.36796496131055,22.94696773928604,113.37449163866954,22.95293548605468
30方万博商圈外卖铺出租，物业直租，免中介费，人流量密集,番禺,万博,档口摊位,德智创意主场(商业),30.0,1800.0,2.0,"""NoClass""",113.35351293244027,23.00401392534643,113.36004673340392,23.00975170689679
里仁洞村90方商铺出租，格局方正，位置好,番禺,万博,写字楼配套,德智创意主场(商业),90.0,4500.0,1.67,"""NoClass""",113.35351293244027,23.00401392534643,113.36004673340392,23.00975170689679
南村万博 旺铺100方转角位 超大展示面 商业圈繁华地段,番禺,万博,商业街店铺?3层,广晟万博城(商业),93.0,1.12,4.0,"""NoClass""",113.35648821011887,23.01027414768481,113.36301347599177,23.016049152336945
线上外卖商铺出租 南村万博商圈 ！,番禺,万博,档口摊位?1层,德智创意主场(商业),37.0,3000.0,2.7,"""NoClass""",113.35351293244027,23.00401392534643,113.36004673340392,23.00975170689679
洛溪地铁A出口，临街茶饮小吃旺铺！客流保障品牌,番禺,洛溪,商业街店铺?1层,吉祥北园商铺,32.0,1.4,14.58,"""地产小区""",113.30583994887204,23.04983697231497,113.31233465957786,23.05591239296357
马路边独栋1千方，名车汇，4S店新能源，高端餐饮，公司总部。,番禺,汉溪长隆,写字楼配套,保利大都汇(商业),800.0,23.0,9.58,"""商务大厦""",113.34139146738427,23.000946453042677,113.34794284751786,23.00660379185194
万博商圈线上外卖小铺,番禺,万博,其他?1层,德智创意主场(商业),66.0,2376.0,1.2,"""NoClass""",113.35351293244027,23.00401392534643,113.36004673340392,23.00975170689679
市桥临街商铺200方出租，休闲 餐饮等行业均可,番禺,市桥,临街门面,德智时光里-广州市番禺区,200.0,1.2,2.0,"""NoClass""",113.35223401488612,22.950285129845559,113.35880881611338,22.956016456166798
年底钜惠 长免租期232沿街户型诚邀直播电商 餐饮业态入驻,番禺,市桥,商业街店铺,西坊大院文化创意园(商业),232.0,1.81,2.6,"""地产小区""",113.36375927457533,22.943262960528576,113.3702997630532,22.949157521091509
独栋红砖瓦房7米层高租一用二1300方办公室 沿江300米,番禺,新造,写字楼配套?1层,良仓新造(商业),500.0,2.55,1.7,"""乡镇""",113.42387343013046,23.041917299171045,113.43035359811644,23.048024990327926
免入场费 可减免租金 奥园写字楼底商114平旺铺出租,番禺,万博,写字楼配套?1-2层,奥园国际中心(商业),114.0,2.05,6.0,"""地产小区""",113.3527919524382,23.013229058172,113.35932675547862,23.018958545070359
市桥沙头新村159方临街旺铺出租，周边配套成熟，位置好。,番禺,市桥,写字楼配套,德智时光里(商业),159.0,1.0,2.1,"""NoClass""",113.35223401488612,22.950285129845559,113.35880881611338,22.956016456166798
小面积商铺招租带精装修 拎包入住,番禺,番禺节能科技园,社区底商?1层,信业悦都荟番禺大道商铺,59.0,7965.0,4.5,"""地产小区""",113.40266048450262,22.941670626283515,113.40911009364497,22.948011133161296
番禺金街 220平方 两个铺打通 临街大门面  合适各种行业,番禺,万博,商业街店铺?1层,番禺万达广场(商业),220.0,4.8,7.27,"""购物""",113.35521396375339,23.012052024871225,113.3617427423291,23.017810315003396
万博商圈35方外卖铺出租，美团买菜，骑手多，价格实惠。,番禺,万博,写字楼配套?1层,德智创意主场(商业),35.0,2800.0,2.67,"""NoClass""",113.35351293244027,23.00401392534643,113.36004673340392,23.00975170689679
食堂档口招租 可做特色小吃 无进场费 设备齐全 随时可看,番禺,大学城,档口摊位?1-3层,广东工业大学(大学城校区)-广州市番禺区,18.0,1800.0,3.33,"""教育""",113.39959744237572,23.045704807207508,113.40603408782234,23.052046102491695
232特色瓦房出租带独立卫生间诚邀电商直播设计轻医美等业态,番禺,市桥,商业街店铺?1层,西坊大院文化创意园(商业),232.0,1.81,2.6,"""地产小区""",113.36375927457533,22.943262960528576,113.3702997630532,22.949157521091509
西坊大院临街商铺616上下水及排油排烟已做好诚邀火锅烤鱼等,番禺,市桥,商业街店铺?1层,西坊大院文化创意园(商业),616.0,218.06,118.0,"""地产小区""",113.36375927457533,22.943262960528576,113.3702997630532,22.949157521091509
旺铺出租，地跌7号线万博站A出口800米。,番禺,万博,商业街店铺?1-2层,德智创意主场(商业),90.0,4500.0,1.67,"""NoClass""",113.35351293244027,23.00401392534643,113.36004673340392,23.00975170689679
30方万博商圈外卖铺出租，物业直租，免中介费，人流量密集,番禺,万博,档口摊位,德智创意主场(商业),30.0,1800.0,2.0,"""NoClass""",113.35351293244027,23.00401392534643,113.36004673340392,23.00975170689679
南村万博 旺铺100方转角位 超大展示面 商业圈繁华地段,番禺,万博,商业街店铺?3层,广晟万博城(商业),93.0,1.12,4.0,"""NoClass""",113.35648821011887,23.01027414768481,113.36301347599177,23.016049152336945
市桥临街商铺200方出租，休闲 餐饮等行业均可,番禺,市桥,临街门面,德智时光里-广州市番禺区,200.0,1.2,2.0,"""NoClass""",113.35223401488612,22.950285129845559,113.35880881611338,22.956016456166798
年底钜惠 长免租期232沿街户型诚邀直播电商 餐饮业态入驻,番禺,市桥,商业街店铺,西坊大院文化创意园(商业),232.0,1.81,2.6,"""地产小区""",113.36375927457533,22.943262960528576,113.3702997630532,22.949157521091509
独栋红砖瓦房7米层高租一用二1300方办公室 沿江300米,番禺,新造,写字楼配套?1层,良仓新造(商业),500.0,2.55,1.7,"""乡镇""",113.42387343013046,23.041917299171045,113.43035359811644,23.048024990327926
免入场费 可减免租金 奥园写字楼底商114平旺铺出租,番禺,万博,写字楼配套?1-2层,奥园国际中心(商业),114.0,2.05,6.0,"""地产小区""",113.3527919524382,23.013229058172,113.35932675547862,23.018958545070359
市桥沙头新村159方临街旺铺出租，周边配套成熟，位置好。,番禺,市桥,写字楼配套,德智时光里(商业),159.0,1.0,2.1,"""NoClass""",113.35223401488612,22.950285129845559,113.35880881611338,22.956016456166798
小面积商铺招租带精装修 拎包入住,番禺,番禺节能科技园,社区底商?1层,信业悦都荟番禺大道商铺,59.0,7965.0,4.5,"""地产小区""",113.40266048450262,22.941670626283515,113.40911009364497,22.948011133161296
番禺金街 220平方 两个铺打通 临街大门面  合适各种行业,番禺,万博,商业街店铺?1层,番禺万达广场(商业),220.0,4.8,7.27,"""购物""",113.35521396375339,23.012052024871225,113.3617427423291,23.017810315003396
万博商圈35方外卖铺出租，美团买菜，骑手多，价格实惠。,番禺,万博,写字楼配套?1层,德智创意主场(商业),35.0,2800.0,2.67,"""NoClass""",113.35351293244027,23.00401392534643,113.36004673340392,23.00975170689679
食堂档口招租 可做特色小吃 无进场费 设备齐全 随时可看,番禺,大学城,档口摊位?1-3层,广东工业大学(大学城校区)-广州市番禺区,18.0,1800.0,3.33,"""教育""",113.39959744237572,23.045704807207508,113.40603408782234,23.052046102491695
番禺区大石餐饮店转让！人流密集 租金便宜 商圈成熟 门头显眼,番禺,大石,临街门面?1层,潮汕三喜汤粉-广州市番禺区,40.0,3600.0,3.0,"""餐饮""",113.33276315313323,23.020962259521338,113.33931085777161,23.026643035922139
万博CBD五酒店3.7万方招租 带宴会厅 泳池 露天阳台,番禺,万博,其他?45-57层,番禺万博中心,37000.0,277.5,2.5,"""购物""",113.3492030422659,23.01373599258642,113.35574499504696,23.019430762629776
精装大型办公室，价格美丽，配套齐全,番禺,大石,社区底商?2层,猛涌村-广州市番禺区,410.0,1.2,0.98,"""村庄""",113.31396467305433,23.01937259755342,113.3204616195152,23.0252990232004
番禺大石牌坊商圈 精装酒店打包转让 物业直租,番禺,大石,商业街店铺,德智创意园A2区(商业),5120.0,35.33,2.3,"""NoClass""",113.32012004206779,23.02258508052737,113.3266394549722,23.028410105008406
桥南商业街 奥园广场附近 73平方 超抵旺铺免佣直租,番禺,桥南,临街门面?1层,华景新城(番禺)商铺,72.6,2.13,9.8,"""地产小区""",113.37235237525039,22.93239064657719,113.37885576721229,22.938434828725389
良仓新造创意园 物业直租 免中介费 沿江独栋可分割,番禺,新造,商业街店铺?1层,良仓新造(商业),400.0,2.0,1.67,"""乡镇""",113.42387343013046,23.041917299171045,113.43035359811644,23.048024990327926
网红创意园独栋8米层高可做复式临近大学科互联网汽车基地,番禺,新造,写字楼配套,广州大学城智慧谷(商业),518.0,3.78,2.43,"""NoClass""",113.26084813775855,23.117565876288017,113.26729524153355,23.12374548172194
232特色瓦房出租带独立卫生间诚邀电商直播设计轻医美等业态,番禺,市桥,商业街店铺?1层,西坊大院文化创意园(商业),232.0,1.81,2.6,"""地产小区""",113.36375927457533,22.943262960528576,113.3702997630532,22.949157521091509
万达金街，235方可外摆面积多60方，可明火，无入场费。,番禺,万博,商业街店铺?1-2层,番禺万达广场(商业),235.0,5.41,7.67,"""购物""",113.35521396375339,23.012052024871225,113.3617427423291,23.017810315003396
市桥外卖商铺 可明火 隔油池 油烟管已布 物业直租 可办二证,番禺,市桥,社区底商?1层,富华中路商铺,35.0,2500.0,2.38,"""道路""",113.37200248525437,22.952998601472559,113.37851463980701,22.95903811704874
地铁口创意园 一楼91方门面位置 合适DIY儿童培训等,番禺,南浦,写字楼配套?1层,凹凸凹创意园(商业),91.0,8008.0,2.93,"""NoClass""",113.40230394704584,23.006945605820947,113.40871607676766,23.013279414302589
大学城近地铁368平网红创意园餐吧会所球馆物业直租高实用率,番禺,新造,写字楼配套,良仓新造(商业),368.0,2.58,2.33,"""乡镇""",113.42387343013046,23.041917299171045,113.43035359811644,23.048024990327926
番禺天河城旁 广晟万博城商业街 85平上下两层旺铺出租,番禺,华南碧桂园,写字楼配套?1-2层,广晟万博城(商业),85.0,1.7,6.67,"""NoClass""",113.35648821011887,23.01027414768481,113.36301347599177,23.016049152336945
南村万博GDP商业圈旁线上外卖铺,番禺,大石,临街门面?1层,德智创意主场(商业),100.0,2000.0,0.67,"""NoClass""",113.35351293244027,23.00401392534643,113.36004673340392,23.00975170689679
万人高校食堂招商 一二楼位置 抽点模式 设备齐全 先到先得,番禺,大学城,档口摊位?1-3层,广东外语外贸大学(南校区)-广州市番禺区,22.0,1600.0,2.42,"""教育""",113.40397398681889,23.070255980649685,113.41042586523544,23.076592840791876
万达大面积商铺 516平 租金实惠 随时可看,番禺,万博,商业街店铺?1-2层,番禺万达广场-广州市番禺区,516.0,4.64,3.0,"""购物""",113.35521396375339,23.012052024871225,113.3617427423291,23.017810315003396
番禺洛浦旺铺低价转让！近地铁站，地理位置优越,番禺,厦滘,临街门面?1层,幸福南路-广州市番禺区,40.0,3500.0,2.92,"""道路""",113.33986515649277,23.04304135792833,113.34643739126241,23.048701978555149
番禺大学城食堂挡口出租 招饭类粉面 小吃等 10万多人,番禺,新造,档口摊位?1层,广州大学城智慧谷(商业),30.0,1.0,11.11,"""NoClass""",113.26084813775855,23.117565876288017,113.26729524153355,23.12374548172194
