标题,行政区,地标,具体位置,地址,建筑面积,万/月,元每平方米每天,等级,百度地图经度,百度地图纬度,GCJ02经度,GCJ02纬度
荔湾区旺铺餐饮店可空转！市场入口人流量大 商圈成熟 客源稳定,荔湾,坑口,临街门面?1层,权记聚家乐快餐店-广州市荔湾区,45.0,7500.0,5.56,"""餐饮""",113.24208163735578,23.079354156573456,113.24862682152444,23.085220829695069
长寿东路板块，内街商铺招租，68平，月租2800元，无顶手费,荔湾,西关,社区底商?1层,长寿东路-道路-广州市荔湾区,68.0,2800.0,1.37,"""区县""",113.250502263373,23.13179113497485,113.25698092929491,23.137796083976789
出租荔湾区南源街道富力路爱玛电动车D,荔湾,南岸,临街门面?1层,爱玛电动车(南岸店)-广州市荔湾区,200.0,2.56,4.27,"""购物""",113.23988195665423,23.13872286662029,113.24639944889278,23.1445475980524
荔湾区餐饮店转让！客源稳定，门口可外摆，交通方便，整转可空转,荔湾,坑口,临街门面?1层,坑口村-广州市荔湾区,50.0,4800.0,3.2,"""村庄""",113.24266526644543,23.082410763907317,113.24920681451629,23.08828665674768
荔湾核心大型楼盘写字楼配套商铺，茶点沐足棋牌必选！,荔湾,坑口,社区底商?2层,花地大道南,1000.0,6.5,2.17,"""道路""",113.24256447656724,23.103635352151234,113.24908707670009,23.109505647850847
荔湾湖公园首层大门面旺铺宜粤西菜顺德菜粤菜酒家全天茶市,荔湾,西关,写字楼配套?1-2层,大冶有色大厦(商业),1690.0,16.8,3.31,"""商务大厦""",113.23787523197615,23.123676431017864,113.24439784156206,23.129471176963589
可办证！直租！闪电厨房上下九步西门口长寿路陈家祠直租档口,荔湾,文昌南路,商业街店铺?1层,长寿路商铺,25.0,4300.0,5.73,"""道路""",113.09001477389649,23.396428324616797,113.0965719449629,23.402133623626705
近学校人流王后6间 中山八周门30~231平 宜百业可餐饮,荔湾,陈家祠,社区底商?1层,周门南路小区周门街商铺,29.6,2604.8,2.93,"""NoClass""",113.24373425000195,23.13321785574146,113.250237294081,23.139104441199529
包办证！直租！越秀区火车站三元里淘金堂食外卖美团档口商铺,荔湾,站前路,购物百货中心?1层,西村广雅居商铺,30.0,5000.0,5.56,"""地产小区""",113.2502245073094,23.146430079306766,113.25671091072049,23.15243146089307
荔湾核心地段中山八路沿街旺铺 适合餐饮 便利店烟酒,荔湾,长寿路,写字楼配套?1层,中山八路小区中山八路商铺,65.0,1.3,6.67,"""地产小区""",113.24624734949583,23.1311864440083,113.25274133932956,23.137116123218026
龙津东路临街餐饮大铺，超大门面展示面靓！餐饮功能齐全可用明火,荔湾,长寿路,社区底商?1层,广东商贸中心(商业),580.0,9.0,5.17,"""商务大厦""",113.25743251071909,23.12822426590002,113.26388667403359,23.134349196637254
春节可看 地铁沙涌33平带家具 服装日用品电商伴手礼创业,荔湾,坑口,社区底商?1层,亿佳创业基地(商业),33.0,1550.0,1.57,"""NoClass""",113.25198698271939,23.086568301983875,113.258492463902,23.092606169359816
117方瑜伽精装招少儿体育，瑜伽密室逃脱，摄影，舞蹈拳击街舞,荔湾,荔湾路,社区底商?3层,动感小西关,117.0,1.03,2.93,"""地产小区""",113.25021489544044,23.13488815968482,113.25669515754024,23.140888109823245
西华路临街一线旺铺，社区与写字楼双结合,荔湾,陈家祠,商业街店铺?1层,西华路商铺,70.0,1.55,7.38,"""道路""",113.2547061534972,23.137561815207186,113.26117114253016,23.14364099939589
D 荔湾 南岸 教育 美术素描 整体转让D,荔湾,南岸,写字楼配套?3层,南岸路/河柳街(路口)-广州市荔湾区,174.0,9600.0,1.84,"""道路""",113.23857905434298,23.13879215552082,113.24510057977899,23.14459731170719
直租！星选闪电外卖厨房荔湾区陈家祠上下九西门口美团餐饮档口,荔湾,陈家祠,社区底商?1层,陈家祠小区商铺,25.0,4000.0,5.33,"""商圈""",113.2526175931872,23.131817057361908,113.25908860500297,23.137859493521256
西华路新晋网红美食打卡点，旺路段小面积旺铺招租！,荔湾,陈家祠,临街门面?1层,西华路商铺,28.0,1.5,17.86,"""道路""",113.2547061534972,23.137561815207186,113.26117114253016,23.14364099939589
可分租 低价出租 30至600方 免转让费,荔湾,芳村,其他?2层,芳村,500.0,2.5,1.67,"""商圈""",113.23413046579795,23.09929543433773,113.24068236870588,23.105044692244147
招舞蹈音乐艺术培训 可轻餐饮 电商平台等,荔湾,芳村,临街门面?1层,四季花园,160.0,9800.0,2.04,"""地产小区""",113.23895490536825,23.077827447358478,113.24551072367327,23.083645415077116
可歺饮 临街 一线马路边,荔湾,芳村,临街门面?1层,芳村,90.0,8800.0,3.26,"""商圈""",113.23413046579795,23.09929543433773,113.24068236870588,23.105044692244147
临街商铺 40方至150方 一线路面 可歺饮,荔湾,广钢新城,临街门面?1层,金道花苑,86.0,8800.0,3.41,"""地产小区""",113.24158262864516,23.07800074901985,113.24813006654563,23.08385947007729
直租送外摆 可分租43方70方110方 免转让费,荔湾,芳村,临街门面?1-2层,芳村,63.0,4410.0,2.33,"""商圈""",113.23413046579795,23.09929543433773,113.24068236870588,23.105044692244147
直租送外摆 可分租43方70方110方 免转让费,荔湾,芳村,临街门面?1层,坑口村,100.0,7000.0,2.33,"""村庄""",113.24266526644543,23.082410763907317,113.24920681451629,23.08828665674768
可分租 低价出租 30至600方 免转让费,荔湾,芳村,其他?3层,坑口,200.0,1.0,1.67,"""NoClass""",113.49352157155146,23.28494372543596,113.50001377891981,23.291007180015439
可餐饮 30方至150方 物业直租,荔湾,芳村,临街门面?1层,芳村126创意园,30.0,7.5,83.33,"""NoClass""",113.31863451424641,23.155435313524174,113.3251602221147,23.161285853404178
直租送外摆 可分租43方70方110方 免转让费,荔湾,芳村,临街门面?1层,坑口村,100.0,8000.0,2.67,"""村庄""",113.24266526644543,23.082410763907317,113.24920681451629,23.08828665674768
临街商铺 20方至150方 可餐饮 直租,荔湾,花地湾,临街门面?1层,坑口村,100.0,7000.0,2.33,"""村庄""",113.24266526644543,23.082410763907317,113.24920681451629,23.08828665674768
包办证！直租！越秀区火车站三元里淘金堂食外卖美团档口商铺,荔湾,站前路,购物百货中心?1层,西村广雅居商铺,30.0,5000.0,5.56,"""地产小区""",113.2502245073094,23.146430079306766,113.25671091072049,23.15243146089307
商业楼30方至600方可选 物业直租,荔湾,坑口,社区底商?3层,东漖新村,200.0,1.0,1.67,"""地产小区""",113.23670842294963,23.086166450547045,113.24326581060443,23.09195130586669
直租！星选闪电外卖厨房荔湾区陈家祠上下九西门口美团餐饮档口,荔湾,陈家祠,社区底商?1层,陈家祠小区商铺,25.0,4000.0,5.33,"""商圈""",113.2526175931872,23.131817057361908,113.25908860500297,23.137859493521256
西华路新晋网红美食打卡点，旺路段小面积旺铺招租！,荔湾,陈家祠,临街门面?1层,西华路商铺,28.0,1.5,17.86,"""道路""",113.2547061534972,23.137561815207186,113.26117114253016,23.14364099939589
开工创业优选！广佛线沙涌18平带家具 创业仓储零食直播,荔湾,坑口,社区底商?1层,亿佳创业基地(商业),18.0,1180.0,2.19,"""NoClass""",113.25198698271939,23.086568301983875,113.258492463902,23.092606169359816
1楼地铺 层高4至6米 31所学校环绕 学生类项目8折,荔湾,西村,临街门面?1层,汇龙大街-道路-广州市荔湾区,150.0,1.05,2.33,"""区县""",113.250502263373,23.13179113497485,113.25698092929491,23.137796083976789
可餐饮 有外摆 低价出租 老荔湾人流密集,荔湾,南岸,临街门面?1层,汇龙大街-道路-广州市荔湾区,50.0,6600.0,4.4,"""区县""",113.250502263373,23.13179113497485,113.25698092929491,23.137796083976789
面积25至1000方灵活分配，有证，可餐饮，特惠中,荔湾,陈家祠,档口摊位?1层,汇龙大街-道路-广州市荔湾区,25.0,1410.0,1.88,"""区县""",113.250502263373,23.13179113497485,113.25698092929491,23.137796083976789
业主直租限时超长免租期可办证陈家祠热门商圈大丰窝外卖厨房直租,荔湾,陈家祠,商业街店铺?1层,陈家祠小区商铺,20.0,4500.0,7.5,"""商圈""",113.2526175931872,23.131817057361908,113.25908860500297,23.137859493521256
西塱明月水岸 教育培训，跆拳道，美容美发，中医理疗,荔湾,西塱,社区底商?1-4层,元邦明月水岸花地大道商铺,146.0,5840.0,1.33,"""地产小区""",113.23327806369982,23.064118362576239,113.23984987191749,23.06986131042371
操作简单，不用人工守店。收入又稳定，咨询的可以跟我了解,荔湾,菊树,社区底商?1层,广东省广州市荔湾区沙角街9号,20.0,1250.0,2.08,"""门址""",113.22937052456325,23.143070301107728,113.23591658033256,23.14876758216637
西塱凯升健康城，餐饮，健康理疗，教育培训，美容美发,荔湾,西塱,社区底商?1-4层,元邦明月水岸兴渔路商铺,150.0,1.05,2.33,"""地产小区""",113.23327806369982,23.064118362576239,113.23984987191749,23.06986131042371
现成餐饮转让！100至2000平可分割，带厨房设备餐饮桌椅,荔湾,芳村,写字楼配套?3层,芳村-地铁站-广州市荔湾区,500.0,3.4,2.27,"""商圈""",113.23413046579795,23.09929543433773,113.24068236870588,23.105044692244147
荔湾西华路(荻荻西冷饮)店转让，客源稳定，商圈成熟,荔湾,西华路,社区底商?1-2层,荻荻西-广州市荔湾区,46.0,4800.0,3.48,"""区县""",113.250502263373,23.13179113497485,113.25698092929491,23.137796083976789
龙津东路可明火餐饮旺铺转让,荔湾,龙津,商业街店铺?1-2层,粤向群饭店(龙津东路店)-广州市荔湾区,100.0,1.8,6.0,"""餐饮""",113.25811612121194,23.127808997339849,113.26456804869388,23.13394510540171
148方375方招少儿体育训练，密室逃脱，摄影，舞蹈拳击街舞,荔湾,荔湾路,社区底商?3层,荔京阁商铺,148.0,1.11,2.5,"""地产小区""",113.2502906225949,23.136540413878298,113.25677110902289,23.142541812821013
芳村地铁口 新春特惠 免租2个月 商办一体 物业直租,荔湾,芳村,写字楼配套?2层,睿然谷恒荔中心(商业),42.0,4284.0,3.4,"""商务大厦""",113.23941088524497,23.106375619363825,113.24594095873579,23.11219545720844
西塱餐饮 奶茶店 娱乐 健身 美发（60到800平方米可选）,荔湾,西塱,社区底商?1-4层,元邦明月水岸兴渔路商铺,50.0,2500.0,1.67,"""地产小区""",113.23327806369982,23.064118362576239,113.23984987191749,23.06986131042371
中山七路综合创意园招租，可明火餐饮,荔湾,陈家祠,商业街店铺?1层,陈家祠-地铁站-广州市荔湾区,9999.0,599.94,20.0,"""商圈""",113.2526175931872,23.131817057361908,113.25908860500297,23.137859493521256
开年优惠免租 周门美食生活区围绕 靠学校和车站餐饮外卖快递,荔湾,陈家祠,临街门面?1层,周门南路小区周门街商铺,50.0,1750.0,1.17,"""NoClass""",113.24373425000195,23.13321785574146,113.250237294081,23.139104441199529
荔湾路可明位出租，可整租，可分租，棋牌明火餐饮！！,荔湾,荔湾路,社区底商?1-2层,荔湾粮食局宿舍荔湾路商铺,560.0,5.32,3.17,"""NoClass""",113.25099408563955,23.13427409446037,113.25747136815719,23.140287867614238
精装2人间独立空调可注册备案 特价只要852元！配家具,荔湾,芳村,社区底商?2层,芳村-地铁站-广州市荔湾区,18.0,852.0,1.58,"""商圈""",113.23413046579795,23.09929543433773,113.24068236870588,23.105044692244147
年前特惠 广佛线沙涌52平采光空间 创业年货食品电商直播仓储,荔湾,坑口,社区底商?1层,亿佳创业基地(商业),52.0,2300.0,1.47,"""NoClass""",113.25198698271939,23.086568301983875,113.258492463902,23.092606169359816
棋牌健身房咖啡厅早餐店均可，明月水岸可分割,荔湾,西塱,商业街店铺?2层,凯升健康城,1000.0,4.8,1.6,"""地产小区""",113.23493103566817,23.065009480232829,113.24149907238264,23.070772263076007
物业直租 宜外卖 可明火餐饮 20至500方,荔湾,芳村,临街门面?1层,芳村,30.0,2500.0,2.78,"""商圈""",113.23413046579795,23.09929543433773,113.24068236870588,23.105044692244147
芳村地铁 新春特惠 免租2个月 一楼商铺 物业直租,荔湾,芳村,其他?1层,睿然谷科技园(商业),200.0,1.68,2.8,"""商务大厦""",113.2312296576461,23.103309923484408,113.23778394818501,23.109026588073055
头铺! 临街 国企 有证  品牌茶饮潮玩店特价8折,荔湾,周门,临街门面?1层,汇龙大街-道路-广州市荔湾区,60.0,8406.0,4.67,"""区县""",113.250502263373,23.13179113497485,113.25698092929491,23.137796083976789
广佛线沙涌 380工位月 500两工位 注册挂靠公司仓储,荔湾,坑口,社区底商?1层,亿佳创业基地(商业),10.0,380.0,1.27,"""NoClass""",113.25198698271939,23.086568301983875,113.258492463902,23.092606169359816
牛肉火锅店转让人流密集,荔湾,周门,社区底商?1层,中兴苑商铺,190.0,2.8,4.91,"""地产小区""",113.24552816610478,23.136369099496119,113.252025754093,23.14228649398587
芳村地铁口 新春特惠 免租2个月 商办一体 物业直租,荔湾,芳村,其他?2层,睿然谷恒荔中心(商业),25.0,1822.5,2.43,"""商务大厦""",113.23941088524497,23.106375619363825,113.24594095873579,23.11219545720844
学校人流王后6间 中山八周门街30~231平方 老城闹区,荔湾,陈家祠,社区底商?1层,周门南路小区周门街商铺,70.0,7700.0,3.67,"""NoClass""",113.24373425000195,23.13321785574146,113.250237294081,23.139104441199529
生活办公客2439平园林式江景大平层 现成餐饮配套可办公定制,荔湾,芳村,社区底商?3层,睿然谷科技园(商业),2439.0,16.59,2.27,"""商务大厦""",113.2312296576461,23.103309923484408,113.23778394818501,23.109026588073055
荔湾海南村临街旺铺转让无限制行业D,荔湾,芳村,商业街店铺?1层,沙县小吃(西约店)-广州市荔湾区,53.0,9105.0,5.73,"""餐饮""",113.22401204236745,23.062339101965436,113.23059774991552,23.06801057194032
国资委资源 地铁芳村299平园林江景空间 摄影电商餐饮办公,荔湾,芳村,写字楼配套?1层,睿然谷科技园(商业),299.0,2.9,3.23,"""商务大厦""",113.2312296576461,23.103309923484408,113.23778394818501,23.109026588073055
西华路临街旺铺面积实用，小区出入口旁邻近彩虹戏院地铁站,荔湾,西华路,社区底商?1层,泰安楼商铺,150.0,2.8,6.22,"""地产小区""",113.25217409975706,23.13906507367962,113.25864878564511,23.14510010551557
陈家祠地铁口物业246方带精装，美容电商直播瑜伽中医教育等,荔湾,长寿路,社区底商?5层,富邦中心(商业),246.0,1.85,2.5,"""NoClass""",113.2591516878035,23.13090004983888,113.26560012025752,23.13705270753444
商业楼30方至600方可选 物业直租,荔湾,坑口,社区底商?3层,东漖新村,200.0,1.0,1.67,"""地产小区""",113.23670842294963,23.086166450547045,113.24326581060443,23.09195130586669
可歺饮 临街门面 免中介费 免转让费,荔湾,西塱,其他?1层,荔湾区金道中学,80.0,8800.0,3.67,"""教育""",113.2420330390277,23.077040064831075,113.24857936914869,23.082906148133696
春节可看 地铁沙涌33平带家具 服装日用品电商伴手礼创业,荔湾,坑口,社区底商?1层,亿佳创业基地(商业),33.0,1550.0,1.57,"""NoClass""",113.25198698271939,23.086568301983875,113.258492463902,23.092606169359816
荔湾海南村临街旺铺转让无限制行业D,荔湾,芳村,商业街店铺?1层,沙县小吃(西约店)-广州市荔湾区,53.0,9105.0,5.73,"""餐饮""",113.22401204236745,23.062339101965436,113.23059774991552,23.06801057194032
国资委资源 地铁芳村299平园林江景空间 摄影电商餐饮办公,荔湾,芳村,写字楼配套?1层,睿然谷科技园(商业),299.0,2.9,3.23,"""商务大厦""",113.2312296576461,23.103309923484408,113.23778394818501,23.109026588073055
西华路临街旺铺面积实用，小区出入口旁邻近彩虹戏院地铁站,荔湾,西华路,社区底商?1层,泰安楼商铺,150.0,2.8,6.22,"""地产小区""",113.25217409975706,23.13906507367962,113.25864878564511,23.14510010551557
陈家祠地铁口物业246方带精装，美容电商直播瑜伽中医教育等,荔湾,长寿路,社区底商?5层,富邦中心(商业),246.0,1.85,2.5,"""NoClass""",113.2591516878035,23.13090004983888,113.26560012025752,23.13705270753444
荔湾区南岸大街(果子熟了)店转让，位置优越，发展前景大,荔湾,南岸,社区底商?1层,南岸-广州市荔湾区,11.0,2200.0,6.67,"""区县""",113.250502263373,23.13179113497485,113.25698092929491,23.137796083976789
特价8折出租（限网红店 培训）31所学校围绕,荔湾,南岸,社区底商?1层,河柳别苑汇龙大街商铺,60.0,5400.0,3.0,"""道路""",113.23897556639497,23.13964073391382,113.24549629783174,23.14545184169374
广钢新城罕有大面积，健身，沐足，医美，餐饮,荔湾,广钢新城,商业街店铺?3层,广钢新城崇文五路商铺,3930.0,39.3,3.33,"""道路""",113.24467423688729,23.073198505479604,113.25121261317706,23.079108928490368
直租可歺饮43方70方106方 免转让费,荔湾,坑口,临街门面?1层,坑口村,70.0,4900.0,2.33,"""村庄""",113.24266526644543,23.082410763907317,113.24920681451629,23.08828665674768
荔湾鹤洞路临街800方招银行 展厅 中医馆 医美,荔湾,坑口,临街门面?1层,保利葛洲坝海德公馆鹤洞路商铺,800.0,28.8,12.0,"""地产小区""",113.248931037206,23.074144006345123,113.25545404747553,23.080128899600966
广州荔湾2年经营菜鸟驿站转让！租金便宜客源无忧,荔湾,文昌南路,临街门面?1层,文昌南路-道路-广州市荔湾区,25.0,3300.0,4.4,"""道路""",113.25211615905168,23.119842452266849,113.25859160052034,23.125876573018098
9米门面，广钢新城租金实惠，随时进驻，功能齐全,荔湾,坑口,社区底商?1层,中海花湾壹号开拓一横路商铺,145.0,2.6,5.98,"""地产小区""",113.24533107787596,23.074511316033005,113.25186688561964,23.08043296965504
汇龙小学旁 可餐饮 外卖 零食 玩具 培训,荔湾,陈家祠,临街门面?1层,汇龙大街-道路-广州市荔湾区,100.0,7980.0,2.66,"""区县""",113.250502263373,23.13179113497485,113.25698092929491,23.137796083976789
陈家祠扬韬广场全城招商零售茶饮酒吧餐饮夜场,荔湾,陈家祠,商业街店铺?1层,西门口,2000.0,40.0,6.67,"""村庄""",113.19890000167486,23.334200104082457,113.20543731262501,23.340048724278654
荔湾区独栋 1楼加2楼 800方明出租,荔湾,陈家祠,社区底商,中山七路商铺,800.0,7.5,3.13,"""道路""",113.2540894667648,23.131616075645018,113.26055519560028,23.137684284199535
荔湾明月水岸，餐饮美发美容教育培训生活配套等,荔湾,西塱,临街门面?1层,元邦明月水岸兴渔路商铺,80.0,6400.0,2.67,"""地产小区""",113.23327806369982,23.064118362576239,113.23984987191749,23.06986131042371
独立容纳1至50人办公，可日租！月租！拎包配套齐全定制户型,荔湾,芳村,社区底商?2层,芳村-地铁站-广州市荔湾区,30.0,1200.0,1.33,"""商圈""",113.23413046579795,23.09929543433773,113.24068236870588,23.105044692244147
龙津东路临街商铺转让，适合大餐饮，面积大，人流旺！,荔湾,长寿路,社区底商?1-2层,龙津东路大院龙津东路商铺,100.0,1.6,5.33,"""道路""",113.25814208224118,23.127636176107325,113.26459394512638,23.1337727091895
网红店特价8折 临街 地铺 有外摆 学校旁,荔湾,南岸,社区底商?1层,河柳别苑汇龙大街商铺,70.0,6300.0,3.0,"""道路""",113.23897556639497,23.13964073391382,113.24549629783174,23.14545184169374
凯升商铺350平方米，大小面积分租，适合餐饮药房，美容美发,荔湾,西塱,社区底商?1-4层,元邦明月水岸兴渔路商铺,350.0,2.1,2.0,"""地产小区""",113.23327806369982,23.064118362576239,113.23984987191749,23.06986131042371
新年免租优惠30到五百方 周门社区稳定客源餐饮外卖可马上经营,荔湾,周门,社区底商?1层,周门街别墅周门街商铺,507.0,2.03,1.33,"""NoClass""",113.24373425000195,23.13321785574146,113.250237294081,23.139104441199529
荔湾西塱地铁口菜市场旁边一楼档口出租38至1000方任意选择,荔湾,坑口,临街门面?1-4层,元邦明月水岸花地大道商铺,100.0,7000.0,2.33,"""地产小区""",113.23327806369982,23.064118362576239,113.23984987191749,23.06986131042371
广钢新城板块，西塱明月水岸 商铺和写字楼,荔湾,西塱,写字楼配套?1-4层,元邦明月水岸花地大道商铺,88.0,7040.0,2.67,"""地产小区""",113.23327806369982,23.064118362576239,113.23984987191749,23.06986131042371
荔湾 其他 汽修美容汽修厂 整店转让 临街门面D,荔湾,芳村,临街门面?1层,广州车速汇汽车维修有限公司-广州市荔湾区,200.0,1.8,3.0,"""汽车服务""",113.2240806729084,23.056956535816135,113.23066347262676,23.062627683123588
陈家祠园区街铺招餐饮 会所 火锅 银行 眼科口腔 教培 展厅,荔湾,长寿路,临街门面?1-2层,荔湾世纪广场世和街商铺,500.0,10.0,6.67,"""地产小区""",113.25289660687851,23.130023664882889,113.25936652758542,23.136070995266686
中山八路地铁旁，可以分租，多种面积，大广告位,荔湾,长寿路,社区底商?4层,中山八路小区中山八路商铺,2000.0,10.0,1.67,"""地产小区""",113.24624734949583,23.1311864440083,113.25274133932956,23.137116123218026
小吃茶饮旺铺出租龙津东路,荔湾,龙津,商业街店铺?1层,龙津东路,23.0,22.77,330.0,"""道路""",113.25814208224118,23.127636176107325,113.26459394512638,23.1337727091895
直租送外摆 可分租43方70方110方 免转让费,荔湾,坑口,临街门面?1层,坑口,43.0,3500.0,2.71,"""NoClass""",113.49352157155146,23.28494372543596,113.50001377891981,23.291007180015439
年底冲刺！地铁沙涌18平方正空间 仓储直播工作间注册挂靠,荔湾,坑口,社区底商?2层,睿然谷孵化中心(商业),18.0,1200.0,2.22,"""商务大厦""",113.25104870261453,23.08610669218408,113.2575579329406,23.09212799500686
（业主直租)商铺早茶，餐厅，银行，瑜伽，健身，中医理疗,荔湾,西塱,社区底商?1-4层,元邦明月水岸兴渔路商铺,88.0,4840.0,1.83,"""地产小区""",113.23327806369982,23.064118362576239,113.23984987191749,23.06986131042371
荔湾西塱地铁A口30米1000方60适合棋牌沐足桌球健身房,荔湾,西塱,商业街店铺?2层,西塱文体精品批发中心,1000.0,5.0,1.67,"""NoClass""",113.23830803557071,23.06939216269398,113.24486739418539,23.075200932121125
广钢新城 中海花湾 核心主干道 宜百业旺铺出租,荔湾,广钢新城,商业街店铺?3层,中海花湾天地购物中心,4000.0,40.0,3.33,"""购物""",113.24624142067947,23.07483556843542,113.25277392873112,23.080773004751646
