标题,行政区,地标,具体位置,地址,建筑面积,万/月,元每平方米每天,等级,百度地图经度,百度地图纬度,GCJ02经度,GCJ02纬度
东川路商圈写字楼首层配套旺铺招商适合轻餐咖啡饮品超市瑜伽美容,越秀,东山口,商业街店铺?1层,白云路商铺,经营中,157.0,5.5,"""道路""",113.25971675430809,23.409939025024646,113.26619228392775,23.416106544901827
淘金地铁口六马路沿街旺铺 写字楼居民楼配套 适合餐饮便利店,越秀,淘金,临街门面?1层,三建宿舍淘金路商铺,空置中,50.0,1.3,"""道路""",113.29451312486991,23.145882611244035,113.3009495881298,23.15212629622233
东风路临街医疗性质小独栋出租,越秀,东风路,商业街店铺,东风西路,空置中,4300.0,27.95,"""道路""",113.31607209778004,23.26013128189728,113.32257701240299,23.266021543610515
建设三马路餐饮靓位功能齐全人气旺商圈成熟宜百业进驻,越秀,淘金,社区底商?1层,建设三马路小区建设三马路商铺,空置中,65.0,2.7,"""地产小区""",113.28918419692538,23.140609023848115,113.29560599896513,23.146906945010163
一线临街旺铺I大型银行旁人流量充足I国企物业自租,越秀,一德路,商业街店铺?1层,广报阡陌间(商业),空置中,220.04,2.75,"""NoClass""",113.34252252385152,23.111826318453177,113.34907988090791,23.117486933076866
带外摆天台花园北京路牌坊步行街独栋餐饮商铺出租,越秀,北京路,商业街店铺?1层,北京路,经营中,450.0,4.8,"""道路""",113.42695517138485,23.430736526838318,113.43346358421258,23.436794590287485
小北独栋500方 超30米临街门面招银行 医疗 展厅 教育,越秀,小北,临街门面,越秀花园大厦商铺,空置中,500.0,20.0,"""商务大厦""",113.29308410046511,23.14132458182581,113.2995140901716,23.147584453815104
水荫路首层临街商铺出租 85平方 国企商业产权 可明火餐饮,越秀,水荫路,社区底商?1-9层,水荫路商铺,空置中,85.0,1.43,"""道路""",113.31651514205743,23.15253523337989,113.3230309139753,23.158419976617045
越秀区 300至2000方 可分租 明火餐饮 临街旺铺出租,越秀,东川,临街门面?2层,东川路商铺,空置中,1100.0,9.9,"""道路""",113.29282440034226,23.12958081741894,113.2992504845674,23.135842908282549
北京路繁华路段写字楼配套轻餐饮旺铺招商适合各行各业,越秀,北京路,写字楼配套?1层,港汇大厦(商业),空置中,81.39,4.3,"""商务大厦""",113.27708869289862,23.121794104379047,113.28350231655944,23.128126358542404
业主直租！可办证！闪电外卖厨房越秀区公园前淘金餐饮档口直租,越秀,公园前,商业街店铺?1层,亚洲金融中心(商业),空置中,30.0,4500.0,"""商务大厦""",113.26579088416446,23.13881467025169,113.27222226406167,23.145061099925948
水荫路首层临街商铺出租 85平方 国企商业产权 可明火餐饮,越秀,水荫路,社区底商?1-9层,水荫路商铺,空置中,85.0,1.43,"""道路""",113.31651514205743,23.15253523337989,113.3230309139753,23.158419976617045
越秀区 300至2000方 可分租 明火餐饮 临街旺铺出租,越秀,东川,临街门面?2层,东川路商铺,空置中,1100.0,9.9,"""道路""",113.29282440034226,23.12958081741894,113.2992504845674,23.135842908282549
西门口 光孝路 茶饮咖啡靓位！,越秀,西门口,商业街店铺?1层,光孝路-道路-广州市越秀区,空置中,20.0,2.0,"""区县""",113.27342648099675,23.13526012014849,113.27984228852596,23.1415761582555
东川路临街旺铺，可经营轻餐饮外卖咖啡饮品店！周边写字楼社区,越秀,东川,商业街店铺?1层,意达大厦商铺,空置中,15.0,1.3,"""商务大厦""",113.29207350676671,23.12790446435684,113.2984980532105,23.134174682671856
越秀区 新河浦 独栋 可餐饮酒吧,越秀,东湖,商业街店铺,恤孤院路商铺,空置中,950.0,23.0,"""道路""",113.30312652724948,23.125576927324638,113.30958302158484,23.13169274217273
一德路十三行商圈 一德路正街面商铺出租,越秀,一德路,商业街店铺?1层,一德路商铺,空置中,32.0,2.5,"""道路""",113.26610392117694,23.119392725497563,113.2725354754527,23.125643079525696
广州大道中 杨箕新天地 招中医 医美等行业,越秀,杨箕,商业街店铺?2层,杨箕商业城,空置中,2222.0,33.33,"""购物""",113.31884274146357,23.135048924498418,113.32535482534336,23.14089322517802
北京路地铁口 独栋宜百业旺铺出租,越秀,北京路,商业街店铺?2层,北京路步行街,经营中,500.0,6.5,"""城市""",113.27143134445974,23.135336306695007,113.27784997152557,23.141638642942163
北京路步行街 独栋旗舰店旺铺出租,越秀,北京路,商业街店铺?1层,北京路,经营中,1700.0,100.0,"""道路""",113.42695517138485,23.430736526838318,113.43346358421258,23.436794590287485
惠福东路茶饮小吃旺铺，有餐饮功能！进场费低合同期长，机不可失,越秀,北京路,商业街店铺?1层,惠福东路商铺,空置中,43.0,1.8,"""道路""",113.2731019232161,23.127219825568998,113.27951762917931,23.133533760848214
长寿东路板块，内街商铺招租，68平，月租2800元，无顶手费,越秀,西门口,社区底商?1层,长寿东路-道路-广州市荔湾区,空置中,68.0,2800.0,"""区县""",113.250502263373,23.13179113497485,113.25698092929491,23.137796083976789
淘金800至3千方可分租招餐饮 中医馆 银行证券 汽车展厅,越秀,淘金,临街门面?1-3层,淘金花园商业中心(商业),空置中,1300.0,16.9,"""NoClass""",113.29520113705977,23.150085928305523,113.30164282685371,23.156321732962839
独栋地铁一号线东山口头铺署前路七字展示商铺出租,越秀,农林下路,社区底商,署前路商铺,经营中,190.0,3.0,"""道路""",113.30150131292138,23.129052306530629,113.30795187343718,23.135194622790939
免收中介费，文明路网红店，带有外摆，粉面休闲茶饮,越秀,北京路,商业街店铺?1层,金佰利广场-广州市越秀区,空置中,75.0,3.2,"""购物""",113.27734201505236,23.128663046653345,113.28375375173393,23.13499560155221
北京路商圈，适合各个行业,越秀,北京路,商业街店铺?2层,北京路,空置中,3555.0,26.66,"""道路""",113.42695517138485,23.430736526838318,113.43346358421258,23.436794590287485
北京路步行街A位置，超大门面，只适合各大品牌进驻,越秀,北京路,商业街店铺?1-2层,北京路步行街,空置中,680.0,58.0,"""城市""",113.27143134445974,23.135336306695007,113.27784997152557,23.141638642942163
百灵路临街商业旺铺招租 欢迎电话联系招商,越秀,盘福,临街门面?1层,百灵路商铺,空置中,35.0,1.5,"""道路""",113.26653360315986,23.136880632618145,113.27296240600528,23.143135660235435
环市中，小北地铁站，独幢物业出租，适合酒店公寓桑拿，一房东,越秀,小北,临街门面,环市中路商铺,空置中,6200.0,37.2,"""道路""",113.28101985747009,23.146445697482358,113.2874377482746,23.152782447059378
北京路步行街餐饮旺铺。餐饮功能齐全，档主另有发展低价转让！,越秀,北京路,商业街店铺,北京路步行街,空置中,110.0,1.8,"""城市""",113.27143134445974,23.135336306695007,113.27784997152557,23.141638642942163
电费6毛1度！可办证！闪电外卖厨房越秀陈家祠区庄淘金店铺直租,越秀,东风路,临街门面?1层,东风西大院东风西路商铺,空置中,25.0,4500.0,"""地产小区""",113.25330317995219,23.13964430633927,113.25977408399378,23.145699272676617
北京路商圈，临街旺铺，小食美容，艾灸理疗,越秀,北京路,商业街店铺?1层,越秀大南路商铺,经营中,90.0,1.6,"""道路""",113.2732970351728,23.126251022410608,113.27971266580778,23.132566203111265
中山三路一线靓铺，临街，门面宽，烟管到顶，可明火！,越秀,中山路,商业街店铺?1层,中华广场-广州市越秀区,空置中,85.0,4.5,"""购物""",113.28904495957137,23.13233400852238,113.29546375080584,23.138632496815338
环市路独栋酒店靓位房型好房间很大地理位置优越流动人口大。,越秀,小北,写字楼配套?1层,裕华大厦(商业),空置中,6450.0,38.7,"""商务大厦""",113.2859109513092,23.145045371188848,113.29233099183101,23.151366257023257
北京路 食街惠福东路性价比铺王！,越秀,北京路,商业街店铺?1层,惠福东路-道路-广州市越秀区,空置中,28.7,1.45,"""道路""",113.2731019232161,23.127219825568998,113.27951762917931,23.133533760848214
北京路步行街沿街旺铺出租 可餐饮 全天人流量大,越秀,北京路,临街门面?1层,越秀北京路,空置中,60.0,2.5,"""NoClass""",113.30556425891112,23.128353881270784,113.31202876516926,23.134428135618266
电6毛度！可证直租！闪电共享外卖厨房越秀区公园前淘金外卖商铺,越秀,东风路,社区底商?1层,亚洲金融中心(商业),空置中,30.0,4500.0,"""商务大厦""",113.26579088416446,23.13881467025169,113.27222226406167,23.145061099925948
越秀西华路临街商铺转让。周边稳定消费人群。曝光率高。,越秀,中山路,临街门面?1层,西华路-道路-广州市越秀区,空置中,40.0,1.9,"""区县""",113.27342648099675,23.13526012014849,113.27984228852596,23.1415761582555
越秀杨箕275方物业招租舞蹈，瑜伽，音乐，少儿体能，教培等,越秀,杨箕,社区底商?2层,富力东山新天地(商业),空置中,265.0,2.65,"""商务大厦""",113.32106568827781,23.132812572891838,113.32758430139603,23.1386224792655
免收中介转让费，北京路商圈，教育路美食一条街 宜咖啡奶茶小食,越秀,北京路,临街门面?1层,教育西路小区教育西路商铺,空置中,35.0,2.3,"""道路""",113.15338726319631,23.466830365249018,113.15981418484293,23.47314825816644
区庄地铁A出口轻餐饮烘焙便利店好位！,越秀,农林下路,商业街店铺?1层,区庄-地铁站-广州市越秀区,空置中,100.0,4.6,"""村庄""",113.3020609572539,23.141852129933363,113.30851698007466,23.14798613437353
北京路商圈西湖路步行街旺铺招商适合各行各业,越秀,中山路,商业街店铺?1层,西湖路商铺,空置中,270.0,9.0,"""道路""",113.2730005943546,23.12926035445757,113.27941623310797,23.135573608201537
越秀区五羊邨地铁口800方适合棋牌桌球沐足美容教育等5.2万,越秀,共和路,社区底商?2层,华友大厦(商业),空置中,800.0,5.2,"""商务大厦""",113.31147870238684,23.126400331557599,113.31796481967629,23.132370109959394
包办证，房东直租！越秀火车站三里堂食外卖美团商铺档口！,越秀,流花,商业街店铺?1层,地一大道服装批发广场,空置中,30.0,4500.0,"""NoClass""",113.25956948969605,23.116677686973607,113.2660211584176,23.122837835281066
北京路商圈西湖路步行街旺铺招商适合各行各业,越秀,中山路,商业街店铺?1层,西湖路商铺,空置中,270.0,9.0,"""道路""",113.2730005943546,23.12926035445757,113.27941623310797,23.135573608201537
北京路繁华路段写字楼配套轻餐饮旺铺招商适合各行各业,越秀,北京路,写字楼配套?1层,港汇大厦(商业),空置中,81.39,4.3,"""商务大厦""",113.27708869289862,23.121794104379047,113.28350231655944,23.128126358542404
业主直租！可办证！闪电外卖厨房越秀区公园前淘金餐饮档口直租,越秀,公园前,商业街店铺?1层,亚洲金融中心(商业),空置中,30.0,4500.0,"""商务大厦""",113.26579088416446,23.13881467025169,113.27222226406167,23.145061099925948
北京路惠福东路美食街临街旺铺人流量大宜各餐饮美食进驻,越秀,北京路,社区底商?1-2层,惠福东路商铺,经营中,161.0,3.5,"""道路""",113.2731019232161,23.127219825568998,113.27951762917931,23.133533760848214
环市东商圈，招美容零售咖啡烘焙等，欢迎电话咨询,越秀,环市东,写字楼配套?1层,好世界广场-广州市越秀区,空置中,268.0,5.63,"""商务大厦""",113.29131964878299,23.142724033580369,113.29774665703906,23.14900279101259
东风东路230方物业近地铁口。合适各类教育业态，摄影，舞蹈等,越秀,农林下路,社区底商?3层,羊城同创汇(商业),空置中,230.0,2.76,"""NoClass""",113.38972380719662,23.359679356974849,113.39614683221883,23.365968001103178
地铁口200米公寓住宅底商一楼商铺，停车方便有明火拎包可营业,越秀,黄花岗,社区底商?1层,黄花岗-地铁站-广州市越秀区,空置中,51.41,45.24,"""乡镇""",113.31644004371681,23.144429193024206,113.322948751422,23.15031380886548
越秀区独栋招商宜办公医疗美容会所中医錧银行实用2000方,越秀,杨箕,商业街店铺,中山一路商铺,空置中,1347.0,25.0,"""道路""",113.31306834741,23.133126253035834,113.31956011520063,23.139067926636164
越秀富力东山新天精装物业，舞蹈，中医，音乐，牙科口腔，教培等,越秀,杨箕,社区底商?2层,富力东山新天地(商业),空置中,410.0,3.8,"""商务大厦""",113.32106568827781,23.132812572891838,113.32758430139603,23.1386224792655
东山口庙前直街，茶饮咖啡旺铺！位置靓人流旺，商业氛围好,越秀,东湖,商业街店铺?1层,庙前直街商铺,空置中,30.0,8000.0,"""道路""",113.35460473295672,22.95014036544039,113.36117401613663,22.955898947734
越秀区 全层出租可分租 可做健身 医疗 瑜伽教育等,越秀,东风路,写字楼配套?3层,达信大厦-广州市越秀区,空置中,1370.0,11.65,"""商务大厦""",113.28142813732423,23.137961600211996,113.28784099961782,23.144296835002259
北京路步行街15米门面，买少见少，,越秀,北京路,商业街店铺?1-2层,北京路,空置中,250.0,45.0,"""道路""",113.42695517138485,23.430736526838318,113.43346358421258,23.436794590287485
北京路商圈常餐优选外卖厨房招租,越秀,越秀南,社区底商?1-2层,银基金湾商铺,经营中,25.0,4200.0,"""地产小区""",113.28589055977412,23.123807795714126,113.29230588645818,23.130127824429758
小北路商圈应元路临街一线旺铺,越秀,小北,临街门面?1-2层,嘉洲翠庭商铺,空置中,77.0,2.3,"""地产小区""",113.27478606638566,23.141640695550277,113.28120314531498,23.14796465234968
五月花旁公园前商圈临街旺铺，棋牌，美容，沐足。,越秀,北京路,临街门面?2层,金科大厦(商业),空置中,650.0,3.9,"""商务大厦""",113.27291669262,23.133351371160914,113.27933271616027,23.139664144437945
海珠广场 地铁口 独栋餐饮旺铺,越秀,海珠广场,商业街店铺?1层,海珠广场,经营中,600.0,5.9,"""休闲娱乐""",113.28775786743711,23.105841614487237,113.29418828904821,23.112152618974084
服装连锁品牌看过来，北京路步行街铺15米门面难得有货,越秀,北京路,商业街店铺?1-2层,北京路步行街,经营中,255.0,45.0,"""城市""",113.27143134445974,23.135336306695007,113.27784997152557,23.141638642942163
五羊新城车站转角餐饮位招商功能齐全人流超旺消费能力强百业佳宜,越秀,五羊新城,商业街店铺?1-2层,五羊新城寺右新马路商铺,空置中,200.0,9.8,"""商圈""",113.31711413217127,23.12608576017046,113.32362019569168,23.131958122633873
富力东山新天地(商业) 招烧腊快餐粉面西餐餐饮业态不限,越秀,杨箕,临街门面?1层,富力东山新天地(商业),空置中,100.0,1.8,"""商务大厦""",113.32106568827781,23.132812572891838,113.32758430139603,23.1386224792655
大德路省中医旁超靓物业，适合药店超市餐饮等,越秀,越秀南,商业街店铺?1层,大德路,空置中,200.0,5.0,"""道路""",113.26532306641774,23.12400978168437,113.27175455022157,23.130250277923407
越秀杨箕万单外卖店带账号转让单量稳定接手可营业D,越秀,杨箕,档口摊位?1层,东风东路776号-,经营中,45.0,1.1,"""门址""",113.31112108696346,23.13776586190226,113.31760716129704,23.143742244237516
五羊新城临街人流的旺铺格局方正做各式餐饮美容美发零食,越秀,五羊新城,社区底商?1层,五羊新城寺右新马路商铺,经营中,200.0,7.5,"""商圈""",113.31711413217127,23.12608576017046,113.32362019569168,23.131958122633873
西华路独栋物业出租，8米门面，客流量大,越秀,盘福,社区底商,康王北路商铺,空置中,500.0,5.0,"""道路""",113.25400170231652,23.132590406244846,113.2604678521986,23.138657110596687
免收中介转让费，大德路省中医院旁，药房中医馆必选位置,越秀,一德路,临街门面?1层,广东省中医院-广州市越秀区,空置中,250.0,3.5,"""医疗""",113.263034433708,23.124567398509929,113.2694718697865,23.13077787030686
西湖路茶饮，小食旺铺出租,越秀,北京路,商业街店铺?1层,西湖路-道路-广州市越秀区,空置中,15.0,2.6,"""区县""",113.27342648099675,23.13526012014849,113.27984228852596,23.1415761582555
东川路市场位置。主出道路租金优惠！,越秀,东川,商业街店铺?1层,东川路-道路-广州市越秀区,空置中,90.0,1.7,"""区县""",113.27342648099675,23.13526012014849,113.27984228852596,23.1415761582555
中山四路农讲所287方教育，办公，舞蹈普拉提，健身，瑜伽,越秀,农讲所,社区底商?6层,中山四路商铺,空置中,287.0,1.8,"""道路""",113.28015362146711,23.13279296508007,113.28656483840386,23.139128835507529
惠福东路餐饮步行街一线街铺，展示形象店，饮品咖啡小吃必选！,越秀,北京路,商业街店铺?1-2层,北京路/惠福东路(路口),经营中,54.0,3.6,"""道路""",113.2731019232161,23.127219825568998,113.27951762917931,23.133533760848214
大德路省中医院，临街可餐饮旺铺招租！适合粉面轻餐烘焙蛋糕早餐,越秀,北京路,临街门面?1层,大德路小区大德路商铺,空置中,50.0,2.0,"""地产小区""",113.26468902262627,23.124085148453287,113.27112211049132,23.13031766472977
北京路口，五月花旁边，转角位置，适合小吃饮品,越秀,公园前,商业街店铺?1层,中山五路商铺,经营中,20.0,2.68,"""道路""",113.35086077525348,23.14508499856613,113.3574054879008,23.15079564719797
北京路商圈常餐优选外卖厨房招租,越秀,越秀南,社区底商?1-2层,银基金湾商铺,经营中,25.0,4200.0,"""地产小区""",113.28589055977412,23.123807795714126,113.29230588645818,23.130127824429758
五羊新城车站转角餐饮位招商功能齐全人流超旺消费能力强百业佳宜,越秀,五羊新城,商业街店铺?1-2层,五羊新城寺右新马路商铺,空置中,200.0,9.8,"""商圈""",113.31711413217127,23.12608576017046,113.32362019569168,23.131958122633873
房东直租无中介费越秀核心商圈大丰窝公园前外卖快餐旺铺招租,越秀,公园前,写字楼配套?1层,百汇广场(商业),空置中,20.0,8000.0,"""NoClass""",113.27029247273458,23.13127202149039,113.27671229914918,23.137564880677556
大德路省中医院，临街可餐饮旺铺招租！适合粉面轻餐烘焙蛋糕早餐,越秀,北京路,临街门面?1层,大德路小区大德路商铺,空置中,50.0,2.0,"""地产小区""",113.26468902262627,23.124085148453287,113.27112211049132,23.13031766472977
北京路口，五月花旁边，转角位置，适合小吃饮品,越秀,公园前,商业街店铺?1层,中山五路商铺,经营中,20.0,2.68,"""道路""",113.35086077525348,23.14508499856613,113.3574054879008,23.15079564719797
五羊邨地铁口，周围全是办公写字楼,越秀,五羊新城,商业街店铺?1层,五羊邨地铁站(商业),经营中,70.0,1.8,"""餐饮""",113.31967780626536,23.122092649447674,113.32619353044724,23.12792400006188
有外摆区，物业直租，50方，写字楼配，诚招咖啡，寿司，轻餐饮,越秀,北京路,写字楼配套?1层,T28OAK橡树院(商业),空置中,50.0,5000.0,"""NoClass""",113.30878333670505,23.155000027265716,113.315273842918,23.16102063108194
越秀区餐饮店转让！人流密集，有稳定会员，整转可空转接手可营业,越秀,东湖,临街门面?1层,海印商业大厦-广州市越秀区,经营中,80.0,8000.0,"""商务大厦""",113.29389275508491,23.120626922151069,113.3003236659244,23.126877249400434
东山口网红街 地铁沿线 独栋大面积物业商铺出租,越秀,东山口,商业街店铺?1层,东山口,经营中,950.0,23.0,"""商圈""",113.30230287092766,23.13044615494052,113.30875606516004,23.13657546669707
业主直租I临近眼镜城十三行I带阳台花园I独立卫生间,越秀,一德路,社区底商?1层,广报阡陌间(商业),空置中,1508.0,18.85,"""NoClass""",113.34252252385152,23.111826318453177,113.34907988090791,23.117486933076866
北京路步行街A级商铺，品牌服饰珠宝！位置中段客流火爆,越秀,北京路,商业街店铺?1层,北京路步行街,经营中,258.0,45.0,"""城市""",113.27143134445974,23.135336306695007,113.27784997152557,23.141638642942163
北京路商业街 独栋餐饮旺铺 宜百业,越秀,北京路,商业街店铺?1层,北京路步行街,经营中,700.0,10.0,"""城市""",113.27143134445974,23.135336306695007,113.27784997152557,23.141638642942163
越秀 沿江西临街商铺 轻餐 便利店 餐饮 运动健身均可,越秀,一德路,写字楼配套?1层,沿江西路商铺,空置中,3400.0,34.0,"""道路""",113.25863273671057,23.113390445692099,113.26508980970101,23.119536271051027
环市东路 写字楼配套底商 招烘焙 美容 美发 欢迎来电了解,越秀,淘金,写字楼配套?1层,好世界广场(商业),空置中,268.0,3.5,"""商务大厦""",113.29131964878299,23.142724033580369,113.29774665703906,23.14900279101259
文明路与德政路交界独栋餐饮旺铺转让适合各行各业,越秀,北京路,临街门面,文明路小区文明路商铺,空置中,150.0,2.5,"""道路""",113.38753993667203,23.01221867625385,113.39396560984449,23.01848502655183
建设三马路餐饮旺铺小有转让，周边写字楼饭市火爆，大型商住社区,越秀,建设,商业街店铺?1层,建设三马路小区建设二马路商铺,经营中,65.0,2.63,"""地产小区""",113.28918419692538,23.140609023848115,113.29560599896513,23.146906945010163
东山口临街一线步行街旺铺出租，百业佳宜,越秀,东湖,商业街店铺?1层,龟岗大马路商铺,经营中,40.0,1.6,"""道路""",113.30606317779119,23.33781002161884,113.31255108903767,23.343880056024419
