小区,行政区,地标,地址,在售,在租,建成年份,平均房价,涨幅百分比,跌幅百分比,等级,百度地图经度,百度地图纬度,GCJ02经度,GCJ02纬度
骏文雅苑,越秀,农讲所,文明路119121123号,23,5,2014,90734.0,,↓1.05%,"""地产小区""",113.27992958407298,23.129896959146018,113.28634059895139,23.136232795402749
犀牛路小区,越秀,环市东,农林下路犀牛路,23,0,1990,62808.0,,↓1.51%,"""地产小区""",113.30231508788259,23.139313898117057,113.30877059183814,23.145443473813946
龟岗大马路小区,越秀,东山,龟岗大马路近龟岗二马路,22,1,1995,66379.0,↑0.72%,,"""地产小区""",113.30028105471702,23.126551800820996,113.30672797526774,23.132713466302996
梅花路大院,越秀,东风东,东风东梅花路,22,3,2000,84159.0,,↓1.49%,"""地产小区""",113.31663434719856,23.139053857875948,113.32314054409007,23.14493456884622
东川大厦,越秀,东川路,东川路6号,21,7,2002,73918.0,,↓0.66%,"""NoClass""",113.29263270194649,23.12764847301016,113.29905850373801,23.133912702050787
海景农林华府,越秀,东风东,犀牛路农本新村,21,0,2013,107175.0,,↓0.21%,"""NoClass""",113.30303768483457,23.138878974295908,113.30949542020332,23.14499658337216
寺贝通津小区,越秀,东山,寺贝通津23号,21,10,1989,71438.0,,↓0.50%,"""地产小区""",113.30601502861588,23.128482250215055,113.31248112187564,23.1345486741642
东海嘉园,越秀,杨箕,广州大道东兴北路102号(外商活动中心南侧直..,20,7,2002,99623.0,,↓1.36%,"""地产小区""",113.31792521221597,23.13119051517133,113.32443363071556,23.137049468487917
农林上路三横路大院,越秀,东山,农林上路四横路一号大院,20,3,1989,77268.0,,↓2.00%,"""地产小区""",113.3045665109815,23.132648897425104,113.3110276251046,23.138740340259216
寺贝通津1号大院,越秀,东山,寺贝通津1号,20,4,1982,69624.0,,↓0.05%,"""地产小区""",113.30354389054438,23.12861208818019,113.31000133520682,23.134720826520004
天伦花园,越秀,建设路,广州市建设四马路17-29号(宜安广场西侧),20,9,2004,90476.0,↑0.46%,,"""地产小区""",113.29004243800932,23.140822952244638,113.29646586098252,23.14711353307166
文德路大院,越秀,农讲所,文德路与中山四路交界,20,1,1995,57205.0,↑1.15%,,"""道路""",113.28015362146711,23.13279296508007,113.28656483840386,23.139128835507529
金麓山庄,越秀,麓景路,下塘西路83号,19,12,2004,46439.0,,↓2.32%,"""NoClass""",113.28027992322176,23.15449271760175,113.28670489429355,23.160831382820203
凯旋会,越秀,五羊新城,越秀区广州大道中明月一路11至23号,19,2,2005,128707.0,,↓0.97%,"""地产小区""",113.31885343129913,23.119906516234935,113.32536752191145,23.125751055680863
山河后街小区,越秀,东山,东山山河后街,19,0,1996,77291.0,,↓0.29%,"""NoClass""",113.30689024767395,23.123539997716799,113.313360516389,23.12959132898133
仰忠街小区,越秀,北京路,仰忠街11号1号,19,2,1980,64166.0,,↓3.28%,"""地产小区""",113.27777661525792,23.127432529260156,113.28418828314266,23.1337660975045
中环广场,越秀,建设路,越秀区建设中马路2号,19,37,2009,95838.0,↑4.30%,,"""地产小区""",113.288253821909,23.142478954049524,113.29467521810754,23.148784392913876
东山锦轩,越秀,东山,农林下路4-6号,18,9,2002,90347.0,↑0.01%,,"""地产小区""",113.30268501009147,23.13150108638187,113.30913954088548,23.137624127185945
恒福路小区,越秀,淘金,恒福路近横枝岗路,18,10,1992,40281.0,,↓0.71%,"""道路""",113.3021419071566,23.155058369247759,113.30860911164004,23.16119328602245
狮带岗小区,越秀,麓景路,狮带岗中2号,18,5,1997,44593.0,,↓3.49%,"""地产小区""",113.28427792172315,23.152359038443874,113.29070256721933,23.1586888413806
寺右新马路小区,越秀,共和路,寺右新马路寺右二马路,18,1,1980,61707.0,,↓1.40%,"""地产小区""",113.31882800925321,23.124924016480006,113.32534003862057,23.13076855495591
淘金家园三期,越秀,黄花岗,淘金东路133号,18,2,2008,95095.0,,↓1.09%,"""地产小区""",113.30039918189155,23.14943488270542,113.30685542682828,23.155596540593629
菜园东小区,越秀,东川路,菜园西街4号,17,2,1992,49044.0,,↓1.29%,"""地产小区""",113.29742354489072,23.129384817478284,113.30386149816823,23.135588810208718
东湖御苑,越秀,大沙头,永胜上沙1、3号,17,1,1996,72527.0,↑0.98%,,"""地产小区""",113.29426052136057,23.125017159086423,113.30069067058693,23.13126275101247
东山雅筑,越秀,东风东,东风东路776号,17,0,2003,98264.0,,↓1.96%,"""地产小区""",113.31062854605249,23.1366211691747,113.3171124001216,23.14260622075717
大沙头路小区,越秀,大沙头,大沙头路8号,17,1,2000,48697.0,↑0.65%,,"""地产小区""",113.29194307280672,23.119889980920587,113.29836992404448,23.126162088712236
豪贤苑,越秀,农讲所,仓边路豪贤路仁生里11号,17,0,2001,55646.0,↑0.38%,,"""地产小区""",113.27902022940555,23.135249402517393,113.28543205451054,23.141584940512577
麓湖御景,越秀,麓景路,麓苑路39号(淘金商业圈),17,14,1999,58544.0,,↓0.50%,"""地产小区""",113.29148251157189,23.148234298711516,113.29791392163374,23.154512260796726
盘福路大院,越秀,盘福路,盘福路24号,17,0,1993,44910.0,,↓0.43%,"""地产小区""",113.2670556983221,23.139313815037178,113.27348431198218,23.1455749760579
寺右二横路小区,越秀,共和路,水荫二横路1-11号,17,0,1986,61420.0,,↓0.23%,"""门址""",113.37190448012326,23.001439961236327,113.37837994587695,23.007470236872626
淘金半山豪庭,越秀,淘金,淘金路友谊商店北侧,17,0,暂无资料,106021.0,↑2.29%,,"""地产小区""",113.29251331714424,23.147087037996358,113.2989459927273,23.153354031277787
东鸣轩,越秀,农讲所,中山四路199号至231号,16,12,2005,81380.0,↑1.62%,,"""地产小区""",113.2800977468644,23.132238461609835,113.28650888938822,23.13857432324273
东山口教工新村,越秀,东山,越秀农林东路保安南街,16,2,1996,66362.0,,↓0.59%,"""地产小区""",113.30719243764742,23.125062941021534,113.31366333097822,23.131108864490515
东兴南小区,越秀,杨箕,广州大道中东兴南路,16,0,1996,55638.0,,↓2.42%,"""地产小区""",113.31722372544347,23.12802419269441,113.32372985621758,23.13389467748842
东山印象台,越秀,农讲所,中山四路263-289号,16,20,2016,84670.0,,↓1.18%,"""地产小区""",113.27880769032194,23.131761556860359,113.28521891740373,23.138096746636334
黄花新村,越秀,环市东,环市东路407号,16,4,1996,53376.0,,↓0.92%,"""地产小区""",113.29878708282387,23.141977494993765,113.30523275725423,23.14816254134818
黄华路党校大院,越秀,建设路,建设大马路3号,16,0,1995,69688.0,↑0.43%,,"""政府机构""",113.28600132084347,23.139835804818753,113.29241824628216,23.146155538203155
御东和府,越秀,东山,农林下路37号广百百货F1,16,2,2009,89676.0,↑0.76%,,"""地产小区""",113.30358969357028,23.135351095354353,113.31004800126832,23.141459208716847
共和西电梯楼,越秀,共和路,共和西路49号,15,0,1996,82138.0,↑0.00%,,"""地产小区""",113.3094039759817,23.131225660104037,113.31588225519003,23.137232274731873
豪贤路大院,越秀,农讲所,越秀北路豪贤路,15,1,2003,50510.0,↑0.12%,,"""地产小区""",113.28203350540722,23.135898108426674,113.28844582180646,23.142232217109969
机务段,越秀,三元里,机务段大街120号,15,0,1998,26204.0,,↓1.19%,"""NoClass""",113.25129690442687,23.16217658526573,113.25779441778555,23.168200094445166
淘金北小区,越秀,淘金,淘金北路12号,15,14,1990,56577.0,↑1.10%,,"""地产小区""",113.29508435734351,23.149260428192276,113.30152502026965,23.155497564796855
东兴小区,越秀,杨箕,东兴北路1号~102号,14,0,1995,59537.0,,↓1.28%,"""NoClass""",113.31966028930794,23.128592173814217,113.32617436500347,23.134423469090537
都市晴川,越秀,东川路,东川路元运街31、33号,14,0,2007,68223.0,↑2.32%,,"""地产小区""",113.29005699055858,23.12717205027895,113.29647762638668,23.13346192143744
富力盈泽苑,越秀,东川路,中山三路较场东路33号,14,3,2000,83094.0,,↓2.18%,"""地产小区""",113.29149778276556,23.130336648305545,113.29792099819997,23.136612769863203
福今东路8号大院,越秀,东风东,福今东8号之1-10号,14,0,暂无资料,70784.0,,↓0.11%,"""地产小区""",113.31124972431242,23.135999634602169,113.31773562606326,23.1419736015673
五羊华轩,越秀,杨箕,东泰路36号,14,4,2004,79402.0,,↓0.27%,"""地产小区""",113.31667971162679,23.131050849282823,113.32318392369086,23.1369303674123
文德先生,越秀,农讲所,文德南路82号,14,5,2016,84456.0,↑1.28%,,"""地产小区""",113.27921309559845,23.125191313150954,113.28562480042,23.131526987981077
原道路小区,越秀,淘金,原道路44号,14,4,1995,56967.0,,↓6.23%,"""地产小区""",113.29896898968957,23.143349108948735,113.30541608020957,23.14953162855419
竹丝岗二马路小区,越秀,东山,竹丝岗二马路,14,1,1992,60180.0,↑2.56%,,"""地产小区""",113.30106060423832,23.13379470453269,113.3075100827639,23.13994413321857
中山六路小区,越秀,北京路,中山六路玛瑙巷,14,0,1994,43701.0,↑2.22%,,"""地产小区""",113.26300344216793,23.131524183944174,113.26944022769624,23.137734078335567
北秀花园,越秀,小北,小北路天香街3~9号,13,3,1993,80814.0,,↓2.78%,"""地产小区""",113.27722107077378,23.13950937616171,113.28363516917894,23.14584209983138
城启波尔多庄园,越秀,黄花岗,黄花岗街道淘金东路141号,13,6,2002,73099.0,,↓1.01%,"""地产小区""",113.3033503849825,23.149140469812804,113.3098161396182,23.155254284991448
东湖豪苑,越秀,东山,东湖路35号,13,0,1996,86302.0,,↓1.10%,"""地产小区""",113.29753322799346,23.126053521961866,113.303971909814,23.132256051190369
海珠中路小区,越秀,西门口,光塔路与海珠中路交界,13,0,1995,36591.0,,↓0.09%,"""地产小区""",113.26309821339919,23.128752032309817,113.26953471651525,23.134963230665865
庙前直街小区,越秀,东山,庙前直街11号,13,2,1985,66555.0,↑0.78%,,"""地产小区""",113.30186728258602,23.128022198607785,113.3083191307404,23.134158626517249
起义路小区,越秀,北京路,广州起义路西湖路,13,0,1990,45557.0,↑4.08%,,"""NoClass""",113.27046629485069,23.12678403119887,113.27688606178022,23.133078432160774
万福路小区,越秀,农讲所,文德路与万福路交汇,13,0,1992,55879.0,↑3.22%,,"""地产小区""",113.28086202519204,23.126662141459108,113.28727341807242,23.13299769817219
新河浦雅居小区,越秀,东山,恤孤院恤孤院路5号,13,3,1999,85059.0,↑0.03%,,"""地产小区""",113.30270405416829,23.125667244466379,113.30915909710072,23.1317900619521
雅景阁,越秀,农讲所,德政南路115-117号,13,0,1998,46684.0,↑0.59%,,"""NoClass""",113.28171101372924,23.12605925504592,113.28812273312357,23.132393821558993
应元路小区,越秀,小北,应元路23号,13,10,2001,73895.0,,↓1.56%,"""地产小区""",113.27342225896087,23.141159089136406,113.27984056744289,23.147475614176508
越秀雍雅园,越秀,农讲所,中山四路芳草街2号,13,1,2001,72988.0,,↓1.40%,"""地产小区""",113.28375582656092,23.134234546934015,113.2901686451822,23.140563943919508
越秀大南路小区,越秀,北京路,越秀区大南路,13,3,1998,38969.0,,↓1.55%,"""地产小区""",113.27297813671686,23.126331451621409,113.27939415855762,23.132644632962898
东雅轩,越秀,东川路,中山二路菜园东19号,12,3,2001,67683.0,,↓0.21%,"""地产小区""",113.29806987570494,23.129645624457255,113.30450970294214,23.13584040206965
东越雅居,越秀,农讲所,越秀中路62号,12,5,2009,72785.0,↑0.91%,,"""地产小区""",113.28505217124193,23.130428208487574,113.29146560246955,23.136752241691164
光塔路小区,越秀,西门口,越秀区光塔路,12,1,2007,38398.0,,↓0.44%,"""地产小区""",113.26619305554115,23.128624245232634,113.27262148002933,23.13487505904463
辉煌大厦,越秀,大沙头,白云路48~50号,12,0,2000,54476.0,,↓2.82%,"""NoClass""",113.29157198280066,23.125392803135914,113.29799592773263,23.13166829100673
锦源国际公寓,越秀,海珠广场,北京路149号,12,5,2007,31081.0,,↓2.78%,"""宾馆""",113.2756177176265,23.124796225714659,113.28203128811815,23.131123292809137
丽水坊,越秀,农讲所,德政路丽水坊小区,12,0,1997,52375.0,↑0.91%,,"""地产小区""",113.28345920608163,23.12763293570706,113.28987151219173,23.133963256701486
梅东路大院,越秀,东风东,越秀区东风东梅东路,12,0,1992,62534.0,,↓0.96%,"""地产小区""",113.31663434719856,23.139053857875948,113.32314054409007,23.14493456884622
农林东路22号大院,越秀,东山,农林东路22号,12,0,2000,81606.0,↑0.11%,,"""地产小区""",113.30651026444335,23.134172899295874,113.31297852364195,23.140230759314745
农林上路一横路大院,越秀,东山,农林上路一横路,12,1,1987,84834.0,,↓0.93%,"""地产小区""",113.30373396143514,23.131588990032765,113.31019207196745,23.1376945344469
农林上路二横路大院,越秀,东山,越秀区农林上路二横路,12,2,1992,81050.0,,↓0.55%,"""门址""",113.30340814602677,23.13211042863907,113.30986519038243,23.138221456441163
侨福苑,越秀,淘金,淘金坑66-68号,12,1,1995,70018.0,↑1.35%,,"""地产小区""",113.29292258513446,23.146863981446857,113.2993560028506,23.153126440057826
泰康城广场,越秀,海珠广场,泰康路111号,12,0,1996,48964.0,,↓2.71%,"""地产小区""",113.2741169186115,23.1231571195914,113.28053246240157,23.129477200315955
淘金街小区,越秀,淘金,淘金街38-40号,12,8,1996,64754.0,,↓1.19%,"""地产小区""",113.29320510221727,23.146690188150637,113.29963903218168,23.152949442364574
恤孤院路小区,越秀,东山,恤孤院路(近培正一横路),12,3,1992,83125.0,,↓4.80%,"""地产小区""",113.30302879161003,23.125671315798827,113.30948493188696,23.13178875247997
越秀北路小区,越秀,农讲所,东风东越秀北路,12,4,1997,68218.0,,↓0.56%,"""地产小区""",113.28421800474566,23.134983040027316,113.29063135277731,23.14131077137416
永泰路大院,越秀,淘金,恒福路永泰路,12,3,1996,67438.0,,↓0.76%,"""地产小区""",113.29752810765204,23.147505984534189,113.30397399071815,23.1537100647933
东山水恋,越秀,大沙头,绿荫路10号,11,0,2005,83643.0,↑1.48%,,"""地产小区""",113.29127985384892,23.123056829934514,113.29770392019779,23.129335390924159
富宏花园,越秀,小北,应元路76号(近洪桂新街),11,2,2008,84979.0,↑1.29%,,"""地产小区""",113.27580555330859,23.14112851616716,113.28222143519082,23.14745683826571
国龙大厦,越秀,解放北,环市中路276号,11,1,1998,55458.0,,↓2.80%,"""地产小区""",113.27886257678859,23.146473776963619,113.285280513517,23.152810406403974
广工大院,越秀,环市东,环市东路463号,11,10,1991,58863.0,,↓1.49%,"""地产小区""",113.30524751638839,23.14037615304962,113.31171364539762,23.146456441560763
共和村小区,越秀,共和路,中山一路共和村,11,1,1990,59622.0,,↓0.37%,"""地产小区""",113.31271798282121,23.129793456039413,113.3192082297508,23.135741241784467
华荟大厦,越秀,农讲所,万福路19-95号,11,1,2003,58891.0,↑0.68%,,"""地产小区""",113.28309260760313,23.126627244580474,113.28950484379566,23.1329587096188
海印东山100,越秀,大沙头,东华南路100号,11,0,2010,80355.0,,↓2.05%,"""地产小区""",113.2909578113237,23.124143061759129,113.297380865329,23.130424698079169
金亚花园,越秀,二沙岛,大通路二沙岛三区金亚南路,11,3,1998,123232.0,↑2.37%,,"""地产小区""",113.31646330982952,23.116935195180774,113.32297114658768,23.122819235366767
较场西路体委大院,越秀,农讲所,中山三路较场西路13号,11,0,1996,69388.0,,↓1.35%,"""地产小区""",113.28907451382264,23.12923858587986,113.29549323168627,23.13553680787226
建设四马路小区,越秀,建设路,建设五马路23号,11,8,1996,57833.0,,↓0.42%,"""地产小区""",113.28998117357357,23.141807766126129,113.2964050467215,23.148099007599908
教育路大院,越秀,北京路,教育路与中山五路交汇,11,0,1990,46065.0,,↓3.94%,"""地产小区""",113.27131195965753,23.13147508084826,113.27773008489021,23.137776346783438
江尚东山,越秀,大沙头,大沙头四马路2号,11,5,2010,86275.0,↑0.06%,,"""门址""",113.30027279030633,23.132546537842719,113.30671953148975,23.138708301243857
精彩生活大厦,越秀,北京路,文明路36-48号,11,4,2011,85480.0,,↓1.06%,"""地产小区""",113.27696436741607,23.127711037640024,113.28337640321552,23.134042612558735
龙湖大厦,越秀,大沙头,东湖路128号,11,0,2000,77130.0,,↓0.58%,"""NoClass""",113.29438969769288,23.12316434842041,113.30082074941693,23.12940849194662
梅花路电力设计院宿舍,越秀,东风东,梅花路65号(锦城花园附近),11,0,2000,73114.0,↑0.00%,,"""NoClass""",113.31486702093882,23.137576105132543,113.32136644494497,23.143486718977525
牛乳基小区,越秀,东川路,东华东路东川路,11,3,1999,59267.0,↑0.11%,,"""餐饮""",113.29339931586846,23.12701077739016,113.29982696466097,23.13326643304419
区庄村,越秀,环市东,先烈中路25号,11,2,1990,54658.0,↑0.16%,,"""地产小区""",113.30206077759279,23.141852462246474,113.30851680001395,23.147986469652069
山河东街小区,越秀,东山,山河大街15号,11,4,1994,73473.0,,↓2.46%,"""地产小区""",113.30648376443082,23.124010700321404,113.31295242401137,23.13006912567618
寺右一马路小区,越秀,五羊新城,寺右新马路62号,11,0,1994,58778.0,↑0.05%,,"""地产小区""",113.3141902114451,23.124578563250993,113.32068649824643,23.13050073815922
寺右大街小区,越秀,共和路,越秀区寺右大街,11,1,1992,58784.0,↑5.44%,,"""道路""",113.31098858690078,23.127765459704415,113.31747271471608,23.13374389955218
水均南街大院,越秀,东风东,水均南街19号103号,11,0,1992,63538.0,,↓0.21%,"""门址""",113.31336208971844,23.13492903633808,113.31985529784711,23.140865634116339
新河浦别墅,越秀,东山,新河浦路152号(庙前西街),11,5,2002,104578.0,,↓2.94%,"""地产小区""",113.30105036355552,23.124937726145178,113.3075001194041,23.131087379880428
下塘新村,越秀,麓景路,麓景路下塘新村,11,1,2000,41466.0,,↓0.76%,"""地产小区""",113.28242956830643,23.151101576313633,113.28885187276707,23.157436878309349
竹丝岗大马路小区,越秀,东山,竹丝岗大马路70号602号,11,2,1992,55825.0,,↓0.42%,"""地产小区""",113.30048703617038,23.13433100632109,113.30693478442619,23.140489497291204
爱群荟景湾,越秀,解放南,沿江西路长堤大马路143号,10,0,2010,55551.0,,↓8.57%,"""NoClass""",113.2667129049396,23.117123568889995,113.27314436220638,23.123381274426487
朝天路大院,越秀,西门口,朝天路64号,10,1,1994,50857.0,↑0.21%,,"""NoClass""",113.2670144660992,23.130946909849745,113.2734409328951,23.137207149796823
东山紫园,越秀,东风东,东风东路745号,10,1,2007,99104.0,↑0.03%,,"""NoClass""",113.31015208481014,23.13867725556169,113.31663502991627,23.144670953142268
帝景大厦,越秀,淘金,淘金路36-38号,10,9,2001,71215.0,↑1.54%,,"""商务大厦""",113.29436688073294,23.143906889025098,113.3008015586597,23.150152068398289
东贤里小区,越秀,农讲所,东关汛20号,10,0,1992,46198.0,,↓3.86%,"""地产小区""",113.28703329421299,23.13045579284944,113.29344896466323,23.136768867761768
