小区,行政区,地标,地址,在售,在租,建成年份,平均房价,涨幅百分比,跌幅百分比,等级,百度地图经度,百度地图纬度,GCJ02经度,GCJ02纬度
保利云禧,白云,白云大道南,齐富路196号,35,32,2015,86532,,↓0.53%,"""地产小区""",113.2851506,23.20076852,113.2916001,23.20709948
万科云山,白云,嘉禾望岗,阅山二街17号,34,7,2008,36955,,↓4.03%,"""地产小区""",113.3165653,23.25136162,113.3230692,23.25724304
新天半山别墅,白云,南湖,"同和路东侧,南湖游乐园对面",34,4,2013,61187,,↓3.59%,"""地产小区""",113.3484131,23.22430705,113.3549717,23.22999857
中海云麓公馆,白云,白云大道南,白云山西麓白云新城云城东路与齐富路交汇,33,22,2014,86460,,↓2.85%,"""地产小区""",113.284926,23.19968973,113.2913758,23.20602185
保利阅云台,白云,新市,三元里大道以北(智慧少年宫旁),31,0,暂无资料,45642,,↓0.57%,"""地产小区""",113.2603821,23.18998035,113.2668657,23.1961601
凯云新世界,白云,嘉禾望岗,集安街2号,31,17,2016,67400,↑0.66%,,"""地产小区""",113.3053501,23.2338311,113.3118203,23.23991038
汇侨新城南区,白云,新市,新市镇汇侨路,30,6,2000,27879,,↓0.51%,"""地产小区""",113.263424,23.20411903,113.2698935,23.21034164
集贤苑,白云,嘉禾望岗,白云大道北百顺北路,30,8,1999,35745,↑0.16%,,"""NoClass""",113.3078009,23.24070809,113.3142756,23.24674359
保利紫薇花园,白云,新市,大埔东街1号,29,13,2007,36227,,↓2.12%,"""地产小区""",113.2619181,23.20490541,113.2683914,23.2111068
佳兆业天墅,白云,同和,同宝路8号(同和地铁站旁),29,0,暂无资料,62804,↑0.51%,,"""地产小区""",113.335186,23.20855001,113.3417645,23.21422301
岭南新世界锦云峰,白云,嘉禾望岗,百顺北路49号至73号,28,2,2013,47353,↑0.27%,,"""地产小区""",113.3057211,23.24249998,113.3121875,23.24857179
新兴白云花园,白云,江夏,白云大道北西侧解放庄北街路口,27,3,1999,27248,,↓0.74%,"""地产小区""",113.2965107,23.22139902,113.302964,23.22761932
新世界云逸,白云,嘉禾望岗,白云新城2、3、14(在建)号线嘉禾望岗地铁..,27,27,暂无资料,65128,↑1.19%,,"""乡镇""",113.2947173,23.25666424,113.3011488,23.26290433
云山居,白云,白云大道北,白云大道北丛云路,25,7,2000,28262,,↓0.27%,"""地产小区""",113.3045093,23.21808183,113.3109915,23.22417861
金碧新城,白云,石井,金新二街167号,24,18,2008,34851,↑0.11%,,"""地产小区""",113.2482659,23.2095168,113.2547825,23.21548809
君华香柏广场(白云),白云,京溪,广州大道北与京溪路交汇处(地铁3号线京溪南方..,21,5,2012,59736,↑1.00%,,"""NoClass""",113.3312931,23.18912171,113.3378751,23.19482045
珠光云山壹号,白云,京溪,白云区广州大道北云灏街,21,0,暂无资料,109308,,↓1.09%,"""地产小区""",113.3267646,23.19424538,113.3333373,23.19998774
云山锦绣家园,白云,白云大道南,白云大道南481号、483号(新体育馆旁),20,5,2004,52645,,↓1.82%,"""生活服务""",113.3034611,23.11673843,113.3099227,23.12284947
云裳丽影,白云,同和,富和路2-58号,20,8,2007,48147,↑0.04%,,"""地产小区""",113.3360895,23.19991792,113.3426746,23.2055885
中海金沙湾,白云,金沙洲北,金沙洲建设大道1号,19,0,2013,26783,↑0.23%,,"""地产小区""",113.2119158,23.15404389,113.2184731,23.159733
保利珑玥公馆,白云,人和,广从七路钟落潭地铁A出口约500米,17,0,暂无资料,24257,,↓1.52%,"""地产小区""",113.40767,23.37516803,113.4140866,23.38147729
春兰花园,白云,京溪,京溪路53号,17,0,1997,37722,,↓0.35%,"""地产小区""",113.3332851,23.19008723,113.33987,23.19577204
金满家园,白云,金沙洲南,金沙洲路沙贝大街,17,0,2000,24541,,↓0.88%,"""地产小区""",113.213358,23.16246299,113.2199258,23.1681442
龙光中铁建|天皓·西派云峰,白云,江夏,黄石街道陈田村黄石东路819号,17,0,2023,78253,,↓5.85%,"""地产小区""",113.292188,23.20848399,113.2986432,23.21475926
天健云山府,白云,白云大道南,白云大道南397号,17,0,2020,62617,,↓3.50%,"""门址""",113.4220811,23.67574651,113.4285712,23.68188749
保利紫云,白云,新市,西苑路103号,16,42,2018,45683,,↓3.08%,"""地产小区""",113.2580596,23.1956662,113.2645499,23.2018092
乐得花园,白云,黄边,黄边南路59号,16,0,2000,28688,,↓0.73%,"""地产小区""",113.2815446,23.2289753,113.2879663,23.23531222
岭南新世界映悦园,白云,嘉禾望岗,百顺东路1号~10号(双号),16,0,2013,45754,,↓0.21%,"""地产小区""",113.3092698,23.24043712,113.3157499,23.24644659
元下田云泉居,白云,江夏,新广从路元下田泉水街3号,16,5,2003,28637,↑0.03%,,"""地产小区""",113.2933568,23.22247988,113.299801,23.22873945
中海金沙馨园,白云,金沙洲南,金沙洲环洲三路,16,0,2012,34924,↑0.12%,,"""地产小区""",113.2119158,23.15404389,113.2184731,23.159733
春庭花园,白云,白云大道北,春庭街2号,15,0,1998,23181,,↓0.76%,"""地产小区""",113.3011002,23.22038104,113.3075685,23.22653368
汇侨新城北区,白云,新市,新市镇汇侨路,15,15,1998,26178,,↓0.97%,"""地产小区""",113.2636758,23.20632669,113.270143,23.21255237
新世界云山墅,白云,龙归,白云区白云大道北1689号,15,1,2011,57156,,↓1.86%,"""汽车服务""",113.3005949,23.23844729,113.3070458,23.24460468
颐和山庄,白云,永泰,白云大道北同泰路,15,0,1999,40064,↑1.62%,,"""地产小区""",113.3209152,23.22411219,113.3274487,23.22992744
一品湖山,白云,南湖,同和路688号,15,5,2016,39458,,↓2.26%,"""地产小区""",113.3380556,23.21851981,113.3446264,23.22418187
广州城投保利金沙大都汇,白云,金沙洲南,沙贝地铁站A1出口,14,21,暂无资料,18708,,↓2.78%,"""地产小区""",113.2166555,23.15566043,113.2232194,23.16132507
五矿招商江天际,白云,广花路,广海路以西,14,0,暂无资料,43899,↑3.09%,,"""NoClass""",113.225948,23.1889224,113.2325338,23.19460306
首开龙湖天奕,白云,黄石,白云新城云城西路(距萧岗地铁站b出口300米..,14,29,2019,91802,↑0.97%,,"""地产小区""",113.283078,23.20741398,113.2895212,23.21375188
中铁诺德阅泷,白云,人和,广花一级公路430号,14,0,暂无资料,25062,↑2.00%,,"""地产小区""",113.244965,23.30098049,113.2515007,23.30689555
白云高尔夫花园,白云,黄石,黄石东路118号,13,1,2002,41690,,↓0.29%,"""地产小区""",113.276817,23.20819669,113.2832596,23.21453413
华发四季名苑,白云,嘉禾望岗,永泰村集贤庄新顺路(岭南新世界与凯云新世界旁..,13,2,2017,66996,↑1.80%,,"""地产小区""",113.3039617,23.23707508,113.3104247,23.24317764
御金沙,白云,金沙洲北,金沙洲路与浔峰山东路交汇处(地铁六号线始发站..,13,0,2015,51417,↑0.45%,,"""地产小区""",113.210429,23.17121705,113.2170009,23.1769214
纵横缤城,白云,新市,"机场路汇侨南路,汇侨新城西南面",13,18,2006,34638,↑0.37%,,"""地产小区""",113.259594,23.20143102,113.2660767,23.20759793
佳兆业天墅,白云,同和,同宝路8号(同和地铁站旁),12,0,2019,63108,,↓0.36%,"""地产小区""",113.335186,23.20855001,113.3417645,23.21422301
隆康花园,白云,白云大道南,金信路17号,12,0,2002,46290,,↓0.04%,"""地产小区""",113.280628,23.18346299,113.287077,23.18980643
松涛北苑,白云,永泰,白云堡大道松涛街,12,0,1999,22858,↑1.35%,,"""地产小区""",113.3134531,23.23190351,113.3199542,23.23784004
怡新花园,白云,梅花园,广州大道北梅花园路,12,0,2002,51588,,↓0.50%,"""地产小区""",113.328869,23.18103328,113.3354445,23.18675299
依云小镇,白云,嘉禾望岗,依云一街80号,12,4,2006,43286,↑0.61%,,"""地产小区""",113.3070932,23.23638802,113.3135678,23.24243652
广垦·天河1号,白云,梅花园,中国广东省广州市天河区怡新路196号,11,0,2021,28906,↑2.40%,,"""NoClass""",113.3320074,23.18109399,113.3385885,23.18678691
建发九龙仓央玺,白云,石井,石潭路444号,11,7,暂无资料,43725,↑1.37%,,"""地产小区""",113.240355,23.19736802,113.2469068,23.20320737
时代云来(广州),白云,龙归,空港经济区人和镇方石村江人三路以南,11,0,暂无资料,27678,↑1.04%,,"""生活服务""",113.292182,23.32438332,113.2986401,23.33065932
万科天河御品,白云,京溪,京溪路101号之十,11,0,2010,50361,,↓1.38%,"""地产小区""",113.3373396,23.18785771,113.3439279,23.19352497
珠江岭南苑,白云,黄石,云城西路1266号,11,0,2017,90086,,↓1.97%,"""地产小区""",113.284849,23.20376503,113.2912963,23.21009701
白云体育花园,白云,白云大道南,白云大道南广州体育馆109号,10,0,2001,66304,,↓0.70%,"""地产小区""",113.290206,23.1250671,113.2966274,23.13135571
广信金兰花园,白云,白云大道南,金信路1号,10,0,1999,39956,,↓0.03%,"""NoClass""",113.2792823,23.18425539,113.2857315,23.19059882
恒大御景半岛别墅,白云,金沙洲北,金沙洲大桥沿江北段,10,0,2008,61210,,↓0.84%,"""购物""",113.2940156,23.14018382,113.3004472,23.14643277
深业江悦湾,白云,金沙洲北,金沙洲彩滨北路,10,0,2015,39689,,↓0.17%,"""地产小区""",113.2172799,23.1749693,113.2238625,23.18063592
万科蓝山,白云,南湖,黄庄南路38号,10,4,2005,31670,,↓0.47%,"""NoClass""",113.3489439,23.23939593,113.3554894,23.24508908
云东小区,白云,同和,同沙路5号,10,0,1997,29714,,↓1.30%,"""NoClass""",113.3339598,23.20104662,113.3405423,23.20672684
黄石花园,白云,黄石,黄石路239号,9,0,1997,25857,,↓2.34%,"""NoClass""",113.2736003,23.20991404,113.2800444,23.21623698
山水庭苑,白云,南湖,广州大道北同和路828号,9,6,2010,40031,,↓0.75%,"""NoClass""",113.3371292,23.22086971,113.3436972,23.22653335
恒大御府,白云,梅花园,怡新路229号,8,7,2016,66040,,↓0.05%,"""地产小区""",113.3348196,23.18209345,113.3414045,23.18776955
金沙山海名门,白云,金沙洲北,里广路2号3栋,8,0,2017,30575,,↓0.37%,"""门址""",113.2139437,23.17960715,113.2205266,23.18528788
龙湖天著,白云,龙归,空港经济区,8,0,暂无资料,32532,,↓2.00%,"""乡镇""",113.5244571,23.36064603,113.5308716,23.36697382
万科峯境,白云,白云大道南,白云大道南399号,8,1,2014,56677,↑0.62%,,"""门址""",113.4220811,23.67574651,113.4285712,23.68188749
新天半山别墅,白云,南湖,同和路1080号,8,9,2015,58071,,↓8.89%,"""NoClass""",113.3439293,23.22340671,113.350494,23.22907314
颐和高尔夫庄园,白云,龙归,南湖国家旅游度假区南湖高尔夫球场内,8,0,2010,90765,,↓0.19%,"""地产小区""",113.327567,23.22714005,113.3341153,23.23286814
云景花园云枫苑,白云,京溪,广州大道北云景路(地铁京溪南方医院站C出口北..,8,0,2001,63037,↑0.72%,,"""地产小区""",113.3381593,23.18901433,113.3447481,23.1946799
白云雅苑,白云,同德围,西槎路云雅大街5号,7,0,2006,25021,,↓2.09%,"""地产小区""",113.2404866,23.18204462,113.2470378,23.18788598
保利西海岸汇海花园,白云,金沙洲北,白云区金沙洲彩滨北路,7,0,2010,39025,↑0.48%,,"""地产小区""",113.215519,23.17979419,113.2221035,23.1854673
保利西海岸星海花园,白云,金沙洲北,黄丽七巷2号,7,1,2010,37305,,↓2.86%,"""地产小区""",113.2184062,23.17334203,113.224988,23.17900614
富力阳光美居,白云,新市,黄石立交黄石西路,7,11,2003,32871,,↓0.90%,"""NoClass""",113.266096,23.20966767,113.2725542,23.2159234
富力桃园,白云,罗冲围,环河路76号,7,0,2004,39561,,↓0.86%,"""地产小区""",113.2396421,23.15482899,113.2461727,23.16065257
金碧雅苑二期,白云,黄边,华南北路(永泰收费站北行约300米永泰路口处..,7,0,暂无资料,38641,,↓1.94%,"""地产小区""",113.297947,23.22973422,113.3043963,23.23593281
朗云花园,白云,黄边,广花一路,7,0,2021,41985,↑0.22%,,"""道路""",113.2668268,23.23966872,113.2732562,23.2459274
广州龙湖招商天钜,白云,石井,白云新城黄石西路,7,5,暂无资料,48032,,↓2.01%,"""地产小区""",113.2805941,23.17869521,113.2870408,23.18503822
龙光玖誉府,白云,人和,江高镇江府路江高镇人民政府旁,7,0,暂无资料,24963,↑3.12%,,"""地产小区""",113.240422,23.29898004,113.246972,23.3048201
上步花园,白云,同德围,西槎路上坊北街,7,0,1995,22910,,↓3.99%,"""地产小区""",113.243169,23.17607305,113.249708,23.18195711
万科金域悦府,白云,同德围,市中心8号线鹅掌坦地铁站旁约600米,7,0,2022,48429,,↓0.59%,"""地产小区""",113.248962,23.16641701,113.2554723,23.17239988
祥景花园,白云,黄石,黄石东路255号,7,3,2010,27403,,↓1.50%,"""NoClass""",113.2779597,23.21045485,113.2843998,23.21679467
倚绿山庄,白云,同和,云祥路97号,7,0,2000,30944,↑0.53%,,"""地产小区""",113.32923,23.20576004,113.3358022,23.21147541
云山壹品,白云,白云大道南,白云大道南47号~125号,7,0,2016,111601,,↓0.95%,"""门址""",113.3145623,23.24087175,113.3210614,23.24678774
保利西海岸瀚海花园,白云,金沙洲北,彩滨北路,6,0,2010,43596,↑0.19%,,"""地产小区""",113.2179194,23.17781815,113.2245042,23.18348373
恒大绿洲,白云,金沙洲南,广州市白云区彩滨南路与藤业一路交界处,6,0,2012,36144,,↓0.45%,"""地产小区""",113.2168974,23.15132811,113.2234573,23.15699118
金湖花园别墅,白云,南湖,白云区沙太北路938号,6,5,2011,68017,↑1.85%,,"""NoClass""",113.3497396,23.2119043,113.3563084,23.21760917
同德花园,白云,同德围,西槎路680号,6,0,1998,25851,↑0.01%,,"""门址""",113.245335,23.18333277,113.2518703,23.18925437
保利云禧西区,白云,白云大道南,白云新城(云城西路以东齐富路以北),5,6,2007,89180,,↓0.93%,"""地产小区""",113.2805941,23.17869521,113.2870408,23.18503822
富力城,白云,人和,新市镇广花一路平沙南街,5,0,2008,31375,↑0.28%,,"""地产小区""",113.269342,23.25351553,113.2757635,23.25979984
广园云苑新村,白云,广园路,云苑直街10号902号,5,0,1993,28842,,↓0.37%,"""地产小区""",113.2745282,23.17193751,113.2809729,23.17826582
荷塘月色,白云,黄石,悦云路369号,5,0,2005,43504,,↓1.45%,"""地产小区""",113.2772199,23.20505845,113.2836649,23.21139751
汇和大厦,白云,江夏,黄石北路32号,5,2,2000,24579,,↓3.20%,"""商务大厦""",113.2918198,23.21646862,113.2982667,23.2227462
华润置地广州润府,白云,嘉禾望岗,均禾大道与鹤龙二路交汇处,5,0,暂无资料,30350,↑0.26%,,"""地产小区""",113.297673,23.26122602,113.3041147,23.26742713
金域蓝湾,白云,金沙洲北,金沙洲路与环洲二路交界处,5,0,2013,48328,,↓0.06%,"""地产小区""",113.218547,23.16253601,113.2251189,23.16819787
交警宿舍,白云,机场路,机场西心谊路,5,0,2002,30383,,↓4.59%,"""NoClass""",113.261927,23.17598999,113.2684009,23.18219164
沙涌小区,白云,三元里,沙涌9巷5号,5,0,1998,12209,,↓1.21%,"""地产小区""",113.2494778,23.08724933,113.2559919,23.09324251
云景名都,白云,京溪,京溪路97号,5,0,2007,61249,,↓1.92%,"""NoClass""",113.3361609,23.18814971,113.3427486,23.19382054
御金沙·晓岛别墅,白云,金沙洲北,广州市白云区金沙洲地铁六号线浔峰岗站B出口,5,0,2015,78559,,↓1.17%,"""地产小区""",113.2123578,23.17463109,113.2189354,23.18032107
保利西子湾,白云,金沙洲南,西宁横街3号,4,0,2008,39691,,↓0.42%,"""地产小区""",113.5939793,23.55641851,113.6005504,23.56216884
保利云禧东区,白云,白云大道南,白云新城(云城西路以东齐富路以北),4,0,1998,89413,,↓3.66%,"""地产小区""",113.2854755,23.20087431,113.2919253,23.20720368
城西花园,白云,金沙洲北,翠林街9号,4,0,1999,30279,,↓0.54%,"""地产小区""",113.2163642,23.1637402,113.2229363,23.16940747
大一山庄,白云,龙归,白云大道北556号,4,0,2009,110790,,↓4.56%,"""地产小区""",113.322138,23.24948601,113.3286598,23.25528018
电视台小区,白云,机场路,乐嘉路78~94号,4,2,1998,53332,,↓0.95%,"""地产小区""",113.2628585,23.17446199,113.2693287,23.18067662
京溪尚苑,白云,京溪,广州大道北京溪路220号,4,0,2000,32696,↑1.16%,,"""地产小区""",113.3372372,23.18623184,113.3438252,23.19189931
金湖花园,白云,南湖,白云区沙太北路938号,4,5,暂无资料,58700,,↓0.56%,"""NoClass""",113.3497396,23.2119043,113.3563084,23.21760917
金湖翡翠山,白云,南湖,区沙太北路938号,4,0,2010,85627,↑2.05%,,"""地产小区""",113.3495689,23.21166184,113.3561383,23.21736529
绿地柏玥晶舍,白云,龙归,广州市白云区草塘路,4,0,2019,27058,↑1.49%,,"""地产小区""",113.3284531,23.30523306,113.3350296,23.31095724
梅苑小区,白云,梅花园,广州大道北1308号,4,0,1998,38940,,↓1.19%,"""地产小区""",113.328354,23.18321001,113.3349294,23.18893506
南湖半岛花园,白云,南湖,同和路998号,4,7,2003,38163,,↓1.82%,"""地产小区""",113.3421195,23.22244866,113.3486863,23.22811021
南湖半山豪廷别墅,白云,南湖,白云区同和路1168号,4,0,2005,48592,,↓3.00%,"""NoClass""",113.3451361,23.22698471,113.3516963,23.23265547
侨德花园,白云,同德围,西槎路250号,4,0,1998,27497,,↓0.93%,"""地产小区""",113.2430041,23.16856234,113.2495375,23.1744424
侨爱苑,白云,机场路,侨港街10号,4,0,1997,29296,,↓0.17%,"""地产小区""",113.2613457,23.17222879,113.2678185,23.17842138
时代花生二,白云,同和,白云区蟾蜍石北路37号,4,0,2014,46445,,↓4.10%,"""NoClass""",113.3382814,23.19926256,113.344868,23.20492747
伟腾云星,白云,黄边,鹤龙一路766-782号,4,16,2021,38296,↑1.44%,,"""地产小区""",113.279743,23.22923799,113.2861642,23.23557593
雍翠园,白云,江夏,黄石东路北侧黄园路255号,4,2,2001,28706,,↓1.24%,"""地产小区""",113.276319,23.21326124,113.2827574,23.21959617
颐和上院,白云,白云大道南,云城东路649号,4,0,2006,62022,↑1.41%,,"""地产小区""",113.2775397,23.18271054,113.2839889,23.18905127
云景花园云桂苑,白云,京溪,云景路32号,4,0,2001,52778,,↓1.19%,"""地产小区""",113.336047,23.19061002,113.3426347,23.19628127
云景花园云桦苑,白云,京溪,广州大道北云景路(地铁京溪南方医院站C出口北..,4,0,2002,52548,↑0.00%,,"""地产小区""",113.337922,23.19009404,113.3445108,23.19576005
云龙路小区,白云,广园路,白云区云龙路,4,0,1995,11115,,↓2.88%,"""地产小区""",113.2774224,23.17496382,113.2838673,23.18130339
依云小镇别墅,白云,嘉禾望岗,依云一街80号,4,4,2006,45762,↑0.95%,,"""地产小区""",113.3070932,23.23638802,113.3135678,23.24243652
泽德花苑,白云,同德围,西槎路688号,4,1,1999,24308,,↓1.09%,"""NoClass""",113.2453863,23.1809964,113.2519204,23.1869187
百事佳新村,白云,广园路,松柏东街112-134号,3,0,1996,30686,,↓1.02%,"""地产小区""",113.2745655,23.17275688,113.2810109,23.17908553
白云堡别墅,白云,永泰,新广从公路白云堡大道1号,3,5,2001,52928,↑1.90%,,"""地产小区""",113.3086398,23.23231812,113.315123,23.2383399
白云骏景家园,白云,黄石,新市镇齐富路5号,3,0,2004,43132,↑2.17%,,"""地产小区""",113.278114,23.20221202,113.2845605,23.20855342
白云堡豪苑尚云名邸,白云,永泰,新广从公路白云堡大道1号,3,7,2015,53491,↑18.64%,,"""地产小区""",113.3175017,23.23188292,113.3240169,23.23775046
保利西海岸江岸花园别墅,白云,金沙洲北,白云金沙洲彩滨北路,3,0,暂无资料,54675,↑0.43%,,"""地产小区""",113.2147829,23.1766689,113.2213648,23.18234492
保利锦绣公馆,白云,龙归,广州大道北华附太和实验学校旁,3,0,2023,37555,,↓1.70%,"""地产小区""",113.332001,23.20195202,113.3385805,23.20764466
东方明珠花苑,白云,白云大道南,白云大道南1033号,3,0,1999,43620,,↓3.49%,"""门址""",113.4220811,23.67574651,113.4285712,23.68188749
都市品格,白云,江夏,鹤龙一路521-553号,3,7,2013,34612,,↓0.90%,"""地产小区""",113.2747358,23.22470932,113.2811639,23.23103533
风采雅苑,白云,石井,石槎路32号,3,3,1993,8171,↑0.02%,,"""地产小区""",113.2473754,23.20524263,113.2538986,23.21119889
汇雅花园,白云,龙归,广从二路268号,3,0,1998,17846,,↓1.55%,"""地产小区""",113.3358825,23.2840156,113.3424548,23.28968431
金迪城市花园,白云,机场路,机场路西侧乐陶街46号,3,0,2000,28608,,↓0.54%,"""NoClass""",113.2641906,23.17515029,113.2706576,23.18138302
金湖雅苑,白云,同和,沙太北路320号,3,0,1999,25475,,↓0.71%,"""地产小区""",113.3446274,23.19948868,113.3512122,23.2051621
金沙洲小区,白云,金沙洲南,白云区金沙洲,3,0,2010,13378,,↓2.02%,"""地产小区""",113.2096655,23.1646569,113.2162298,23.17036676
佳兆业天御,白云,梅花园,沙太南路20号(恒大御府旁),3,0,2017,80571,↑4.88%,,"""地产小区""",113.3351373,23.18376846,113.3417232,23.18944321
嘉云汇,白云,人和,"广花快速路,邮件处理中心西侧",3,0,暂无资料,16711,,↓0.74%,"""地产小区""",113.2333989,23.34004323,113.2399523,23.34578375
龙禧中心,白云,嘉禾望岗,广州市白云区启德路27号,3,5,2002,13082,,↓1.77%,"""商务大厦""",113.2936441,23.23326058,113.3000789,23.23951478
美馨小区,白云,嘉禾望岗,嘉禾望岗上胜东街27号,3,0,2013,8550,↑0.40%,,"""地产小区""",113.2909691,23.23906776,113.2973941,23.24534972
南湖半山豪廷,白云,南湖,广州大道北同和路1168号(南湖乐园对面),3,1,2005,40134,↑0.74%,,"""地产小区""",113.3468362,23.22705678,113.3533944,23.23273684
南方医科大学东院小区,白云,南湖,南方医院里面医科大学宿舍楼,3,0,1999,21192,,↓0.54%,"""NoClass""",113.3445548,23.19309445,113.3511417,23.198768
清华居,白云,新市,棠新街39号~45号,3,0,2000,19305,,↓3.94%,"""地产小区""",113.2627189,23.19231921,113.2691954,23.19853312
松园山庄,白云,永泰,同泰路780号,3,3,1997,50734,,↓0.82%,"""地产小区""",113.3190962,23.21999641,113.3256282,23.22584055
时代糖果,白云,金沙洲北,金沙洲里横路,3,0,2013,17340,↑4.38%,,"""购物""",113.2026817,23.15743853,113.2092219,23.1632287
三元里大道小区,白云,机场路,三元里大道(地铁2号线三元里站旁),3,0,2000,23167,,↓2.21%,"""地产小区""",113.25658,23.18044202,113.2630737,23.18656029
时代玫瑰园三期,白云,黄边,白云大道黄边北路,3,0,2006,42742,,↓0.16%,"""地产小区""",113.2926228,23.22940055,113.2990585,23.23566696
时代玫瑰园二期,白云,黄边,白云大道黄边北路,3,0,2006,42110,↑2.64%,,"""地产小区""",113.2902919,23.23010018,113.2967222,23.23638986
天龙花园,白云,龙归,广从二路7号临时,3,0,1998,6922,,↓5.18%,"""NoClass""",113.323726,23.30115018,113.3302896,23.30692995
万科四季花城,白云,金沙洲南,黄岐浔峰洲路8号,3,0,2004,21946,,↓5.79%,"""地产小区""",113.2066242,23.1699498,113.2131871,23.17569211
万科idea爱地住区,白云,金沙洲南,悦峰三街256-262号,3,0,2012,30379,,↓1.33%,"""地产小区""",113.2044413,23.16717562,113.2109962,23.17294408
新景花苑,白云,黄石,齐富路68号,3,1,2000,26620,↑3.40%,,"""地产小区""",113.2738763,23.20132963,113.2803265,23.20765546
浔峰花苑,白云,金沙洲南,金沙洲沙凤一路,3,0,2013,13739,,↓1.45%,"""地产小区""",113.2131523,23.1558485,113.2197132,23.1615296
旭辉绿地铂云天境,白云,人和,"钟落潭地铁A口约900米,健康大道规划12路",3,0,暂无资料,17580,↑0.00%,,"""商圈""",113.3948301,23.3719316,113.4012431,23.37825538
芸映居,白云,三元里,站西路87号,3,0,1995,7775,,↓3.66%,"""地产小区""",113.2597217,23.15625546,113.266184,23.16242026
元邦航空家园,白云,石井,黄石西路1101号至1250号,3,0,2002,32303,↑0.63%,,"""NoClass""",113.2659573,23.21041275,113.272415,23.21666669
云山雅苑,白云,白云大道南,白云大道金钟横路148-206号,3,0,2008,61279,↑0.13%,,"""地产小区""",113.2752216,23.17586566,113.2816687,23.18219786
颐和山庄别墅,白云,永泰,白云大道北同泰路,3,0,1999,49806,↑0.00%,,"""地产小区""",113.3209152,23.22411219,113.3274487,23.22992744
星汇金沙别墅,白云,金沙洲南,金沙洲山前大道,3,0,2013,71826,↑3.70%,,"""道路""",113.2226914,23.48906982,113.2292417,23.49472946
走马岗小区,白云,三元里,走马岗路70~146号,3,0,1998,15477,,↓2.43%,"""地产小区""",113.2636303,23.15884096,113.2700836,23.16506315
奥园云和公馆,白云,人和,广州市白云区夏花三路668号,2,0,暂无资料,31633,,↓11.03%,"""地产小区""",113.237059,23.30027003,113.24362,23.30606058
白沙小区,白云,机场路,高田街7号,2,0,1997,20557,,↓0.34%,"""地产小区""",113.2627071,23.18865905,113.2691837,23.19487281
白云晓翠苑,白云,机场路,三元里大道广花四路60-68号,2,0,1999,25351,↑1.55%,,"""地产小区""",113.2604766,23.18837245,113.2669598,23.19455362
柏林半山雅墅,白云,同和,倚翠街37号,2,0,2007,27836,↑1.00%,,"""地产小区""",113.3286753,23.20473169,113.3352471,23.21045262
白云交通局宿舍,白云,江夏,广花二路黄石东路,2,0,2000,11051,,↓2.92%,"""NoClass""",113.2914253,23.21304096,113.2978747,23.21932324
保利西海岸江岸花园,白云,金沙洲北,白云金沙洲彩滨北路,2,0,2010,40797,↑0.41%,,"""地产小区""",113.2147829,23.1766689,113.2213648,23.18234492
保利白云山庄别墅,白云,白云大道北,广州市白云区新广从路丛云路68号,2,0,暂无资料,63760,↑0.00%,,"""宾馆""",113.2987385,23.2116146,113.3052081,23.21780531
成丰大厦,白云,黄石,机场路1800号,2,0,1998,24189,↑0.66%,,"""NoClass""",113.2705567,23.21040453,113.2770048,23.21670558
