小区,行政区,地标,地址,在售,在租,建成年份,平均房价,涨幅百分比,跌幅百分比,等级,百度地图经度,百度地图纬度,GCJ02经度,GCJ02纬度
汇景新城棕榈园,天河,汇景新城社区,广园东路与五山路交界处,58,12,2004,95558,,↓1.47%,"""地产小区""",113.3720908,23.15523324,113.3785784,23.16126941
侨鑫汇悦台,天河,珠江新城东,临江大道417-431号,58,40,2011,146838,,↓2.04%,"""地产小区""",113.3511405,23.11811039,113.3576825,23.12382332
穗园小区,天河,天润路,龙口西路551号,57,3,1999,74346,,↓1.94%,"""NoClass""",113.3449643,23.15044829,113.351522,23.15611776
峻林,天河,东站,林和东路258号,56,17,2014,77725,,↓2.81%,"""NoClass""",113.3347137,23.15212561,113.3412727,23.15779694
世纪绿洲,天河,龙洞,天源路品翠南街21号,56,1,2003,49281,↑0.02%,,"""地产小区""",113.373515,23.19625905,113.3800208,23.20232509
金田花苑,天河,天润路,金田北街1号,55,13,1996,61435,↑1.01%,,"""地产小区""",113.3418259,23.14841922,113.3483838,23.15407847
粤海丽江花园,天河,珠江新城东,金穗路79号,54,26,2008,62240,,↓1.17%,"""NoClass""",113.3428443,23.1282909,113.3493934,23.13395065
东方之珠花园,天河,龙口东,天河北路703号,53,49,1999,67767,,↓1.29%,"""地产小区""",113.3507718,23.14759097,113.3573187,23.15330116
君林天下,天河,龙洞,天源路1194号,53,1,2008,47272,,↓0.74%,"""地产小区""",113.3725191,23.19496804,113.3790289,23.20101665
翠湖山庄,天河,天河公园,黄埔大道萝斗岗1号,52,0,1998,41981,↑2.10%,,"""地产小区""",113.3595705,23.13290721,113.3660871,23.13872663
广氮新村,天河,车陂,车陂北街22号,52,4,1985,31970,,↓0.61%,"""NoClass""",113.4035608,23.13269443,113.4099732,23.13902478
汇峰苑,天河,珠江新城中,珠江新城北临兴盛路8号,52,57,2008,76644,,↓3.00%,"""NoClass""",113.3360801,23.12637158,113.3426287,23.13203478
中海璟晖华庭,天河,珠江新城中,猎德大道31号,52,25,2007,73779,,↓3.50%,"""地产小区""",113.3395275,23.12745588,113.3460774,23.133112
五山花园,天河,五山,五山街道茶山社区茶山路225号,51,12,1999,70510,,↓0.57%,"""地产小区""",113.359964,23.155429,113.3664942,23.16125746
宝翠园,天河,龙洞,宝翠路4-6号(华南植物园对面),50,1,2015,62445,,↓1.55%,"""地产小区""",113.3687552,23.1975503,113.3752778,23.20353185
帝景苑,天河,龙口西,石牌街道金帝社区龙口西路338号,50,18,2000,59613,,↓1.37%,"""地产小区""",113.3430125,23.14627141,113.3495682,23.15193296
旭景家园,天河,东圃,熙湖街21号,50,27,2002,43866,↑6.07%,,"""NoClass""",113.4078996,23.13316801,113.4143167,23.1394756
保利林海山庄,天河,龙洞,天源路(华南植物园东北角),49,1,2006,53960,,↓0.06%,"""地产小区""",113.3655991,23.19578661,113.3721337,23.20171276
龙湖首开天宸原著,天河,黄村,大灵山路452号,48,2,2013,83755,↑10.81%,,"""地产小区""",113.4349857,23.15106976,113.4414948,23.15698013
颐德公馆,天河,珠江新城东,花城大道126号-136号(双号),47,31,2011,145723,,↓1.95%,"""地产小区""",113.3440304,23.12281587,113.35058,23.12847966
城市假日园,天河,东圃,车陂街道假日园社区假日北街11号,46,22,2006,53111,↑1.69%,,"""地产小区""",113.4105399,23.13129487,113.4169612,23.13758061
金碧翡翠华庭,天河,龙口东,天润路467号,46,18,2004,75771,,↓5.78%,"""地产小区""",113.3484008,23.14911164,113.354953,23.15480181
中怡城市花园,天河,天河北,林和东路39号,46,46,2003,82651,↑5.85%,,"""地产小区""",113.3339682,23.14956705,113.3405241,23.15524179
美好居,天河,车陂,中山大道中35号,45,13,1998,49723,,↓0.72%,"""地产小区""",113.3998766,23.13158758,113.4062877,23.13792379
赛拉维,天河,员村,黄埔大道中员村二横路,44,2,2006,70984,,↓1.29%,"""NoClass""",113.3644746,23.12888771,113.3709748,23.1347867
鸿翔大厦,天河,龙口东,天河北路613号,43,32,2000,66690,,↓2.45%,"""NoClass""",113.3474613,23.14743213,113.3540135,23.15311526
尚东君御,天河,珠江新城中,广州市珠江新城兴盛路与冼村路交界处G3-1,43,40,2013,84199,,↓0.25%,"""地产小区""",113.3351082,23.12608867,113.3416561,23.13175584
美林海岸花园,天河,员村,棕林街61号,43,2,2004,91876,,↓0.87%,"""地产小区""",113.3791085,23.12012771,113.3855597,23.12628037
侨怡苑,天河,体育中心,天河北路382号,43,20,1991,86784,,↓0.56%,"""地产小区""",113.336877,23.14638198,113.3434327,23.15204389
芳草园,天河,天润路,天河北路577~581号,41,20,2004,78804,↑4.04%,,"""地产小区""",113.3438874,23.14851816,113.3504443,23.15418289
建丽花园,天河,长湴,长兴路342号,41,19,2005,46230,,↓1.05%,"""NoClass""",113.3650714,23.1729382,113.3716015,23.17885392
雅怡居,天河,东圃,雅怡街40号,41,11,2000,37785,,↓0.21%,"""地产小区""",113.4089351,23.12491396,113.4153542,23.13121378
帝景山庄,天河,黄村,广园东奥体中心世界大观东侧,40,0,2011,83696,,↓0.63%,"""NoClass""",113.428354,23.15176084,113.4348398,23.15778846
富力天河华庭,天河,天河北,华庭路3、5号,40,14,2006,74729,,↓3.00%,"""地产小区""",113.3364168,23.15095412,113.3429761,23.15661825
华润天合,天河,黄村,奥体路转悦景路800米,40,0,2017,84794,,↓1.52%,"""地产小区""",113.4344945,23.14879555,113.4409999,23.15471399
协和新世界,天河,天润路,天河北路577号~581号,40,13,2003,97660,,↓2.25%,"""地产小区""",113.3443411,23.14756306,113.3508968,23.15322934
伊顿18,天河,龙口西,龙口西路196号,40,12,2004,86530,,↓0.62%,"""NoClass""",113.3433479,23.14450022,113.349902,23.1501625
金地天河公馆,天河,黄村,大淋岗大街58号,39,0,2016,79162,↑9.97%,,"""地产小区""",113.4383355,23.14970996,113.4448548,23.15556405
隽峰苑,天河,珠江新城中,珠江新城兴盛路10号珠江公园西侧,38,29,2008,78864,,↓2.33%,"""地产小区""",113.3383149,23.12598065,113.3448648,23.13163805
天文苑,天河,体育中心,体育西路105号,38,25,2003,86363,,↓1.54%,"""地产小区""",113.32701,23.1418469,113.333548,23.14757931
星汇云锦,天河,珠江新城西,华明路4号,38,40,2010,67870,,↓3.18%,"""地产小区""",113.3231437,23.1277746,113.3296683,23.1335547
保利天汇,天河,黄村,大观中路120号,37,0,暂无资料,62053,↑1.53%,,"""地产小区""",113.418464,23.15970104,113.4249242,23.16589423
金碧华府,天河,珠江新城东,花城大道742号,37,26,2004,142037,,↓1.27%,"""地产小区""",113.3486209,23.1224049,113.3551652,23.12809523
阳光假日园,天河,车陂,车陂路泰安南路98号,37,1,2010,52488,↑0.95%,,"""NoClass""",113.3984853,23.13502076,113.4048972,23.14135602
保利中辰广场,天河,龙口西,龙口西路1号,36,27,2012,94219,,↓2.59%,"""NoClass""",113.3432964,23.14037507,113.349848,23.14603667
翰林1+1,天河,长湴,长兴路299号,36,19,2009,54054,,↓1.23%,"""地产小区""",113.3668201,23.17391306,113.3733446,23.17985936
金海花园,天河,龙口西,石牌街道金帝社区天河北路614号,36,5,1998,86658,,↓2.04%,"""地产小区""",113.3445403,23.14604145,113.3510947,23.15170831
棠德花园,天河,棠下,天河区中山大道棠德南路,35,2,1997,32342,,↓1.30%,"""地产小区""",113.3906776,23.14001659,113.3970994,23.14631357
新城海滨花园,天河,珠江新城东,珠江新城临江大道399号,35,11,2000,144396,,↓0.09%,"""地产小区""",113.3486898,23.11840462,113.355236,23.12409589
都市华庭,天河,体育中心,天河北路358号至378号,34,36,2004,75761,,↓0.71%,"""NoClass""",113.3359754,23.14649845,113.3425306,23.15216336
富力院士庭,天河,五山,东莞庄路72号,34,16,2007,81293,↑0.52%,,"""地产小区""",113.3437319,23.15782911,113.3502978,23.1634951
丰兴广场,天河,天河南,天河路242号,33,17,2002,70972,,↓1.05%,"""商务大厦""",113.3403674,23.13847487,113.3469191,23.1441313
华景新城,天河,华景新城社区,中山大道105号,33,14,1998,56743,↑1.59%,,"""宾馆""",113.3687581,23.14700139,113.3752503,23.15297677
天健上城,天河,车陂,广园快速路与车陂西路交界处,33,3,2014,68868,,↓1.06%,"""地产小区""",113.4003206,23.14719462,113.406739,23.15353229
富力新村,天河,东圃,中山大道中东圃二横路,32,8,1998,32933,↑0.10%,,"""地产小区""",113.4105735,23.12599278,113.4169953,23.13227829
华颖花园,天河,员村,员村一横路7号大院,32,0,1998,52374,,↓1.22%,"""地产小区""",113.360978,23.12676201,113.3674903,23.13260333
嘉裕君玥,天河,珠江新城西,珠江新城花城大道39号,32,24,2008,135232,↑0.81%,,"""地产小区""",113.325731,23.12622576,113.3322627,23.13197242
尚东柏悦府,天河,珠江新城东,花城大道98号,32,14,2015,133766,,↓6.50%,"""NoClass""",113.3422784,23.12361303,113.3488287,23.12927165
侨林苑,天河,天河北,天河北路侨林街59号,31,15,2003,81900,↑2.29%,,"""地产小区""",113.3365557,23.14984053,113.3431141,23.155504
太阳广场,天河,天润路,龙口东路331号~337号,31,0,1996,64431,,↓1.80%,"""地产小区""",113.345212,23.14940597,113.3517685,23.15507641
盈彩美居,天河,东圃,盈彩街4号,31,24,2003,50049,↑2.70%,,"""地产小区""",113.4247006,23.12063058,113.4311643,23.12672027
方圆月岛,天河,珠江新城中,花城大道55号,30,38,2009,80642,,↓1.61%,"""地产小区""",113.3365284,23.12499232,113.3430777,23.13065405
汇景新城上城勋堡,天河,汇景新城社区,汇景南路257号,30,5,2008,97806,,↓1.61%,"""地产小区""",113.3793291,23.15363271,113.3857901,23.15979102
天河广场,天河,东圃,中山大道268号,30,14,1996,36852,,↓1.30%,"""商务大厦""",113.409023,23.12855902,113.4154417,23.134858
阳光桃源,天河,东圃,桃园路13号,30,41,2012,64607,↑0.44%,,"""地产小区""",113.4172187,23.11882241,113.4236593,23.12503017
华苑大厦,天河,体育中心,天河路天河直街1-87号,29,11,1997,52166,,↓2.04%,"""NoClass""",113.3245255,23.14044087,113.3310566,23.1462031
力迅上筑,天河,珠江新城东,珠江新城马场路22号,29,9,2005,146015,↑0.64%,,"""宾馆""",113.3476639,23.12082111,113.3542104,23.12650453
天誉花园,天河,东站,林和中路162号,29,46,1999,52999,↑1.61%,,"""地产小区""",113.3327943,23.15207568,113.339351,23.15775798
员村东成花苑,天河,天河公园,黄埔大道中183号,29,3,2005,53819,,↓3.17%,"""地产小区""",113.3656427,23.13021684,113.3721388,23.13613592
育龙居,天河,龙洞,天河北天源路,29,1,2000,41523,,↓0.89%,"""地产小区""",113.369503,23.19482803,113.3760238,23.20082306
招商雍华府,天河,黄村,悦景路与珠吉路交汇处,29,0,2019,84999,↑12.08%,,"""地产小区""",113.440917,23.14944302,113.4474443,23.15525681
铂林国际公寓,天河,珠江新城西,花城大道16号,28,8,2006,59814,↑0.54%,,"""宾馆""",113.323061,23.12499705,113.3295859,23.1307784
春江花园,天河,车陂,中山大道棠东东路128号,28,1,2002,47038,,↓0.14%,"""NoClass""",113.3963153,23.13485435,113.4027282,23.14118435
德荣小区,天河,龙口西,天河东路218-268号,28,5,1995,65981,,↓2.08%,"""NoClass""",113.339881,23.14517497,113.3464367,23.15083215
汇景新城中央庭园,天河,汇景新城社区,汇景北路108号,28,5,2007,109955,,↓2.33%,"""地产小区""",113.3768322,23.15552968,113.3833034,23.16164785
跑马地花园,天河,珠江新城东,平云路177号,28,10,1998,54306,,↓2.34%,"""NoClass""",113.3575194,23.13054079,113.364042,23.13633004
天河直街小区,天河,体育中心,天河直街91号,28,0,1997,54077,,↓2.41%,"""地产小区""",113.3247549,23.14204321,113.3312876,23.14780268
中海观园国际,天河,珠江新城东,金穗路719-729号,28,23,2007,141096,↑0.82%,,"""地产小区""",113.3468551,23.12858328,113.3534005,23.13426092
六运小区,天河,天河南,天河区体育东路和天河南一路、二路,27,22,1993,67288,,↓0.43%,"""地产小区""",113.3295873,23.13591323,113.336128,23.14161872
天逸名都,天河,龙口西,龙口中路152号,27,8,2004,71057,↑3.14%,,"""地产小区""",113.3461942,23.14505551,113.3527462,23.15073037
银汇华庭,天河,龙口东,龙怡路113号,27,13,2009,78958,,↓2.36%,"""NoClass""",113.350883,23.14949569,113.3574312,23.15520728
华润天合别墅,天河,黄村,奥体路转悦景路800米,26,0,暂无资料,101248,,↓8.82%,"""地产小区""",113.4344945,23.14879555,113.4409999,23.15471399
龙湖首开天宸原著别墅,天河,黄村,天河区大灵山路,26,0,暂无资料,133549,,↓0.56%,"""地产小区""",113.4349857,23.15106976,113.4414948,23.15698013
瑞安创逸,天河,龙口东,天河北路622号,26,23,2012,99986,,↓1.70%,"""商务大厦""",113.3469668,23.14632665,113.3535188,23.15200636
天一庄,天河,员村,黄埔大道中员村山顶恒隆街33号,26,4,2006,62760,,↓2.86%,"""地产小区""",113.3641758,23.12791144,113.3706772,23.13380536
天雅居,天河,黄村,黄村路138号,26,19,1999,40624,↑0.16%,,"""NoClass""",113.4172588,23.13065711,113.4236962,23.13686364
希尔顿阳光,天河,龙口西,龙口西路305号,26,10,2002,86246,,↓1.98%,"""NoClass""",113.34199,23.14661226,113.3485464,23.1522715
远洋天骄,天河,天河客运站,元岗路68号,26,5,2017,60967,,↓0.69%,"""地产小区""",113.3426421,23.18095006,113.3492284,23.18661684
珠江花城,天河,黄村,岐山路183号,26,2,2019,50858,↑1.49%,,"""地产小区""",113.448124,23.13572571,113.4546617,23.14144526
高德置地公寓,天河,珠江新城中,花城大道53号,25,47,2008,66644,,↓0.09%,"""NoClass""",113.3349333,23.12515052,113.3414813,23.13081854
华工南秀村,天河,五山,五山路381号,25,4,1998,63240,↑3.29%,,"""NoClass""",113.3496221,23.15506698,113.3561779,23.16076816
天一新村,天河,五山,东莞庄路126号,25,7,2008,49662,,↓0.92%,"""地产小区""",113.3435889,23.16177953,113.350159,23.16744586
天河星作,天河,东圃,新塘街道新景社区合景路99号,25,5,暂无资料,53135,,↓0.87%,"""地产小区""",113.4097597,23.16144187,113.4162006,23.16773893
星汇园,天河,珠江新城西,华明路29-43号,25,12,2002,73521,,↓0.88%,"""NoClass""",113.3263155,23.12832414,113.3328483,23.13406378
信成小区,天河,体育中心,天河东路197号,25,6,1995,52724,↑1.59%,,"""地产小区""",113.3389179,23.14555529,113.3454738,23.15121308
珠江太阳城广场,天河,珠江新城东,珠江新城平川路611~613号(联通新时空大..,25,25,2006,98469,,↓0.21%,"""地产小区""",113.3515205,23.13032028,113.358058,23.13603624
珠光新城御景,天河,珠江新城东,花城大道766号,25,14,2009,135835,↑0.58%,,"""NoClass""",113.3526807,23.12219219,113.3592174,23.12792071
华港花园,天河,天河公园,中山大道西东方一路24号,24,3,2004,63596,↑2.99%,,"""NoClass""",113.364718,23.13810309,113.3712191,23.14400658
汇景新城维纶特莱,天河,汇景新城社区,五山路汇景南路283号,24,4,2005,110523,↑0.80%,,"""生活服务""",113.3760169,23.15369566,113.382489,23.15979975
汇景新城世家,天河,汇景新城社区,汇景北路138号,24,6,2010,100562,,↓2.44%,"""地产小区""",113.3796645,23.15489353,113.3861256,23.16105734
金润大厦,天河,天润路,龙口西路361号,24,3,2000,57156,↑2.03%,,"""商务大厦""",113.3426274,23.14968419,113.3491862,23.15534531
龙口花苑,天河,龙口西,龙盛街70号,24,5,2002,66917,,↓1.88%,"""地产小区""",113.3416963,23.1457845,113.3482522,23.1514431
天河新作,天河,体育中心,天河东路79号至83号,24,27,2006,109940,,↓1.66%,"""地产小区""",113.3393538,23.14126427,113.3459069,23.14692112
耀星华庭,天河,天河北,天寿路25号,24,2,2004,82575,↑17.69%,,"""地产小区""",113.3382834,23.14956539,113.3448424,23.15522467
珠江别墅,天河,珠江新城东,珠江公园西侧猎德路与花城大道交汇处(猎德大道..,24,3,2004,126058,↑0.66%,,"""地产小区""",113.341434,23.12745845,113.3479838,23.13311542
广州有色金属研究院宿舍,天河,长湴,长兴路363号,23,9,1997,41917,↑0.64%,,"""教育""",113.3685759,23.17364196,113.3750939,23.17961924
华标广场,天河,天润路,天河北路605号,23,7,2001,78819,,↓3.27%,"""购物""",113.3462825,23.14749477,113.3528363,23.15317053
嘉尚国际公寓,天河,天河北,沾益直街93号,23,19,2010,83733,↑3.06%,,"""地产小区""",113.3368821,23.15228402,113.3434429,23.15794696
利雅湾,天河,珠江新城中,珠江新城兴民路160号,23,20,2004,145477,↑0.09%,,"""地产小区""",113.3349834,23.12177541,113.3415326,23.12744343
城投珠江·天河壹品,天河,车陂,健明四路和天坤三路交汇处,22,0,暂无资料,54935,,↓15.08%,"""地产小区""",113.4029769,23.14675989,113.4093957,23.15309342
东方新世界熹园,天河,天河公园,中山大道西158号,22,3,2009,76790,,↓0.21%,"""地产小区""",113.3646864,23.1352131,113.3711866,23.14111584
华农嵩山区宿舍,天河,五山,五山路483号,22,4,1996,70262,,↓1.88%,"""地产小区""",113.3649205,23.16441369,113.3714433,23.17032521
江源半岛花园,天河,棠下,黄埔大道车陂南路1、3、5、7号,22,4,2008,89597,↑3.16%,,"""地产小区""",113.3943062,23.11904618,113.4007234,23.125368
南天广场,天河,珠江新城西,珠江新城花城大道3-7号,22,3,2002,50918,↑0.92%,,"""地产小区""",113.3230803,23.12614683,113.329605,23.13192785
南国嘉园苹果城,天河,东圃,中山大道中238号,22,35,2003,59478,,↓0.36%,"""商务大厦""",113.4083797,23.12934369,113.4147973,23.13564769
天诚广场,天河,龙口东,龙口东路342号,22,4,1999,74696,,↓2.08%,"""NoClass""",113.3473627,23.14797212,113.3539155,23.15365467
雅怡阁,天河,东圃,东圃大马路1-6号,22,7,2000,37915,,↓1.08%,"""NoClass""",113.4096863,23.12699873,113.4161063,23.13329218
保利香槟花园,天河,珠江新城西,华利路46-62号,21,7,2004,133660,↑0.78%,,"""地产小区""",113.3239399,23.12311092,113.3304678,23.12888049
汇景新城明月清泉别墅,天河,汇景新城社区,汇景南路226号汇景新城,21,3,2002,144080,,↓1.81%,"""地产小区""",113.3754213,23.15125501,113.3818932,23.1573485
华景里,天河,华景新城社区,天河区信华一街7号9号11号,21,0,2014,73277,↑3.85%,,"""地产小区""",113.3712899,23.14631892,113.3777724,23.15233925
瑜翠园,天河,龙洞,荟龙路10号,21,0,2008,38553,,↓0.58%,"""NoClass""",113.3717419,23.21611565,113.3782395,23.22214744
阳华国花苑,天河,车陂,祥和路2号,21,5,2004,63737,,↓0.66%,"""地产小区""",113.3996665,23.14467086,113.406083,23.15100813
福金莲花园,天河,员村,黄埔大道中124~142号(双),20,4,2000,52632,,↓0.19%,"""门址""",113.3479046,23.13150491,113.3544486,23.13718959
加拿大花园,天河,华景新城社区,中山大道西枫叶路8号,20,1,1998,48991,,↓0.32%,"""NoClass""",113.373746,23.14184166,113.3802165,23.14790469
瑞华大厦,天河,龙口东,五山路263~265号,20,2,1998,65227,↑16.03%,,"""NoClass""",113.3521584,23.14890944,113.3587035,23.1546338
时尚明苑,天河,车陂,中山大道中77号,20,14,2006,60673,↑0.47%,,"""地产小区""",113.4010374,23.13146893,113.4074486,23.13780465
羊城花园,天河,东圃,黄村中山大道中438号,20,2,1999,46852,,↓0.65%,"""地产小区""",113.4175237,23.12507,113.4239626,23.13127294
中兴花园,天河,东圃,中山大道中1080-1088号(BRT珠村站..,20,3,2001,40626,↑0.57%,,"""门址""",113.3653266,23.14382156,113.3718287,23.14973617
碧海湾,天河,珠江新城西,珠江新城临江大道39号,19,12,2002,105713,,↓1.08%,"""地产小区""",113.3257866,23.12057167,113.3323204,23.12631805
保利中宇广场,天河,龙口东,天河北路628号,19,11,2009,110655,,↓1.79%,"""NoClass""",113.3486655,23.14655669,113.3552152,23.15224846
翠屏领东天河,天河,黄村,中山大道中珠村东环路21号,19,0,2007,69329,↑0.19%,,"""地产小区""",113.4313086,23.12250079,113.4377953,23.1284738
华江花园,天河,天河公园,黄埔大道中103号,19,2,2000,56127,,↓1.78%,"""地产小区""",113.3613551,23.13127991,113.3678659,23.13712719
天翔花园,天河,龙口东,天科路2号,19,3,2004,74365,,↓0.27%,"""地产小区""",113.3500705,23.14610434,113.3566175,23.15180782
天荟公馆,天河,员村,黄埔大道中178号,19,1,2015,108571,,↓0.81%,"""地产小区""",113.3631099,23.12898135,113.3696148,23.13485731
星汇雅苑,天河,珠江新城东,潭村路16号,19,5,2006,98099,↑2.78%,,"""地产小区""",113.3560266,23.12654241,113.3625536,23.13231128
远洋明苑,天河,东圃,中山大道中520号,19,2,2003,52796,,↓0.88%,"""门址""",113.3499777,22.90976787,113.3565273,22.91547115
半山雍景苑,天河,汇景新城社区,广园快速路科华街511号,18,0,2005,65086,↑0.38%,,"""NoClass""",113.3699013,23.15008277,113.3763919,23.15607903
东璟花园,天河,员村,员村二横路1号,18,2,2004,71692,,↓1.08%,"""NoClass""",113.3685807,23.1285734,113.3750664,23.13454416
翰林二期8090HOUSE,天河,长湴,长兴路35号,18,16,2009,52625,,↓2.23%,"""地产小区""",113.3557163,23.17404794,113.3622767,23.17981935
嘉宝华庭,天河,龙口西,天河东路220号,18,21,2008,75593,,↓5.69%,"""地产小区""",113.3407276,23.14187888,113.3472811,23.14753585
九洲海誉居,天河,五山,东莞庄路120号,18,1,2016,92105,↑0.36%,,"""地产小区""",113.3437004,23.15994792,113.3502685,23.16561424
南雅苑,天河,天河南,天河区体育东横街,18,13,1998,64695,↑0.81%,,"""地产小区""",113.3365456,23.13424651,113.3430947,23.13990815
华康小区,天河,体育中心,华康街22号,17,12,1999,70859,,↓1.26%,"""地产小区""",113.3378734,23.14356478,113.3444276,23.14922384
暨南花园,天河,岗顶,黄埔大道陶育路137号,17,0,1997,67897,↑2.33%,,"""地产小区""",113.3508111,23.13648242,113.3573512,23.14219164
嘉裕礼顿阳光,天河,珠江新城西,珠江新城华成路8号,17,3,2006,75808,,↓1.54%,"""宾馆""",113.324514,23.126542,113.3310425,23.13230386
领峰园,天河,珠江新城中,兴盛路7号,17,35,2008,66982,↑0.14%,,"""NoClass""",113.3358106,23.1271443,113.3423589,23.13280848
尚东宏御,天河,珠江新城东,珠江新城花城大道760号(珠江公园东南角),17,4,2006,121444,,↓3.10%,"""地产小区""",113.3508304,23.12264636,113.3573708,23.12835583
天河半山翠庭,天河,五山,五山路鸡笼岗地段,17,5,1999,61479,,↓0.56%,"""地产小区""",113.3617411,23.15333081,113.3682635,23.15918691
天河紫荆花园,天河,天河北,林和东路133号,17,7,2000,80579,,↓2.72%,"""门址""",113.3346646,23.14966201,113.3412213,23.15533312
信达金茂广场,天河,沙太南,广州大道北920号(梅花园地铁站南侧),17,7,暂无资料,87483,,↓5.08%,"""NoClass""",113.3255392,23.17811515,113.3321057,23.18387132
海景中心,天河,员村,黄埔大道中144号,16,1,1999,53282,,↓1.81%,"""地产小区""",113.3615653,23.12991815,113.3680753,23.13576879
荟雅苑,天河,天河北,天河北路253号,16,10,1997,91560,,↓0.13%,"""地产小区""",113.3338532,23.14838915,113.3404079,23.15406432
汇友苑,天河,东圃,中山大道东圃大马路9-13号,16,1,2002,48090,↑0.18%,,"""NoClass""",113.4076031,23.12363796,113.4140207,23.1299478
金达苑,天河,天润路,天润路61号,16,0,1995,62073,,↓2.53%,"""NoClass""",113.3423439,23.14945931,113.3489025,23.15511974
龙口小区,天河,龙口西,龙口西路74号,16,1,1996,65411,,↓0.30%,"""地产小区""",113.34412,23.14100789,113.3506714,23.14667238
天麟府·瑧林,天河,天河公园,西侧·天府路,16,0,2020,121604,,↓0.67%,"""地产小区""",113.366663,23.13226231,113.3731556,23.13819921
珠江俊园,天河,华景新城社区,枫叶路3号,16,0,2004,68870,↑0.64%,,"""地产小区""",113.3728288,23.14258837,113.3793031,23.1486354
博雅首府,天河,珠江新城中,区冼村路2号(冼村路与临江大道交界),15,1,2007,143762,↑2.10%,,"""NoClass""",113.3354962,23.12089597,113.3420462,23.12656182
朝晖苑,天河,天河北,北天寿路2~8号,15,2,1997,86098,↑0.38%,,"""地产小区""",113.3383439,23.14869677,113.3449021,23.1543558
翠拥华庭锋尚,天河,车陂,车陂路426号,15,9,2008,54258,↑0.49%,,"""地产小区""",113.4002149,23.13323048,113.4066262,23.13956672
合景臻溋名铸,天河,东圃,黄埔大道东合景臻溋名铸,15,0,暂无资料,201918,↑0.00%,,"""地产小区""",113.4120513,22.94366965,113.4185142,22.94994812
金穗大厦,天河,体育中心,广州大道中900号,15,0,1997,51662,↑0.73%,,"""门址""",113.334823,23.20796521,113.3414016,23.21363998
嘉怡花苑,天河,龙口东,龙怡路93-111号,15,1,1998,59334,,↓1.07%,"""NoClass""",113.3499409,23.1496591,113.3564911,23.15536202
名雅苑,天河,体育中心,华阳街103号,15,23,1994,73832,,↓2.67%,"""NoClass""",113.3370858,23.14269712,113.343639,23.14835791
侨林苑三期,天河,天河北,林乐路桥林街61号,15,7,2003,80895,↑1.03%,,"""地产小区""",113.3369716,23.15010196,113.3435305,23.15576423
