小区,行政区,地标,地址,在售,在租,建成年份,平均房价,涨幅百分比,跌幅百分比,等级,百度地图经度,百度地图纬度,GCJ02经度,GCJ02纬度
中国铁建海语熙岸,南沙,蕉门河,凤凰大道与黄阁南路交汇处,17,0,暂无资料,22436,,↓2.99%,"""地产小区""",113.525104,22.79451497,113.5315325,22.80084234
金科集美御峰,南沙,黄阁,黄阁大道南庐前山西侧庐前山南路旁,16,0,暂无资料,17950,,↓3.12%,"""地产小区""",113.501242,22.82665997,113.5077233,22.83285291
珠江源昌花园,南沙,明珠湾,区珠江街新广三路(珠江科技园斜对面),16,0,暂无资料,18204,,↓1.13%,"""地产小区""",113.5315911,22.7264164,113.5380479,22.73269873
南沙广隆苑,南沙,金洲,金隆路永隆二街,16,0,2008,18333,,↓0.62%,"""地产小区""",113.5490555,22.78621168,113.5555392,22.79222592
南沙湾御苑,南沙,南沙湾,进港大道和港前大道交汇处,16,0,2021,25976,↑1.38%,,"""地产小区""",113.5925242,22.7987391,113.5990771,22.80446875
越秀滨海御城,南沙,金洲,祈丰路68号,16,5,2017,30950,↑0.66%,,"""地产小区""",113.5469843,22.79595263,113.5534694,22.80200537
越秀明珠天悦江湾,南沙,明珠湾,灵山岛尖·湾区实验学校旁,16,0,暂无资料,32560,,↓0.04%,"""区县""",113.2734265,23.13526012,113.2798423,23.14157616
碧桂园天玺湾,南沙,金洲,南沙区进港大道东段,15,3,2015,26200,,↓0.31%,"""地产小区""",113.5857315,22.80775806,113.5923046,22.81343409
南沙·十里方圆,南沙,黄阁,黄阁镇庐前山南路与黄阁大道交汇处,15,0,2022,23754,,↓3.32%,"""地产小区""",113.5096542,22.82027266,113.5161126,22.82656787
海力花园,南沙,金洲,南沙街道蝴蝶洲社区进港大道555号,14,4,2012,19574,,↓0.25%,"""地产小区""",113.5801661,22.80686914,113.5867414,22.8125298
景业东湖洲豪园,南沙,南沙湾,环市大道南横地铁口西侧,14,0,暂无资料,22761,,↓0.74%,"""地产小区""",113.5969734,22.75406624,113.6035033,22.75984877
领南星河荣誉,南沙,南沙湾,南沙自贸区·南沙湾·二中旁,14,0,暂无资料,28692,↑2.63%,,"""地产小区""",113.604315,22.77587297,113.6108163,22.78176926
南沙云山诗意,南沙,金洲,南沙街道蕉门河社区丰泽东路116号,14,3,2012,27376,,↓1.44%,"""地产小区""",113.5372141,22.79605933,113.5436676,22.8022699
时代南湾别墅,南沙,南沙湾,南沙区港前大道,14,0,2010,36169,,↓1.20%,"""地产小区""",113.600041,22.78708799,113.6065628,22.79291576
方圆合景南沙水恋,南沙,黄阁,汽车城地铁站A出口,13,7,暂无资料,21964,,↓1.63%,"""地产小区""",113.515454,22.84158303,113.5219035,22.84791722
灵山岛·金茂湾,南沙,明珠湾,横沥镇灵山岛尖沙嘴中路以南,13,0,暂无资料,32781,,↓0.97%,"""地产小区""",113.513295,22.776021,113.5197122,22.78233703
南沙心意华庭,南沙,金洲,金岭北路395号,13,0,2014,22172,,↓1.58%,"""地产小区""",113.5543326,22.78675221,113.5608355,22.79267307
星河丹堤,南沙,金洲,南沙黄山鲁森林公园内,13,0,2012,39850,,↓2.77%,"""地产小区""",113.5709028,22.77926256,113.5774462,22.7849563
越秀滨海悦城,南沙,金洲,丰润路与海滨路交汇处南侧,13,7,2016,28468,,↓0.02%,"""地产小区""",113.5373555,22.79896741,113.5438124,22.80517658
丰庭花园,南沙,金洲,南沙街道海庭社区广丰路1号,12,4,2005,20028,↑0.57%,,"""地产小区""",113.5440562,22.79638292,113.5505316,22.80248649
凯德新玥,南沙,东涌,榄核镇蔡新路,12,0,2015,15547,,↓0.83%,"""地产小区""",113.350724,22.836066,113.3573006,22.84178192
南沙奥园,南沙,南沙湾,南沙街道珠江东路269号,12,1,2012,17610,,↓0.16%,"""NoClass""",113.6021124,22.75755316,113.6086242,22.76341325
南沙碧桂园豪庭,南沙,金洲,南沙经济开发区,12,2,2012,23384,,↓0.91%,"""地产小区""",113.552315,22.79568459,113.5588189,22.80164252
时代长岛,南沙,金洲,进港大道377号,12,0,2016,22467,,↓1.62%,"""NoClass""",113.5763498,22.80412456,113.5829212,22.80979088
中大城,南沙,金洲,创景街3号,12,2,2013,23098,,↓0.65%,"""地产小区""",113.544166,22.799289,113.5506447,22.80539129
大宏锦绣,南沙,南沙湾,环市大道南上南沙小学对面(塘坑地铁站旁),11,0,暂无资料,21554,,↓2.40%,"""地产小区""",113.5815071,22.75757807,113.5880595,22.76323526
广州南沙华宇凤凰艺术岛,南沙,蕉门河,南沙黄阁南路与进港大道交汇处,11,0,暂无资料,23848,,↓2.44%,"""NoClass""",113.5430393,22.84483483,113.5495289,22.85095906
金科博翠明珠,南沙,明珠湾,灵山岛尖江灵南路与文字路交汇,11,0,2022,29443,↑0.57%,,"""地产小区""",113.516415,22.77068707,113.5228283,22.77701771
龙光棕榈水岸,南沙,蕉门河,金蕉大道西,11,1,2014,27361,↑0.07%,,"""地产小区""",113.5310323,22.79896774,113.5374739,22.80525286
南沙珠江湾,南沙,南沙湾,南沙区环市大道漾滨路,11,9,2015,21582,,↓1.06%,"""地产小区""",113.589741,22.74798673,113.5962926,22.75368774
万科府前一号,南沙,蕉门河,凤凰大道西侧,11,5,2012,27443,↑1.70%,,"""地产小区""",113.5260926,22.79813232,113.5325257,22.80445533
万科白鹭郡,南沙,黄阁,黄阁大道南大山乸公园旁,11,0,2020,30485,,↓0.79%,"""道路""",113.5458353,22.85217929,113.5523283,22.85825456
万科海上明月,南沙,黄阁,自贸区蕉门水道旁,11,1,2021,19030,,↓2.97%,"""地产小区""",113.496422,22.81051397,113.5029097,22.81662838
星河智荟,南沙,金洲,地铁4号线大涌站旁,11,0,暂无资料,22167,↑1.00%,,"""地产小区""",113.5636703,22.76726027,113.5701957,22.77303282
富力伯爵山,南沙,南沙湾,"区新港大道,金业小学西侧",10,0,2016,20114,,↓0.37%,"""道路""",113.6306493,22.63349544,113.6370767,22.63979374
南沙奥园别墅,南沙,南沙湾,南沙区经济技术开发区珠江东路,10,0,2013,29605,↑16.48%,,"""地产小区""",113.6004539,22.75816221,113.6069706,22.76399567
南沙滨海隽城,南沙,金洲,环市大道中与丰泽东路交界处,10,1,2012,26345,,↓1.25%,"""地产小区""",113.541053,22.79651844,113.5475185,22.80267153
时代云图,南沙,金洲,南沙街金隆路与双山大道交汇处,10,5,2016,26950,,↓0.17%,"""地产小区""",113.5524636,22.79808909,113.5589705,22.80404488
时代香海彼岸(南沙),南沙,南沙湾,漾滨路,10,1,暂无资料,24857,,↓1.96%,"""地产小区""",113.590243,22.75095802,113.596791,22.75666296
旭辉曜玥湾,南沙,明珠湾,国际金融岛·IFF会址旁(横沥大道与星灿路交..,10,0,暂无资料,31516,↑1.60%,,"""地产小区""",113.529456,22.76523104,113.5358769,22.77152692
云水雅苑,南沙,明珠湾,南沙万顷沙931乡道,10,0,2017,20267,↑1.00%,,"""乡镇""",113.5588878,22.71216186,113.5654378,22.71801288
中交蓝色海湾,南沙,南沙湾,港前大道南沙客运港正对面,10,13,2022,28038,,↓2.70%,"""地产小区""",113.616338,22.77530199,113.6227969,22.78140926
保利半岛别墅,南沙,黄阁,南沙滨水大道左侧,9,0,暂无资料,35076,,↓1.98%,"""地产小区""",113.544534,22.82159403,113.5510324,22.82769376
东涌名苑,南沙,东涌,东涌镇市南公路358号,9,0,1997,14833,↑0.27%,,"""门址""",113.428536,22.89909841,113.4350133,22.90512095
南沙麒麟新村,南沙,黄阁,黄阁镇黄阁大道,9,0,2006,13139,,↓2.52%,"""道路""",113.5458353,22.85217929,113.5523283,22.85825456
星河盛世,南沙,金洲,南沙进港大道与金沙路交汇处(进港大道肯德基北..,9,2,2015,27545,,↓0.35%,"""地产小区""",113.5512567,22.81032092,113.5577712,22.81630055
越秀东坡,南沙,金洲,进港大道北侧(南沙街道办旁),9,2,暂无资料,23804,↑2.21%,,"""地产小区""",113.573219,22.807272,113.5797904,22.812954
中建·玖玥湾,南沙,南沙湾,"南沙湾港前大道以东,石场上路以西",9,0,暂无资料,28521,↑0.68%,,"""地产小区""",113.5981191,22.79522139,113.6046541,22.80102183
南沙中海熙园,南沙,东涌,庆盛枢纽东涌文化广场旁,8,0,暂无资料,35014,,↓1.18%,"""地产小区""",113.459066,22.89020111,113.465615,22.89585719
中惠璧珑湾(南沙),南沙,蕉门河,南沙区凤凰大道区政府对面,8,0,2015,27980,,↓0.09%,"""地产小区""",113.5362654,22.80624849,113.5427266,22.81247413
中盈一海里,南沙,金洲,环市大道西与工业一路交汇处(地铁四号线南延线..,8,0,2015,20262,,↓0.59%,"""地产小区""",113.571465,22.75856904,113.5780104,22.76425854
中国铁建海悦国际,南沙,明珠湾,18号线万顷沙站旁,8,0,暂无资料,22064,↑4.38%,,"""乡镇""",113.5588878,22.71216186,113.5654378,22.71801288
中建弘阳德信·湾璟壹号,南沙,明珠湾,万泰路东侧,8,0,暂无资料,19399,,↓0.25%,"""道路""",113.5907563,22.68599183,113.5973199,22.6917049
创鸿南沙一品,南沙,金洲,进港大道祈福南沙酒店西侧直入50米,7,5,2013,24656,,↓0.91%,"""道路""",113.5194519,22.80742425,113.5258909,22.81376616
城投首筑花园,南沙,明珠湾,凤凰大道领界西北侧(凤凰三桥下),7,0,暂无资料,16706,,↓11.43%,"""地产小区""",113.5380992,22.7351397,113.5445643,22.74133946
龙光棕榈水岸别墅,南沙,蕉门河,金蕉大道西(新行政中心的对面),7,0,2013,28273,↑10.52%,,"""地产小区""",113.5310323,22.79896774,113.5374739,22.80525286
绿城美的晓风印月,南沙,明珠湾,起步区灵山岛尖,7,0,暂无资料,26536,,↓2.78%,"""NoClass""",113.516352,22.77938702,113.5227676,22.78571791
南沙滨海水晶湾,南沙,金洲,环道西路水晶南街,7,0,2009,21196,,↓2.18%,"""地产小区""",113.5383204,22.78268064,113.5447657,22.7888731
南沙境界别墅,南沙,黄阁,南沙区黄阁镇市南公路290号,7,0,2006,15671,,↓1.54%,"""地产小区""",113.5326364,22.81887707,113.5390988,22.82514909
晴海岸,南沙,南沙湾,区南沙街资讯科技园安捷利公司南侧,7,3,2015,23264,↑0.34%,,"""NoClass""",113.596146,22.75155335,113.6026801,22.75732502
东涌名苑别墅,南沙,东涌,市南路358号,6,0,1997,23577,,↓6.56%,"""地产小区""",113.4804737,22.88085439,113.4869891,22.88668802
广晟海韵兰庭,南沙,金洲,金沙路98号,6,8,2012,21114,,↓0.61%,"""地产小区""",113.5517248,22.81278502,113.5582431,22.81875674
广南苑,南沙,南沙湾,海景路,6,0,2000,13113,↑2.01%,,"""地产小区""",113.5874536,22.75065389,113.5940063,22.75633668
广州恒大阳光半岛,南沙,明珠湾,广州·南沙·地铁18号线万顷沙站/深中通道(..,6,0,2023,19850,,↓2.44%,"""地产小区""",113.6002891,22.69136012,113.6068333,22.6971964
佳兆业悦江府,南沙,明珠湾,横沥镇灵山岛尖江灵北路与庙南路交汇处,6,0,暂无资料,31129,,↓1.16%,"""地产小区""",113.5127764,22.78058892,113.5191962,22.78690204
佳兆业·凤鸣山,南沙,黄阁,黄阁镇黄阁西路东侧、麒麟新城三期西侧,6,0,暂无资料,19182,↑0.16%,,"""地产小区""",113.498435,22.82380304,113.5049244,22.82995232
南沙明珠花园,南沙,金洲,进港大道306号,6,0,1999,11785,,↓0.28%,"""地产小区""",113.5667523,22.80320539,113.5733082,22.80894408
南沙滨海花园别墅,南沙,金洲,南沙区环市大道西483号,6,3,2008,20351,,↓1.86%,"""NoClass""",113.581163,22.75072497,113.5877207,22.75638276
优山美墅,南沙,南沙湾,优品街1-4号,6,0,2012,19220,↑0.72%,,"""地产小区""",113.5938204,22.7791521,113.6003542,22.78489323
大岗兴业花园,南沙,大岗,大岗镇豪龙路263号,5,0,1999,12094,↑4.63%,,"""地产小区""",113.4080795,22.80400055,113.4145212,22.8103116
星河丹堤,南沙,金洲,黄山鲁森林公园内,5,5,2016,33885,↑0.60%,,"""地产小区""",113.5709028,22.77926256,113.5774462,22.7849563
广州星河山海湾,南沙,南沙湾,港前大道英东中学北侧,5,0,暂无资料,35724,,↓6.85%,"""地产小区""",113.615646,22.76699701,113.6221068,22.77309243
天宇广场,南沙,金洲,进港大道和金岭北路交界东南侧,5,0,2022,19656,↑3.31%,,"""地产小区""",113.557547,22.80491813,113.5640784,22.81078799
锦绣新城,南沙,东涌,民安路72号,5,0,2004,17846,↑6.23%,,"""地产小区""",113.4594117,22.89259335,113.4659609,22.89824922
嘉霖聚和尊悦台,南沙,大岗,大岗镇康宁路8号,5,0,暂无资料,16110,↑0.00%,,"""地产小区""",113.4050415,22.80330192,113.4114789,22.80963103
美的华发天珀,南沙,明珠湾,横沥镇灵山岛文字路,5,0,暂无资料,31918,,↓2.92%,"""地产小区""",113.5151666,22.7771273,113.5215822,22.78345334
南沙富佳花园,南沙,金洲,进港大道富佳东街与富佳北街交界处,5,0,1999,18578,,↓1.11%,"""地产小区""",113.5595106,22.8073607,113.5660507,22.81319946
南沙滨海半岛别墅,南沙,金洲,海滨路与丰泽东路交界处,5,0,2007,28135,,↓0.08%,"""地产小区""",113.5360565,22.79367062,113.5425045,22.7998965
南沙怡景花园,南沙,黄阁,黄阁镇黄阁大道南,5,0,2000,16499,,↓2.34%,"""道路""",113.5458353,22.85217929,113.5523283,22.85825456
逸涛雅苑别墅,南沙,金洲,环市大道北1号,5,0,1998,26973,↑3.57%,,"""门址""",113.5634183,22.82585429,113.5699817,22.83163798
珠光南沙御景,南沙,金洲,金隆路30号,5,0,2012,22404,,↓1.22%,"""地产小区""",113.5514082,22.80390193,113.5579172,22.80987764
奥园海景城,南沙,金洲,进港大道12号,4,0,2011,21762,↑1.47%,,"""NoClass""",113.5462592,22.80401437,113.55275,22.81008149
茗荔雅苑,南沙,金洲,"街道办事处辖内,红荔一路以东、红发路以北",4,0,2010,27502,↑10.73%,,"""政府机构""",113.590097,23.56210281,113.5966738,23.56781183
南沙城,南沙,金洲,进港大道与环市大道交汇处南侧,4,0,2015,10947,,↓0.36%,"""地产小区""",113.5446113,22.80492055,113.5510972,22.81101639
逸涛雅苑,南沙,金洲,南沙街道逸涛雅苑社区环市大道北1号,4,0,1998,19393,,↓1.01%,"""门址""",113.569555,22.75993709,113.5760963,22.76564268
悠山时光,南沙,南沙湾,进港大道南侧蝴蝶洲公园旁,4,0,2016,19398,,↓1.36%,"""NoClass""",113.5778013,22.80278086,113.5843721,22.80844296
中央郡,南沙,金洲,珠电路2号,4,0,2014,22599,↑0.93%,,"""地产小区""",113.5625476,22.80721195,113.5690967,22.81300533
碧桂园玺悦,南沙,金洲,环市大道北南侧(碧桂园天玺湾旁),3,4,2020,24494,,↓0.33%,"""地产小区""",113.563803,22.78055402,113.5703315,22.78632533
大岗翠山南苑,南沙,大岗,南沙区金源东路17号,3,0,暂无资料,16576,↑2.99%,,"""地产小区""",113.425677,22.80320006,113.432165,22.80927708
方圆星宇月岛,南沙,金洲,进港大道,3,0,暂无资料,24456,,↓0.86%,"""地产小区""",113.561061,22.80778305,113.5676063,22.81359815
鸿成珠江玥,南沙,明珠湾,珠江街西新二路(西新社区旁),3,0,暂无资料,19839,↑4.35%,,"""地产小区""",113.550291,22.70922599,113.5568116,22.71522472
柳岸晓风,南沙,明珠湾,国际金融岛,3,0,暂无资料,30880,↑3.56%,,"""地产小区""",113.5156783,22.7721713,113.5220922,22.77849926
南沙滨海水晶湾别墅,南沙,金洲,南沙区环市大道西,3,0,2006,41033,,↓2.73%,"""地产小区""",113.5383204,22.78268064,113.5447657,22.7888731
南沙塞纳河畔,南沙,金洲,区环市大道与市南大道交汇处,3,2,2016,19353,,↓1.24%,"""餐饮""",113.5457452,22.81222463,113.5522418,22.81830224
时代绿庭山语,南沙,大岗,大岗政府旁,3,0,暂无资料,20415,↑3.00%,,"""地产小区""",113.401735,22.81166613,113.4081781,22.81800719
星河湾区壹号,南沙,金洲,上隆岭路以南,3,6,暂无资料,14350,↑1.24%,,"""地产小区""",113.5542149,22.80078873,113.5607306,22.80671432
逸涛半岛,南沙,金洲,经济技术开发区环市北路1号,3,0,2000,29846,↑5.59%,,"""地产小区""",113.5487106,22.81279112,113.5552181,22.81881655
裕兴花园,南沙,金洲,裕和街11号,3,0,1999,10173,,↓8.11%,"""地产小区""",113.5554608,22.80809953,113.5619882,22.81400507
碧桂园豪庭别墅,南沙,金洲,地铁4号线金洲站东行500米,2,0,2013,19879,↑0.00%,,"""地产小区""",113.552315,22.79568459,113.5588189,22.80164252
碧桂园蜜柚,南沙,金洲,进港大道北侧(南沙碧桂园对面),2,0,2017,24342,↑0.29%,,"""地产小区""",113.5684052,22.80589868,113.5749674,22.81162006
大岗绿庭雅苑,南沙,大岗,南沙大岗镇繁荣路198号,2,0,2011,12499,,↓2.22%,"""NoClass""",113.4045723,22.80711317,113.411013,22.81344512
翡翠蓝湾,南沙,大岗,蓝湾路202号,2,0,2010,15218,,↓0.10%,"""地产小区""",113.4280267,22.80875116,113.4345283,22.814788
翡翠蓝湾别墅,南沙,大岗,蓝湾路202号,2,0,2011,13892,,↓5.96%,"""地产小区""",113.4280267,22.80875116,113.4345283,22.814788
花语阳光花园,南沙,明珠湾,广州市南沙区横沥镇灵山安置区,2,0,2016,23308,,↓2.34%,"""地产小区""",113.5088864,22.77285942,113.5153099,22.77914001
敏捷尚品国际,南沙,金洲,进港大道187号(敏捷丽都旁),2,1,2020,11789,,↓1.84%,"""地产小区""",113.5670993,22.80404277,113.5736568,22.80977772
南沙丰田花园,南沙,金洲,南沙区地铁四号线金洲站旁,2,0,2010,17766,,↓0.80%,"""宾馆""",113.5455649,22.79620359,113.5520453,22.80228121
南沙海棠花园,南沙,金洲,南沙街道蝴蝶洲社区进港大道239号,2,0,2000,13299,,↓2.11%,"""地产小区""",113.568221,22.80399996,113.5747809,22.80972285
南沙滨海半岛,南沙,金洲,海滨路与丰泽东路交界处,2,0,2007,30747,,↓0.51%,"""地产小区""",113.5360565,22.79367062,113.5425045,22.7998965
南沙湾石奥,南沙,南沙湾,石板东街1号,2,0,2016,35688,,↓2.65%,"""NoClass""",113.6087521,22.78171601,113.6152405,22.78769054
润生花园,南沙,大岗,大岗镇顺好街1-6号,2,0,2014,14969,↑1.83%,,"""地产小区""",113.4147812,22.82205572,113.4212502,22.82830266
万顷沙花园,南沙,明珠湾,粤海大道十一涌段37号,2,0,2010,9125,↑0.00%,,"""地产小区""",113.5974098,22.66702679,113.6039391,22.6728156
颐德湾尚,南沙,蕉门河,南沙建设一路(南沙体育馆北侧),2,0,2021,35016,↑2.00%,,"""地产小区""",113.5202691,22.79103822,113.5266918,22.79737697
紫茗花园,南沙,金洲,进港大道富佳北街43号,2,2,2014,19653,↑0.49%,,"""地产小区""",113.5584813,22.8084193,113.5650191,22.81427461
碧桂园云麓半山,南沙,金洲,黄山鲁国家森林公园西门,1,0,2018,29539,↑4.69%,,"""地产小区""",113.563803,22.78055402,113.5703315,22.78632533
碧桂园天玺湾别墅,南沙,金洲,广州南沙区进港大道东段,1,0,暂无资料,33186,,↓3.00%,"""地产小区""",113.5857315,22.80775806,113.5923046,22.81343409
东发二区,南沙,东涌,吉祥东路9号,1,0,2002,15306,↑0.00%,,"""地产小区""",113.4618266,22.8930831,113.4683756,22.89874037
城南故事,南沙,大岗,灵山镇高沙路蓝华街21号,1,0,2015,13908,,↓3.68%,"""地产小区""",113.4279319,22.80853462,113.434433,22.8145731
蝴蝶谷,南沙,金洲,梯面镇西坑村单竹坝深窿口1号,1,0,2012,14528,,↓1.83%,"""村庄""",113.2499909,23.58819551,113.2564828,23.59419366
荟翠豪园别墅,南沙,大岗,番禺区大岗镇豪岗大道11号,1,0,暂无资料,11715,↑0.01%,,"""地产小区""",113.406353,22.80968004,113.4127978,22.81600353
南沙麒麟新城别墅,南沙,黄阁,黄阁镇黄阁大道,1,0,2006,16045,,↓4.30%,"""道路""",113.5458353,22.85217929,113.5523283,22.85825456
南沙翡翠公馆,南沙,金洲,金隆路35号,1,0,2015,23172,,↓0.97%,"""地产小区""",113.552864,22.80165704,113.5593759,22.80760648
南沙金湾,南沙,金洲,珠电路30号,1,0,2016,22685,↑0.22%,,"""地产小区""",113.564694,22.80578299,113.5712474,22.81154715
南沙碧桂园漾月轩别墅,南沙,金洲,南沙进港大道旁,1,0,暂无资料,23214,↑1.00%,,"""地产小区""",113.5615739,22.80063048,113.5681135,22.80643656
万科白鹭郡别墅,南沙,黄阁,南沙黄阁大道南大山乸公园旁,1,0,暂无资料,37125,,↓13.81%,"""NoClass""",113.5643494,22.81864697,113.5709123,22.82441767
优山美墅别墅,南沙,南沙湾,南沙区兴业路,1,0,2011,20478,,↓1.66%,"""地产小区""",113.5938204,22.7791521,113.6003542,22.78489323
印月翠谷,南沙,南沙湾,区鹿颈路七号之一,1,0,2016,24409,↑4.86%,,"""NoClass""",113.6080862,22.75970181,113.6145762,22.76566434
依山小筑,南沙,金洲,富佳东街2号,1,0,2017,21954,,↓1.23%,"""地产小区""",113.560651,22.80819798,113.5671954,22.81401932
中环华庭,南沙,明珠湾,横沥镇中环路4648号,1,0,2007,14466,↑1.79%,,"""地产小区""",113.495679,22.73998607,113.5021591,22.74608583
289米艇头PARK,南沙,金洲,丰收街7号,0,0,2019,,,,"""地产小区""",113.514285,23.16591049,113.5207246,23.17223712
奥园金莎广场写字楼,南沙,金洲,南沙进港大道与金沙路交会处(祈福酒店旁),0,0,2010,,,,"""NoClass""",113.551853,22.80581514,113.5583655,22.81178332
奥园领海国际,南沙,金洲,南沙进港大道与金沙路交会处(祈福酒店旁),0,0,暂无资料,,,,"""NoClass""",113.551853,22.80581514,113.5583655,22.81178332
奥园金莎广场商铺,南沙,金洲,南沙进港大道22号,0,0,暂无资料,,,,"""NoClass""",113.551853,22.80581514,113.5583655,22.81178332
奥园海景城写字楼,南沙,金洲,进港大道22号,0,0,2011,16018,,↓3.00%,"""商务大厦""",113.545236,22.80603202,113.5517252,22.81211734
奥园海景城商铺,南沙,金洲,进港大道22号祈福酒店旁,0,0,2011,,,,"""NoClass""",113.5462592,22.80401437,113.55275,22.81008149
安广高新产业园,南沙,金洲,广兴路27号,0,0,2008,,,,"""工业园区""",113.5480263,22.77824434,113.5545014,22.7842759
保利绿地大都汇,南沙,金洲,金隆路与上隆岭路交界处,0,11,2016,13028,,↓2.12%,"""地产小区""",113.5514352,22.8018451,113.5579423,22.80781991
越秀滨海御城商铺,南沙,金洲,双山大道与祈丰路交界处,0,0,2017,,,,"""地产小区""",113.5469843,22.79595263,113.5534694,22.80200537
滨海半岛商务中心,南沙,金洲,海宁一街9号,0,0,2007,,,,"""商务大厦""",113.5377273,22.79144529,113.5441778,22.79764771
滨海水晶湾,南沙,金洲,环市大道西483号,0,0,2001,24553,↑0.00%,,"""地产小区""",113.5383204,22.78268064,113.5447657,22.7888731
铂玥明珠ONE,南沙,明珠湾,横沥国际金融岛地铁18号线横沥地铁站口直线距..,0,0,暂无资料,,,,"""地产小区""",113.5153908,22.75504203,113.5218106,22.76136993
保利绿地大都汇,南沙,金洲,,0,0,暂无资料,,,,"""地产小区""",113.55143523793005,22.801845104502275,113.55794226510369,22.807819908672607
北滘万联中心,南沙,黄阁,怡福路1号,0,0,暂无资料,,,,"""门址""",113.30251738628336,23.108268219724378,113.30898269378963,23.11439633406985
百利玛国际家居生活MALL,南沙,金洲,金宁路32号,0,0,暂无资料,,,,"""购物""",113.39890781323594,23.124903576612938,113.40531964834476,23.131239362228628
半山大厦,南沙,东涌,蛤地新南路东二街5号,0,0,暂无资料,,,,"""门址""",113.52159900856205,23.18700212897672,113.52804904521014,23.193345454000228
